budget_million,runtime_min,genre,critic_score,lead_actor_popularity,is_hit
115.0,122,drama,69.8,93.9,1
248.7,118,drama,70.2,86.3,1
162.6,101,drama,90.2,34.1,0
79.8,166,drama,17.3,52.8,0
51.2,139,action,49.8,30.1,0
109.9,144,horror,74.9,25.9,0
64.7,130,drama,77.0,45.5,0
242.7,140,drama,58.0,25.0,1
259.0,117,action,48.6,75.1,1
33.0,120,horror,43.0,39.7,0
202.4,84,action,31.6,58.6,1
221.5,173,action,98.3,0.5,1
91.5,130,action,57.1,56.6,1
7.8,114,drama,61.5,88.5,0
32.2,116,action,64.1,73.4,1
136.7,112,action,79.0,53.0,1
151.3,82,drama,28.9,52.8,0
223.4,159,action,77.7,4.2,1
23.3,159,action,31.4,58.7,0
27.6,113,action,70.5,11.1,0
48.9,93,comedy,62.7,31.7,0
59.4,90,comedy,51.0,97.7,1
189.4,105,action,29.7,15.9,1
153.0,141,comedy,95.2,26.6,1
5.1,116,drama,91.6,16.3,0
13.8,132,scifi,76.3,86.4,0
138.5,101,comedy,0.6,74.8,0
262.0,105,comedy,78.2,58.8,1
77.9,85,horror,59.5,20.0,0
2.3,83,action,28.2,47.7,0
269.2,179,action,99.3,32.8,1
73.4,145,scifi,74.9,73.7,1
188.6,78,action,96.9,44.8,1
184.9,99,drama,9.0,26.9,0
146.1,150,scifi,4.0,0.4,0
222.0,112,comedy,88.9,77.9,1
189.3,121,action,21.2,82.4,1
279.2,166,comedy,71.6,98.8,1
186.3,121,comedy,11.9,42.4,0
35.1,105,horror,88.4,84.1,0
147.7,139,action,61.8,8.9,1
131.9,156,comedy,80.9,79.8,1
44.8,94,comedy,13.5,6.5,0
194.6,127,scifi,11.4,45.9,0
28.7,85,drama,47.2,16.2,1
183.0,160,scifi,52.4,67.5,1
5.1,166,drama,70.5,20.5,0
222.9,168,horror,22.4,77.2,1
296.3,134,drama,88.7,83.2,1
256.7,135,comedy,17.3,27.1,1
261.9,97,comedy,42.1,89.0,1
189.1,172,comedy,34.1,93.7,1
52.1,117,action,86.0,63.3,0
29.4,132,scifi,0.9,96.7,0
40.5,78,drama,5.8,39.1,0
297.3,157,horror,50.2,20.4,1
252.2,107,action,64.3,12.6,1
296.6,134,action,39.9,29.1,1
145.2,134,drama,10.4,49.3,1
269.2,90,scifi,3.7,14.5,1
209.2,134,comedy,26.0,84.6,1
98.3,96,drama,3.8,74.8,0
65.9,164,drama,51.2,91.7,0
85.4,145,comedy,38.5,43.6,0
78.7,164,comedy,13.0,16.8,0
249.6,80,comedy,75.6,22.3,1
245.9,160,comedy,96.7,83.0,1
209.6,164,horror,58.2,4.5,1
96.7,156,comedy,93.1,92.4,0
29.1,149,scifi,37.4,17.3,0
159.2,173,scifi,35.3,33.7,1
228.4,124,drama,63.9,97.0,1
291.4,127,drama,92.0,94.7,1
142.8,167,scifi,29.5,63.5,0
131.7,150,comedy,41.2,54.8,0
196.8,95,horror,99.5,13.5,0
189.6,115,scifi,70.4,7.7,1
299.3,81,horror,32.7,74.2,1
48.1,159,comedy,24.4,64.6,1
33.8,175,scifi,80.9,55.4,0
180.0,124,scifi,35.3,27.8,1
253.6,136,action,20.7,13.0,0
118.8,112,scifi,38.5,99.7,0
268.6,105,drama,33.4,60.1,1
161.2,162,drama,20.4,11.5,0
114.3,119,comedy,81.7,23.9,0
277.2,87,comedy,10.4,19.2,1
196.4,156,comedy,8.4,24.3,0
79.2,142,comedy,25.9,80.4,1
133.2,106,drama,49.7,83.4,1
262.1,117,horror,53.4,96.1,1
95.0,178,comedy,21.1,98.7,1
132.0,137,comedy,2.3,36.5,0
118.2,85,horror,23.3,41.7,0
107.2,81,drama,20.4,11.7,0
271.1,146,comedy,85.1,96.6,1
226.7,122,comedy,21.0,66.6,1
90.9,176,action,28.3,65.7,0
222.0,166,horror,61.0,24.6,0
53.5,134,horror,68.2,93.3,0
226.4,140,action,81.9,70.4,1
145.1,155,comedy,49.8,62.5,1
129.0,106,comedy,50.2,61.8,1
136.7,100,scifi,44.2,70.9,1
110.3,117,action,81.1,70.4,1
152.4,102,scifi,5.4,3.5,0
67.5,76,horror,45.4,39.1,0
185.8,100,comedy,29.0,94.0,1
281.7,179,drama,42.0,15.1,0
62.7,141,action,88.5,0.3,0
58.1,88,action,88.5,34.7,0
75.8,86,action,7.7,37.6,0
237.6,168,comedy,5.5,92.3,0
204.8,92,comedy,38.3,47.0,1
70.0,178,scifi,39.9,53.5,1
97.1,89,comedy,90.2,3.3,0
122.8,127,comedy,58.4,81.5,1
181.3,162,comedy,4.9,69.5,1
187.0,141,comedy,29.1,42.0,0
168.4,123,scifi,4.3,6.6,0
217.2,112,action,8.0,0.1,1
59.7,170,horror,31.3,41.3,0
268.3,162,drama,31.0,47.1,1
64.0,113,comedy,90.2,82.2,0
199.9,169,action,97.1,64.0,1
209.5,166,drama,4.1,2.7,0
174.1,103,action,72.1,17.7,1
185.1,179,comedy,49.5,56.2,1
223.1,178,scifi,33.0,83.0,1
24.8,175,scifi,65.1,37.9,0
122.6,155,comedy,99.4,86.1,1
90.8,81,horror,49.3,62.3,0
31.7,83,comedy,16.3,99.6,0
157.3,112,comedy,25.8,32.8,1
167.3,173,scifi,64.2,30.9,1
295.9,168,drama,51.9,3.6,1
165.2,124,scifi,70.2,84.8,1
296.9,169,action,61.0,48.0,1
121.8,151,drama,61.0,17.5,1
241.0,117,drama,15.5,50.8,1
173.3,120,drama,35.4,89.0,0
86.4,87,horror,10.9,67.2,0
269.7,94,drama,48.0,57.1,0
108.5,148,action,59.3,60.8,1
62.0,125,drama,77.6,44.1,0
48.7,97,action,54.0,98.4,1
185.9,138,drama,81.5,46.6,1
225.5,115,action,57.8,66.3,1
59.5,137,horror,72.4,77.5,0
124.2,128,horror,98.0,98.8,1
163.0,83,comedy,53.6,7.4,1
224.0,99,comedy,12.3,49.1,0
265.0,98,comedy,47.9,78.4,1
29.1,81,horror,9.1,42.1,0
220.8,175,scifi,76.2,77.6,1
150.3,97,action,51.9,53.0,1
276.5,144,horror,78.1,72.5,1
151.9,163,comedy,34.2,7.2,0
3.3,134,comedy,50.7,34.9,0
77.9,153,drama,52.0,16.8,0
106.4,137,comedy,3.5,40.8,0
284.1,128,action,15.2,0.8,1
230.4,138,action,70.4,14.9,1
16.4,88,horror,35.3,12.7,0
51.8,83,scifi,17.7,29.6,0
205.7,174,comedy,87.9,42.8,0
145.4,114,scifi,62.4,46.6,1
288.6,128,comedy,60.0,26.2,1
31.5,142,action,13.3,75.5,0
249.4,102,drama,64.9,19.6,1
181.4,79,action,71.8,86.2,1
186.7,137,horror,10.4,62.8,1
292.6,86,comedy,32.4,91.4,1
211.0,112,drama,15.2,80.3,1
90.3,136,drama,45.1,36.2,0
37.6,77,scifi,48.1,7.2,0
290.6,87,horror,15.0,26.9,0
211.4,99,comedy,69.4,73.0,1
104.9,145,action,23.1,20.1,0
290.8,168,comedy,48.7,60.3,1
109.7,177,drama,52.7,74.4,0
64.5,89,comedy,45.7,42.1,0
58.3,121,comedy,73.9,21.7,0
45.0,82,comedy,72.9,90.2,0
106.5,152,comedy,88.3,14.3,0
215.1,100,drama,53.9,48.4,0
242.8,125,drama,95.4,80.2,1
293.0,102,drama,19.6,45.7,1
156.0,87,drama,17.3,94.6,0
264.5,114,drama,78.0,80.5,1
238.3,117,drama,59.3,96.8,1
282.4,165,comedy,15.0,59.5,1
192.9,147,horror,91.2,61.1,1
197.2,99,comedy,88.0,28.8,1
253.4,169,drama,96.5,23.5,1
269.6,98,action,47.7,77.3,1
88.1,95,comedy,37.1,98.5,1
227.8,88,action,69.2,84.3,1
273.3,136,scifi,67.8,73.8,1
92.0,167,action,88.0,57.0,0
200.3,81,horror,90.8,75.3,1
253.5,173,scifi,28.4,10.0,0
183.7,157,scifi,30.6,46.0,1
108.4,91,action,68.4,31.7,1
140.7,93,action,26.3,54.9,1
173.3,96,comedy,49.3,28.3,0
74.4,111,comedy,18.0,4.8,0
253.3,78,comedy,71.2,15.6,0
58.0,170,horror,20.1,13.1,0
253.3,169,action,5.6,75.1,1
73.8,115,action,23.6,46.0,0
95.6,113,horror,5.8,67.3,0
214.2,101,comedy,54.8,65.1,1
109.8,160,comedy,40.1,84.1,1
137.1,142,comedy,34.8,94.7,1
148.7,111,action,37.7,59.9,0
75.3,82,comedy,87.3,86.7,1
40.9,115,comedy,76.8,54.0,0
289.1,159,comedy,65.9,33.1,1
71.7,100,comedy,12.7,83.5,0
267.8,151,drama,42.5,81.6,1
240.1,178,action,68.6,75.9,1
178.6,83,action,22.2,23.1,1
293.0,97,drama,42.5,98.5,1
226.0,124,comedy,28.8,63.1,1
299.8,137,horror,5.8,92.3,1
269.5,127,horror,92.4,69.9,1
232.3,120,comedy,84.5,85.3,1
275.0,155,comedy,57.6,23.7,1
183.3,149,scifi,33.7,97.8,1
74.3,126,action,49.9,71.0,1
65.1,92,comedy,57.1,14.7,0
238.4,162,drama,98.4,72.0,1
16.3,169,comedy,15.9,35.7,0
97.4,122,comedy,49.4,25.3,0
24.2,118,comedy,66.2,38.9,0
52.5,152,drama,59.9,94.0,1
202.7,139,scifi,73.0,16.3,1
16.6,94,horror,6.9,92.1,0
156.8,126,scifi,33.2,4.8,0
123.3,178,scifi,52.2,62.1,1
131.1,98,scifi,40.1,5.5,0
5.2,130,scifi,33.6,75.3,0
86.1,117,comedy,94.4,0.9,0
24.3,89,horror,67.8,58.4,0
274.3,140,scifi,94.4,84.0,1
31.8,143,horror,35.4,91.8,0
75.9,82,action,20.3,1.5,0
136.8,75,action,78.2,63.8,1
254.6,142,horror,91.5,85.2,1
210.5,104,scifi,46.3,96.6,1
113.8,179,comedy,27.6,81.9,0
11.8,137,drama,63.9,39.2,0
289.3,75,comedy,54.7,94.9,1
256.2,169,comedy,7.7,25.2,0
294.9,76,action,43.2,23.5,0
214.8,105,action,35.5,48.3,1
133.4,121,comedy,3.1,87.3,0
99.3,176,scifi,56.2,15.3,0
263.9,135,scifi,2.5,15.0,1
88.1,175,comedy,51.0,59.5,0
36.2,166,drama,29.9,99.7,0
43.5,123,drama,85.6,10.9,1
94.2,100,scifi,61.0,7.0,0
273.2,90,action,27.1,10.2,1
179.6,89,comedy,67.5,68.4,1
215.2,83,scifi,82.4,94.3,1
241.8,76,comedy,42.3,76.5,1
202.6,176,horror,27.8,59.2,0
48.4,111,scifi,39.3,26.8,1
63.0,91,comedy,48.3,53.6,0
180.0,139,scifi,2.0,69.3,0
253.7,134,horror,72.4,29.4,1
74.8,169,drama,6.7,21.9,0
128.6,169,drama,24.0,58.5,1
201.7,90,scifi,69.4,54.8,0
260.7,119,comedy,26.7,35.1,0
193.1,177,drama,66.4,67.3,1
244.6,126,action,24.8,80.8,1
14.3,103,drama,92.4,92.0,0
36.0,143,horror,14.4,57.4,0
120.7,81,drama,11.7,76.1,0
273.5,110,action,87.4,4.5,0
151.3,177,drama,25.6,29.0,0
209.2,173,drama,28.0,93.8,0
121.0,121,scifi,9.8,57.3,1
181.5,91,comedy,53.1,57.4,1
299.4,168,drama,33.1,32.1,1
140.8,100,comedy,27.1,51.7,1
54.3,124,horror,27.3,2.7,0
137.1,142,scifi,49.6,79.8,1
98.8,141,action,59.8,50.1,1
239.0,173,scifi,31.5,28.2,0
212.4,160,comedy,23.1,70.4,1
137.5,122,horror,63.7,18.5,1
283.4,115,scifi,26.1,55.8,1
147.4,134,action,54.1,54.1,1
110.1,100,scifi,70.6,86.5,1
64.0,80,drama,68.2,83.1,0
5.9,151,drama,74.0,96.3,1
63.8,102,action,64.2,21.2,1
276.1,106,scifi,18.5,66.7,1
290.7,122,action,76.4,40.1,1
277.3,168,action,58.4,40.6,1
97.0,146,action,44.6,44.6,0
237.5,126,horror,79.9,87.7,1
176.4,136,horror,63.9,5.1,1
84.7,95,action,97.8,1.6,1
32.4,174,comedy,87.6,83.3,0
81.1,148,drama,38.0,10.3,0
67.0,87,scifi,22.6,94.6,0
242.4,147,comedy,56.1,28.4,0
125.3,119,comedy,24.8,77.1,1
40.1,139,horror,70.0,80.2,0
155.5,100,action,1.8,92.3,1
192.3,135,horror,72.6,72.9,1
173.6,85,drama,46.0,10.7,0
152.0,111,horror,47.8,52.9,0
40.0,122,comedy,4.2,83.6,0
155.5,126,scifi,64.6,73.7,1
206.2,79,action,98.5,4.9,1
298.7,82,action,99.5,81.2,1
88.2,171,horror,54.2,25.1,0
244.0,154,action,14.7,74.6,1
101.1,169,action,99.8,54.9,1
141.9,77,action,4.1,4.6,0
194.2,79,action,40.8,20.2,0
165.6,105,comedy,75.9,39.2,1
178.7,92,scifi,66.3,96.3,1
274.5,178,comedy,98.1,30.2,1
127.3,153,scifi,97.9,87.3,1
183.7,144,action,27.1,77.3,1
232.2,122,horror,92.5,4.1,0
269.7,141,drama,64.1,65.4,1
222.3,160,comedy,96.5,81.5,1
223.4,91,action,84.7,80.4,1
89.9,102,action,34.5,7.4,0
185.4,95,drama,6.6,46.4,0
92.0,89,comedy,64.6,86.4,0
81.0,142,drama,54.4,19.4,0
106.7,148,scifi,24.2,52.3,0
189.8,81,comedy,7.5,96.5,0
45.9,143,comedy,77.1,77.2,0
137.6,161,scifi,4.2,81.6,0
98.4,168,comedy,96.5,20.8,1
57.9,163,scifi,90.1,47.2,0
259.9,96,horror,24.9,84.4,1
8.8,170,comedy,6.5,65.8,0
90.4,102,scifi,14.6,56.2,0
144.4,117,comedy,55.8,42.0,0
296.0,91,comedy,60.7,90.0,1
237.2,139,horror,86.1,77.9,1
17.3,164,horror,3.5,64.9,0
268.5,154,scifi,16.8,78.4,1
115.5,82,horror,45.2,39.2,0
68.1,100,horror,12.5,7.9,0
265.5,88,action,90.4,83.4,1
94.4,138,comedy,0.8,89.9,0
81.0,145,horror,95.5,18.4,0
25.1,129,scifi,56.0,98.1,0
183.7,126,drama,46.3,50.7,1
183.2,152,action,27.4,66.0,0
198.5,178,comedy,77.3,14.9,1
266.7,97,comedy,73.2,46.1,1
54.5,105,action,87.1,70.9,1
281.3,138,action,94.4,65.0,1
143.4,135,comedy,54.5,45.5,1
226.5,176,comedy,5.7,62.6,0
188.8,95,drama,97.3,44.6,1
119.5,112,drama,67.6,67.4,1
241.3,154,action,51.8,3.8,0
12.8,85,scifi,84.8,60.6,0
189.2,102,horror,25.0,3.3,0
186.4,173,drama,96.4,88.8,1
295.9,87,scifi,13.5,42.6,1
198.1,175,horror,21.6,8.4,0
29.1,151,comedy,45.3,66.9,0
121.4,131,action,8.9,33.2,0
227.0,157,scifi,40.0,52.4,1
58.1,156,scifi,56.5,26.2,0
90.6,165,scifi,40.0,22.5,0
38.9,112,drama,5.3,13.6,0
271.8,165,drama,85.3,79.1,1
19.2,83,drama,94.0,49.7,0
163.2,112,action,59.7,96.2,1
22.4,169,comedy,62.7,75.9,0
168.8,106,scifi,8.2,77.6,1
163.5,159,comedy,33.0,86.3,0
139.5,114,drama,4.0,62.9,1
11.4,93,drama,21.1,86.2,0
155.6,158,drama,27.7,96.2,0
33.0,128,drama,41.8,93.7,0
242.8,100,action,97.3,80.9,1
230.3,157,scifi,0.6,83.0,0
63.3,175,drama,93.4,93.6,1
161.4,135,comedy,44.9,22.8,0
294.3,176,action,30.7,64.1,1
85.4,144,action,31.0,87.9,1
40.3,94,horror,92.0,37.4,0
159.2,164,scifi,15.4,49.9,0
83.9,121,drama,57.4,21.3,1
171.9,87,scifi,6.8,58.2,1
283.1,114,scifi,93.1,64.5,1
284.8,161,comedy,58.3,23.6,1
254.6,108,horror,5.0,58.1,0
136.6,93,comedy,94.3,44.9,0
107.1,115,action,79.5,14.7,0
4.5,146,action,69.8,36.1,0
178.8,157,comedy,92.0,38.2,1
67.7,88,horror,44.0,28.8,0
109.6,164,comedy,33.4,24.7,0
131.3,161,action,60.9,57.4,0
190.6,143,comedy,10.2,94.8,0
222.9,162,action,96.6,53.2,1
259.6,90,action,68.6,19.1,1
66.5,159,drama,83.3,89.1,0
129.9,81,scifi,78.1,27.2,1
159.4,105,action,69.1,91.2,0
79.2,156,scifi,48.3,3.6,0
166.9,173,horror,57.1,19.8,0
229.8,79,action,82.7,82.3,1
74.6,146,horror,38.6,16.0,0
130.8,160,horror,59.9,24.9,0
32.3,149,scifi,4.3,21.9,0
232.6,108,comedy,53.7,46.7,0
39.5,173,comedy,27.0,25.3,0
140.9,89,action,15.1,59.3,0
261.1,153,drama,78.6,86.3,1
194.3,99,action,30.3,65.3,0
173.6,140,action,74.5,88.1,1
149.2,138,action,43.4,78.3,1
60.7,111,drama,23.2,26.2,0
222.8,94,action,44.0,41.8,1
261.4,106,action,78.4,94.2,1
152.1,155,drama,1.4,60.6,0
92.0,100,comedy,21.5,0.9,0
110.0,125,horror,50.1,2.0,0
58.0,129,scifi,13.4,1.8,0
265.6,165,drama,60.0,40.7,1
101.4,155,drama,83.1,21.0,0
268.3,125,scifi,39.8,20.2,1
171.1,145,action,28.6,4.2,1
89.1,136,action,86.8,83.9,1
164.7,173,horror,44.3,46.3,0
50.9,78,action,42.5,14.3,0
85.2,111,action,69.5,16.6,0
174.8,142,drama,89.3,82.3,1
118.8,131,horror,5.8,90.1,0
190.0,75,drama,10.8,5.7,0
85.4,111,drama,47.4,25.0,0
28.7,104,drama,69.2,2.3,0
212.1,164,drama,52.5,72.1,1
222.7,166,horror,28.5,76.7,1
121.8,79,horror,93.9,70.4,0
103.6,88,comedy,46.4,5.3,0
80.0,158,horror,31.2,60.8,0
25.5,97,action,44.7,87.2,0
215.2,77,horror,14.7,13.1,0
81.4,139,action,50.3,10.6,0
112.1,162,action,94.4,93.9,1
195.7,104,drama,29.0,88.3,0
286.1,89,action,20.6,97.6,1
285.2,104,comedy,53.5,29.1,1
275.0,141,comedy,57.2,69.8,1
215.2,149,comedy,30.3,84.9,1
284.8,83,drama,61.3,35.8,0
70.0,124,scifi,93.6,12.0,0
36.5,142,horror,14.0,32.6,0
167.2,143,comedy,36.1,78.2,0
224.6,136,scifi,12.2,36.8,0
132.5,138,comedy,75.6,13.3,0
76.2,165,horror,50.2,95.9,0
266.2,114,action,81.9,0.6,1
297.3,147,action,43.4,37.0,1
270.5,152,scifi,66.0,2.5,1
103.8,107,action,75.2,4.9,0
14.6,167,action,60.8,16.5,0
245.3,169,action,7.3,60.0,1
101.7,177,horror,58.8,67.4,0
168.6,154,comedy,12.3,6.2,0
64.9,133,drama,44.3,99.3,0
59.0,75,horror,90.8,52.4,0
168.1,115,action,21.1,57.6,1
145.0,132,comedy,84.9,37.2,1
275.3,80,comedy,72.1,12.5,1
288.0,108,comedy,69.3,2.1,1
138.6,138,comedy,31.9,30.7,0
180.6,152,action,17.0,89.8,1
216.4,101,action,44.5,1.8,0
170.6,137,horror,88.4,87.8,1
83.9,131,comedy,44.5,17.4,0
104.5,174,drama,76.4,65.7,0
195.0,97,action,67.9,37.8,1
230.4,119,horror,39.1,63.8,1
206.4,98,action,78.6,75.1,1
250.7,163,comedy,24.7,49.1,0
65.6,152,scifi,89.1,35.2,0
87.5,156,horror,25.7,63.3,0
298.9,166,comedy,43.4,39.7,1
106.4,108,action,34.5,11.9,0
252.6,100,drama,65.0,46.6,1
140.4,131,comedy,47.7,98.9,0
6.8,178,drama,50.9,79.3,1
33.4,111,horror,21.4,19.3,0
244.2,137,action,26.9,76.5,1
189.1,113,horror,3.6,5.0,0
34.9,120,action,59.6,34.6,0
174.7,160,scifi,54.8,57.2,1
57.0,92,action,32.7,60.0,0
235.3,143,drama,27.4,86.8,1
270.7,116,horror,47.1,23.6,1
238.5,170,horror,23.0,40.4,0
265.4,103,scifi,0.6,96.5,1
86.3,129,drama,74.2,7.6,0
49.4,179,scifi,40.2,55.2,0
238.7,114,drama,96.7,43.9,1
207.6,110,action,27.1,72.0,1
60.5,168,comedy,31.1,14.0,0
69.9,116,action,51.5,26.8,0
241.7,116,action,39.3,78.9,1
231.7,143,comedy,62.9,22.1,1
105.5,142,comedy,97.4,97.4,0
86.3,128,drama,96.7,70.5,1
236.4,146,scifi,63.1,54.5,1
228.4,177,comedy,76.6,33.3,1
185.9,136,scifi,4.3,2.2,0
144.4,100,action,99.1,83.2,1
72.8,149,scifi,4.4,58.1,0
153.4,177,action,6.3,28.6,0
250.1,76,drama,20.8,82.4,1
3.2,134,horror,82.1,34.3,0
54.7,105,horror,20.9,53.3,0
240.2,167,action,23.5,21.1,1
33.1,168,drama,28.5,14.3,0
171.3,113,comedy,11.1,28.3,0
190.2,172,action,59.5,26.1,1
241.1,179,drama,45.8,0.9,0
244.9,172,horror,67.7,99.6,1
143.3,94,drama,63.0,61.1,0
265.3,170,action,30.6,11.0,0
67.6,153,comedy,60.3,51.4,0
239.2,168,action,58.4,85.3,1
279.3,78,action,64.7,6.4,1
34.9,106,action,86.2,10.5,1
10.1,113,comedy,40.8,14.4,0
73.8,99,comedy,82.9,75.9,0
101.4,168,drama,85.0,66.4,0
55.4,102,scifi,47.3,66.9,0
63.8,163,horror,75.1,44.9,0
13.0,111,horror,87.2,63.7,1
216.7,153,comedy,68.5,48.4,1
28.2,158,comedy,65.2,14.4,0
277.2,110,drama,15.9,82.0,1
65.8,121,scifi,43.3,47.3,0
285.7,85,comedy,87.5,42.5,1
25.4,81,horror,81.9,85.7,1
11.7,141,action,49.7,25.7,0
143.3,166,drama,38.1,31.3,0
176.9,89,comedy,84.4,77.7,1
61.1,99,action,85.4,48.8,1
210.5,82,scifi,0.2,25.9,0
214.2,90,drama,36.2,47.5,0
237.4,117,drama,87.3,84.4,1
166.3,170,drama,57.2,90.9,1
145.0,126,comedy,67.9,88.5,1
148.6,140,comedy,68.6,34.7,1
31.9,138,horror,9.5,60.1,0
35.4,176,action,80.1,61.8,0
219.4,113,horror,28.6,34.1,1
22.3,166,horror,98.8,86.0,0
104.4,96,action,69.1,98.9,1
61.1,140,comedy,53.9,75.7,0
127.9,92,drama,3.0,72.0,0
35.3,168,scifi,8.8,48.9,0
255.9,114,drama,94.4,96.6,1
174.4,110,comedy,45.3,69.7,0
159.2,108,comedy,80.5,52.6,1
203.8,142,action,31.0,37.2,1
116.8,76,scifi,48.3,78.6,1
151.9,132,drama,17.9,94.9,1
295.0,150,drama,14.5,65.5,1
80.2,132,action,55.4,33.5,0
167.0,118,comedy,35.6,20.5,1
299.6,135,horror,57.7,29.2,1
297.1,144,horror,57.7,67.6,1
241.8,164,comedy,100.0,17.7,1
151.1,105,action,29.0,22.2,0
7.1,91,scifi,91.0,52.7,1
277.0,175,horror,42.1,40.4,1
247.7,97,drama,90.3,35.3,1
212.7,135,comedy,26.6,91.1,1
111.6,98,scifi,47.6,16.7,1
218.9,176,horror,49.2,32.7,1
257.4,164,comedy,95.6,95.2,1
104.2,87,drama,61.6,43.7,1
131.5,172,horror,42.1,9.8,0
244.7,139,scifi,56.2,22.1,1
188.2,161,drama,50.1,22.5,1
36.0,135,comedy,86.4,54.6,0
166.6,124,horror,28.3,10.2,0
167.3,160,drama,49.9,83.6,1
92.9,111,horror,21.3,64.8,0
51.1,112,comedy,54.9,31.3,0
137.2,141,comedy,86.8,43.3,0
7.5,169,horror,65.0,80.2,0
173.3,83,comedy,65.5,24.1,1
206.2,96,comedy,76.7,93.7,1
262.6,118,action,87.8,51.0,1
197.7,135,drama,72.2,11.5,1
225.1,179,action,31.4,10.7,0
132.1,95,action,78.5,69.1,1
155.9,105,comedy,97.6,44.8,1
66.0,154,scifi,18.0,41.0,0
259.5,165,horror,26.6,5.3,0
102.8,139,comedy,1.5,10.6,0
185.8,98,action,21.4,13.9,1
216.0,135,comedy,61.1,12.9,1
228.1,153,scifi,96.3,76.3,1
216.2,139,action,17.9,33.8,0
150.9,91,drama,82.9,64.4,1
19.1,112,action,56.0,12.5,0
10.3,165,horror,59.1,37.1,1
272.2,143,horror,50.0,97.0,1
84.2,88,comedy,56.2,69.4,0
216.2,171,comedy,6.6,86.4,1
187.8,157,horror,84.3,38.4,1
66.6,99,horror,41.9,5.3,0
212.0,153,drama,19.8,56.4,0
160.2,86,comedy,80.5,68.5,0
74.5,132,comedy,72.6,64.3,0
247.1,165,drama,71.5,69.4,1
233.1,119,comedy,8.2,2.0,0
278.4,94,action,61.0,20.4,1
175.1,157,scifi,84.1,42.9,1
114.3,107,comedy,27.1,78.4,1
154.3,92,horror,85.8,63.0,0
212.2,145,drama,15.8,69.6,1
31.4,165,action,92.2,36.4,1
58.5,94,scifi,27.7,80.6,1
74.5,150,comedy,20.7,26.0,0
141.3,174,comedy,74.4,37.4,1
292.9,116,comedy,73.4,37.5,1
18.6,146,comedy,35.9,2.2,0
245.2,136,drama,4.9,22.9,0
152.0,94,scifi,80.4,75.7,1
244.4,96,drama,11.2,65.9,0
215.8,123,action,63.1,94.0,1
266.8,82,action,57.2,81.2,1
299.3,129,comedy,49.3,48.5,1
24.8,98,scifi,98.7,65.4,0
215.0,119,comedy,74.7,31.1,1
49.4,142,scifi,2.3,80.5,0
260.6,84,comedy,90.5,85.9,1
68.9,105,horror,81.1,4.1,0
163.9,76,action,6.7,4.9,0
134.5,139,action,83.0,8.6,1
208.1,127,comedy,66.5,72.7,1
38.8,115,action,42.8,0.3,0
64.5,96,action,47.8,99.4,0
281.8,95,action,44.4,74.8,1
65.4,79,action,16.3,0.4,0
237.5,162,comedy,1.0,97.4,1
245.8,143,horror,92.7,90.8,1
110.7,83,comedy,41.1,79.7,0
214.9,112,action,50.8,97.5,1
32.2,105,action,28.9,83.1,1
135.6,148,comedy,15.1,29.7,0
136.9,158,action,54.6,29.4,0
215.3,161,comedy,65.4,65.5,1
7.0,179,horror,94.4,17.0,0
119.5,138,drama,66.2,61.5,0
291.0,77,horror,93.9,75.0,0
85.9,99,scifi,46.4,97.6,1
103.4,114,drama,26.5,91.9,0
285.4,84,scifi,51.2,38.5,1
183.5,153,horror,44.9,87.7,0
213.1,176,comedy,0.0,72.2,0
56.1,151,action,87.6,50.1,0
71.0,132,comedy,22.0,11.6,0
17.9,157,action,85.3,55.7,0
195.1,159,comedy,5.8,56.7,0
75.5,103,comedy,27.0,69.9,0
191.6,143,comedy,18.5,90.7,0
136.8,161,action,6.0,1.6,0
199.7,96,drama,1.1,60.1,1
219.4,166,comedy,70.2,86.8,1
8.5,94,horror,56.6,92.8,1
175.2,149,drama,29.8,28.7,1
115.7,103,horror,18.7,82.4,0
46.7,82,comedy,83.5,87.4,0
25.8,139,comedy,58.6,27.9,0
198.7,89,drama,4.6,17.4,0
117.2,141,drama,77.0,89.0,1
38.7,112,scifi,43.2,96.2,0
60.0,140,action,88.8,17.2,0
185.6,138,drama,8.4,97.3,1
76.0,172,scifi,95.5,77.9,1
132.4,124,drama,24.9,17.7,0
5.0,167,drama,51.9,89.4,0
293.3,115,action,95.3,84.6,1
60.7,155,scifi,17.3,59.5,0
297.3,142,action,20.0,90.2,1
228.2,179,horror,17.8,42.7,0
10.8,145,scifi,78.5,40.7,0
227.4,112,action,80.4,30.1,1
283.9,135,action,67.2,3.0,1
179.0,170,drama,45.1,18.5,1
45.4,110,comedy,92.1,77.7,0
24.1,163,action,53.8,88.4,1
249.4,147,action,12.6,7.0,0
122.4,124,drama,79.3,99.6,1
197.2,98,comedy,27.7,38.1,0
43.6,90,comedy,36.0,63.9,0
161.9,168,action,5.4,8.1,0
75.8,142,horror,74.7,65.6,0
223.3,83,comedy,17.1,0.4,0
224.3,157,horror,22.7,97.6,0
276.6,151,scifi,55.7,93.2,1
286.5,83,action,5.8,48.5,1
279.8,88,comedy,64.2,48.9,1
10.8,140,action,26.0,24.4,0
193.7,145,action,61.7,11.3,0
279.6,152,comedy,75.9,21.9,1
23.2,176,comedy,67.9,3.3,0
193.2,138,horror,73.2,10.9,0
114.9,88,action,70.4,65.3,1
150.6,175,action,3.6,22.7,0
