ram_gb,storage_gb,battery_mah,brand,camera_mp,price
8,256,5629,apple,64,57260.3
16,64,4505,samsung,64,30542.25
4,512,5452,samsung,200,41610.62
16,128,4022,apple,108,59586.83
12,128,3046,apple,12,52139.18
16,512,4484,apple,12,66794.07
6,64,4572,xiaomi,64,20946.09
12,64,4082,oneplus,48,27107.06
4,128,4112,apple,48,49844.39
8,256,4872,oneplus,64,33371.0
4,128,3220,samsung,48,19171.65
8,512,5958,xiaomi,108,35653.24
12,128,4908,xiaomi,108,29807.08
16,64,3875,samsung,200,35257.43
8,512,5787,apple,200,70280.76
6,512,5375,oneplus,200,39476.19
6,64,5151,xiaomi,12,18034.97
6,256,5531,samsung,12,22613.24
8,256,5965,apple,200,64660.7
4,64,5406,samsung,12,18128.65
4,512,5459,apple,48,60886.51
12,128,3889,xiaomi,108,29061.0
8,64,3932,samsung,200,29016.9
16,512,5419,oneplus,12,40214.9
8,64,3041,xiaomi,48,19600.08
12,128,4151,oneplus,48,27031.01
16,64,4737,xiaomi,48,28556.73
16,128,4709,xiaomi,200,37829.93
6,128,3118,samsung,200,31325.8
4,128,3231,xiaomi,64,17615.49
6,64,4863,xiaomi,108,25209.42
6,64,5189,samsung,108,26777.01
12,256,4923,apple,108,61432.55
4,256,3949,xiaomi,64,23265.0
4,256,3817,xiaomi,64,25514.49
16,512,4731,apple,64,70340.9
4,64,5982,apple,48,50841.6
4,128,5398,apple,64,49423.75
8,512,4714,xiaomi,200,40267.48
12,64,4327,xiaomi,108,26135.91
6,512,3047,apple,64,57008.89
12,128,5785,oneplus,64,31112.64
8,512,4750,samsung,12,30787.61
12,64,3349,samsung,64,26320.58
16,256,3522,xiaomi,12,29416.97
12,256,5451,oneplus,48,35042.53
4,64,5844,xiaomi,108,24385.83
6,64,4397,xiaomi,200,27509.03
12,128,4184,oneplus,200,36594.08
16,128,3340,oneplus,12,29022.85
6,64,3479,oneplus,64,22656.19
6,256,3193,samsung,48,23345.67
16,64,3258,oneplus,200,36654.72
16,256,3522,oneplus,12,33140.24
8,128,4365,samsung,200,30689.45
12,128,4202,apple,12,55730.3
4,64,5096,samsung,12,21527.9
16,64,4182,oneplus,108,32067.49
6,128,4827,apple,108,58360.41
4,512,5827,oneplus,12,28247.22
12,256,4046,oneplus,200,36681.3
6,512,4282,xiaomi,108,30693.94
6,64,5603,apple,108,56462.06
8,64,4599,apple,108,55826.17
8,512,5387,xiaomi,108,36684.93
6,256,5711,apple,48,54732.36
4,64,3226,xiaomi,200,22809.84
16,512,4253,samsung,12,36802.39
16,256,4969,xiaomi,48,32351.16
16,128,5318,samsung,108,34537.84
6,256,3414,samsung,48,23273.98
12,256,4256,xiaomi,12,27421.24
4,256,3388,xiaomi,12,21598.17
8,256,5380,samsung,200,36712.59
6,128,3857,xiaomi,12,19130.45
12,128,5838,apple,48,58992.34
4,256,3201,xiaomi,64,22548.4
16,64,3391,samsung,48,28952.02
12,512,3838,xiaomi,200,40904.88
8,256,5928,samsung,12,27582.98
8,512,3172,oneplus,200,40402.29
12,512,5613,xiaomi,108,37445.38
4,512,4177,samsung,64,29625.29
8,128,5211,apple,200,61010.55
4,256,4306,samsung,64,25598.89
4,512,3325,samsung,64,27692.0
6,512,4625,samsung,64,34119.13
8,512,3733,xiaomi,200,33963.01
4,512,5920,samsung,64,31215.97
12,256,5906,samsung,64,33620.09
16,128,3283,xiaomi,12,25278.33
6,512,4091,apple,12,53844.59
16,64,4347,oneplus,12,29328.63
6,512,3255,samsung,48,30006.79
6,128,5406,oneplus,108,28814.25
16,256,3259,apple,12,58330.06
6,64,5438,oneplus,48,25104.63
12,64,4383,apple,48,54726.69
16,256,4677,oneplus,12,33414.77
4,512,4458,xiaomi,200,35378.61
4,128,4651,xiaomi,108,21468.1
6,512,3069,apple,200,67098.41
4,128,5275,samsung,64,22288.76
12,512,4889,samsung,108,39944.15
6,64,3676,samsung,108,24438.27
8,256,5914,xiaomi,108,30148.8
6,256,5515,apple,64,54957.26
4,256,4929,xiaomi,12,19286.78
4,256,3056,apple,64,49830.78
6,64,3901,oneplus,108,24639.16
12,256,3046,oneplus,48,28481.98
8,512,5085,xiaomi,108,36715.13
16,128,3090,samsung,12,26179.57
8,512,4292,oneplus,12,34746.82
8,64,5758,apple,48,52966.78
16,128,3201,oneplus,64,30762.69
4,128,5148,samsung,12,21605.3
8,512,5858,samsung,48,34724.76
16,256,3524,xiaomi,108,33341.22
6,128,3354,samsung,108,24677.86
16,512,5520,xiaomi,48,38161.31
6,512,4753,oneplus,108,34779.53
8,64,4293,xiaomi,108,24511.23
6,64,5617,xiaomi,200,32593.57
16,64,4995,xiaomi,64,29919.51
6,512,5245,apple,108,63374.47
12,512,4431,xiaomi,48,31816.86
12,64,5995,oneplus,200,38847.59
6,512,3629,oneplus,200,34146.51
8,512,4692,xiaomi,64,32380.49
8,128,5558,samsung,200,33482.24
12,128,5775,oneplus,64,32587.63
16,512,3473,samsung,48,37952.39
8,512,5027,samsung,64,30026.26
8,128,4967,samsung,12,23439.54
4,64,5868,apple,108,52447.48
16,256,3677,oneplus,12,30797.13
8,128,5118,xiaomi,48,25811.19
4,256,4239,apple,200,60675.7
12,128,4931,oneplus,200,33963.27
4,512,5272,apple,200,67643.34
12,128,3052,samsung,108,25195.12
8,64,5945,apple,200,63918.78
16,128,5336,xiaomi,64,30576.44
4,64,5260,xiaomi,200,28219.77
6,256,5302,samsung,64,29078.21
4,256,4538,apple,108,55411.51
6,256,4679,samsung,108,28880.18
16,512,4197,xiaomi,200,45268.55
12,64,3697,apple,200,64421.54
6,256,3318,xiaomi,48,22099.46
8,512,5867,oneplus,200,41468.12
12,128,5410,oneplus,64,30596.59
16,256,4755,oneplus,12,31118.53
4,512,3721,xiaomi,12,24806.73
6,256,3661,xiaomi,64,23106.2
16,256,5122,xiaomi,108,35302.48
6,512,5529,samsung,48,31974.23
6,128,3511,xiaomi,12,19026.32
4,256,4738,apple,48,54413.77
8,64,3038,apple,48,45581.09
12,128,5459,apple,48,59778.9
6,128,3279,oneplus,200,30261.77
8,512,5693,samsung,12,33561.23
12,128,5532,apple,64,56810.43
4,512,5292,xiaomi,64,27277.89
8,64,4012,samsung,200,31323.01
6,256,3727,xiaomi,12,22028.0
16,256,5174,xiaomi,64,32295.89
16,128,3159,oneplus,108,31670.02
12,128,3579,apple,200,59755.52
6,128,4502,apple,108,55339.59
4,512,4886,oneplus,108,32871.25
8,512,4157,xiaomi,48,32052.41
12,256,3600,xiaomi,48,29553.17
6,512,5037,xiaomi,200,38708.49
6,512,4004,xiaomi,200,38324.95
8,64,4117,apple,12,51009.94
6,128,5960,samsung,64,25379.05
16,256,5348,oneplus,64,36952.04
12,256,3077,xiaomi,108,29329.1
8,512,5863,apple,64,62022.6
4,64,4504,samsung,12,19620.42
16,128,3884,oneplus,108,32689.25
8,512,5044,samsung,48,35958.96
12,512,3261,samsung,64,35037.73
4,256,3428,apple,12,50034.36
12,256,4398,samsung,64,33653.51
6,128,3134,oneplus,12,19957.95
12,256,5773,samsung,12,33681.69
8,64,3670,apple,48,47682.12
12,512,3732,xiaomi,64,33672.9
4,64,5298,oneplus,12,22524.04
8,128,3655,samsung,12,21807.66
4,64,3085,oneplus,200,26787.69
6,512,4417,oneplus,48,30908.78
12,512,5900,samsung,64,42811.02
4,128,3483,samsung,48,20845.2
16,128,3496,oneplus,12,29865.15
8,256,4137,apple,108,55732.61
4,256,5479,xiaomi,48,24350.41
8,256,5650,apple,64,58176.95
12,64,3402,samsung,48,24748.39
4,128,5839,oneplus,108,26092.77
8,512,4482,xiaomi,48,28650.09
16,256,3259,samsung,48,34051.58
12,512,4489,xiaomi,108,38689.87
4,256,4584,apple,12,50276.51
12,128,4872,xiaomi,64,29053.5
16,256,3026,samsung,12,28243.72
4,256,3669,samsung,64,24345.9
6,64,3547,xiaomi,48,17523.08
4,128,5400,apple,48,52490.03
6,512,4022,samsung,200,37785.4
8,128,5034,xiaomi,12,18847.45
12,64,5397,oneplus,48,29923.87
12,128,4319,samsung,12,26423.19
12,512,3203,samsung,108,36085.92
8,512,5262,xiaomi,200,39906.74
12,128,5389,samsung,48,29083.85
16,128,3102,oneplus,64,30795.04
16,256,4456,oneplus,200,44494.69
16,64,4287,apple,48,57853.06
8,512,3333,samsung,200,39277.38
6,128,5081,apple,64,54229.3
16,256,3990,oneplus,48,32852.68
16,128,5012,apple,108,63085.11
8,512,5183,samsung,108,37490.43
12,512,5564,xiaomi,200,41587.57
4,512,4369,samsung,48,30168.59
4,128,3382,apple,12,42426.29
16,256,3744,samsung,200,39344.14
16,128,3984,apple,64,58311.01
6,64,3346,samsung,200,25021.23
4,512,4705,samsung,48,31737.02
12,512,5555,apple,200,72321.27
4,128,3171,samsung,48,21378.33
16,512,5058,oneplus,12,39454.0
4,256,4612,apple,200,61806.74
6,256,3716,xiaomi,12,21915.61
4,64,5370,apple,200,58859.9
6,512,5455,samsung,108,36315.94
6,128,5408,samsung,200,29719.83
12,64,4960,xiaomi,64,29140.82
4,64,4221,samsung,108,23030.3
12,256,5988,apple,48,59976.58
12,512,3307,apple,12,58995.75
8,256,3875,oneplus,12,26092.64
6,512,3983,xiaomi,108,33848.59
16,64,3763,apple,108,59824.34
4,128,5582,xiaomi,200,28438.67
8,64,5021,apple,64,55993.71
4,256,3536,samsung,108,25051.07
8,256,4526,oneplus,48,27304.54
8,128,4605,xiaomi,48,23696.84
16,256,4760,xiaomi,64,33694.39
8,256,5691,samsung,200,38724.93
12,128,5691,oneplus,108,36086.49
6,64,5537,xiaomi,64,21591.32
12,256,5370,samsung,64,35292.95
6,64,4420,apple,48,49854.93
12,128,3193,oneplus,108,31893.34
16,512,5360,xiaomi,12,36942.45
16,512,5042,oneplus,48,42814.46
4,64,4164,xiaomi,200,26092.62
6,256,4190,xiaomi,200,31200.03
12,512,4331,samsung,200,43270.47
4,512,4856,apple,200,65704.99
8,128,5151,oneplus,108,29065.62
8,128,5422,oneplus,64,28469.27
6,64,3624,xiaomi,108,23666.7
16,512,4598,apple,48,65730.84
6,256,3518,oneplus,48,27733.78
12,128,4124,xiaomi,12,20968.07
16,128,4854,apple,48,58845.23
16,512,5887,xiaomi,64,39145.98
4,256,3370,samsung,64,22229.75
4,512,3833,xiaomi,64,26174.45
8,64,3811,samsung,200,28652.92
12,128,4069,xiaomi,200,31536.09
6,128,5362,apple,48,53550.69
6,512,5432,apple,200,69738.06
8,512,5191,samsung,64,33840.86
8,256,3613,samsung,200,32925.6
8,64,4713,oneplus,64,27922.97
8,128,4790,apple,12,52791.67
12,512,4240,samsung,108,36472.99
6,256,4125,oneplus,12,26675.87
4,128,5501,samsung,64,24403.63
8,512,5211,samsung,48,34843.9
4,512,3902,samsung,108,29927.39
4,256,3002,apple,64,52751.82
8,64,4370,xiaomi,12,20053.84
6,64,3895,apple,200,56796.81
12,512,3825,samsung,12,31970.19
4,128,5813,samsung,64,26000.97
4,128,3840,samsung,64,21042.81
16,512,3833,xiaomi,200,42912.91
4,64,3323,xiaomi,48,15957.06
8,64,4894,samsung,12,21497.61
8,64,3513,xiaomi,64,20069.06
6,256,4341,samsung,108,27046.99
8,128,3950,xiaomi,108,25353.36
12,256,4677,xiaomi,64,30548.09
16,512,4941,xiaomi,64,38836.28
6,128,3312,oneplus,200,29109.72
16,512,5138,apple,12,64740.48
12,64,5695,apple,12,56066.22
12,128,3965,samsung,12,24653.1
16,512,3378,apple,108,71378.65
8,512,3726,apple,12,54681.21
6,512,5529,oneplus,108,35745.64
8,512,4203,samsung,12,32627.81
8,64,5976,oneplus,64,28296.15
4,512,3200,oneplus,200,39640.04
16,64,5352,samsung,48,31031.02
16,512,3698,oneplus,48,41863.62
12,64,4359,samsung,48,28526.1
6,256,3474,oneplus,12,26551.57
12,128,5245,xiaomi,12,24931.68
4,256,3324,oneplus,48,24845.25
8,128,3478,xiaomi,108,25168.29
8,128,5368,samsung,48,24910.71
8,256,5897,xiaomi,200,34862.11
16,128,5790,apple,12,61085.29
12,64,3860,apple,108,56298.26
16,64,5174,oneplus,200,41860.26
12,64,3357,xiaomi,108,26241.55
8,128,5240,oneplus,12,26492.53
6,256,4816,xiaomi,108,27923.67
8,128,4171,apple,48,54402.43
4,512,5627,samsung,200,38064.2
6,128,4721,samsung,12,22675.21
6,64,5510,xiaomi,200,30296.12
4,128,3846,xiaomi,48,20637.64
4,512,3142,apple,200,63812.68
12,256,5507,xiaomi,200,40277.31
8,256,4429,xiaomi,48,27111.87
6,128,5298,apple,200,60924.0
12,128,4516,apple,200,61362.03
12,256,5000,oneplus,200,40582.67
12,128,5327,apple,64,57872.33
8,512,4800,samsung,108,36223.98
4,512,3075,samsung,200,32163.49
12,128,4813,xiaomi,108,29721.25
6,64,4371,samsung,64,24017.63
4,128,5174,oneplus,12,24041.34
4,256,4134,xiaomi,200,31077.26
4,512,3463,apple,64,59364.09
16,64,5685,oneplus,64,35160.78
6,512,5214,samsung,108,32679.79
12,512,4254,apple,200,70561.07
12,128,5131,samsung,108,32442.82
8,128,4145,xiaomi,12,20081.55
12,128,5587,oneplus,12,31903.71
12,512,3454,samsung,64,34435.46
4,64,3360,xiaomi,12,15227.2
16,64,3371,apple,200,64944.49
4,128,3561,xiaomi,108,23843.7
8,64,4538,xiaomi,108,24038.32
8,256,3322,apple,48,55777.18
8,64,4303,oneplus,48,24074.72
4,64,4109,samsung,48,17426.85
12,64,4962,xiaomi,64,26092.74
12,64,4342,apple,48,54843.47
12,256,5418,xiaomi,200,37455.5
6,128,3534,samsung,64,20141.22
8,128,3143,oneplus,48,23946.75
16,256,4209,xiaomi,48,30996.71
16,64,3476,xiaomi,48,27469.96
12,64,5787,samsung,64,27902.64
4,512,4459,samsung,200,39520.32
6,64,5606,xiaomi,108,24755.22
8,256,5675,oneplus,108,34507.37
4,256,5281,apple,12,50788.14
16,64,5067,xiaomi,200,34726.59
8,512,3980,xiaomi,12,30776.37
16,128,4377,oneplus,48,29818.94
12,64,4959,xiaomi,108,29644.99
8,512,5019,samsung,64,35446.73
12,512,3030,samsung,12,32621.56
12,128,3085,xiaomi,64,26836.8
12,128,4504,samsung,108,29456.85
4,256,3535,oneplus,12,21766.67
8,512,5828,xiaomi,48,32584.29
6,128,4790,xiaomi,108,24014.13
8,128,3305,xiaomi,12,21079.62
16,64,3286,apple,200,62972.09
6,512,3358,xiaomi,64,26852.84
12,128,3138,samsung,200,32643.87
12,256,3130,samsung,64,31698.58
12,256,5466,apple,48,62061.0
6,64,3736,xiaomi,108,21764.96
16,256,3116,apple,108,61775.42
16,64,4399,xiaomi,64,30163.08
6,512,3265,oneplus,48,27893.12
8,128,5728,oneplus,48,25328.17
12,64,5923,oneplus,108,31906.23
8,128,5986,apple,108,58641.96
8,512,3786,apple,64,59956.8
4,256,5107,apple,108,55605.15
6,64,4031,apple,200,55176.75
6,256,3162,xiaomi,200,29900.97
4,64,5109,oneplus,12,21223.06
12,256,4052,samsung,48,31553.76
8,64,5176,samsung,108,28683.44
4,64,4775,oneplus,200,28843.65
12,256,5425,oneplus,64,32410.72
12,256,4416,apple,48,57434.73
4,128,5791,samsung,64,25859.47
8,64,5321,oneplus,12,23335.97
16,128,3290,xiaomi,200,34434.6
4,512,4653,xiaomi,48,29711.09
4,64,4412,oneplus,48,19269.55
4,256,4600,apple,48,51406.63
12,64,4606,oneplus,12,24347.29
12,256,4525,samsung,48,32502.58
12,512,4161,xiaomi,12,31480.05
4,256,4921,apple,12,49722.96
12,128,5215,samsung,108,29996.22
6,512,3430,xiaomi,48,26961.73
8,256,4293,xiaomi,64,26266.38
8,256,3222,samsung,108,28013.11
4,128,5886,xiaomi,108,24991.6
6,256,3323,samsung,108,27170.34
12,128,3710,samsung,108,28533.99
16,128,4254,xiaomi,108,31966.91
12,256,3333,apple,108,60756.68
4,512,3555,samsung,48,28842.59
4,128,5104,samsung,200,32294.11
4,64,5676,apple,108,54953.78
16,256,3943,xiaomi,200,39512.76
6,512,4561,samsung,64,33064.03
8,128,4946,samsung,48,23893.15
12,128,3870,xiaomi,12,21348.63
16,64,5833,apple,200,68129.76
8,256,5964,samsung,48,32360.49
8,512,3967,xiaomi,48,26772.44
8,64,3102,xiaomi,64,20617.5
12,64,5734,xiaomi,64,27563.28
6,256,4728,oneplus,108,28906.48
16,64,3537,apple,48,59875.44
16,256,3828,samsung,48,33190.41
6,512,5568,oneplus,108,35301.9
12,512,3953,oneplus,48,34818.01
12,256,5569,oneplus,12,32733.22
8,512,4568,samsung,48,32474.16
8,512,5200,apple,108,64175.0
12,128,4047,xiaomi,108,27664.33
16,256,3955,samsung,108,36554.17
16,128,5245,samsung,12,28101.84
12,64,4356,apple,108,56083.15
4,128,4073,apple,12,48879.33
4,256,5659,samsung,48,27428.32
8,256,3402,samsung,200,34776.1
6,512,3290,samsung,12,27315.93
16,256,3018,xiaomi,48,27002.58
8,128,5529,samsung,64,26659.84
6,64,4108,oneplus,12,22029.93
16,64,4699,xiaomi,12,26336.85
4,128,3577,oneplus,108,23020.33
16,512,5159,xiaomi,12,35476.24
16,64,4339,apple,12,54576.16
12,64,5931,apple,64,60336.46
8,128,4782,apple,200,62330.14
12,512,4713,xiaomi,200,42262.04
16,128,5904,samsung,12,30821.54
6,128,5195,apple,12,50421.89
12,128,3627,oneplus,12,27642.41
6,128,4396,xiaomi,12,20138.44
12,256,3668,xiaomi,12,26411.47
6,256,3154,samsung,12,21084.43
6,64,5353,samsung,108,28686.76
6,256,5189,oneplus,64,27971.04
12,128,4729,xiaomi,108,29389.9
8,256,4256,xiaomi,48,24927.99
8,128,3673,xiaomi,108,23719.38
6,64,5684,apple,64,52389.59
4,256,3068,oneplus,48,22804.32
16,512,3573,apple,48,66637.7
16,128,3092,xiaomi,200,35480.01
6,64,4172,samsung,108,24876.55
6,256,3668,apple,48,53497.45
16,128,4874,oneplus,108,36759.57
6,128,4231,xiaomi,108,24790.74
16,64,5405,apple,108,63354.64
6,256,4747,xiaomi,48,24414.93
12,64,5395,apple,64,58569.36
6,256,3767,xiaomi,48,22572.52
4,512,5424,xiaomi,48,27441.02
8,512,3960,oneplus,200,39924.57
6,64,3052,apple,48,44868.3
16,512,4349,xiaomi,108,41539.03
8,256,4032,samsung,48,27273.64
16,512,3157,samsung,64,38163.81
4,512,4901,samsung,108,33287.21
8,128,4993,samsung,48,24467.89
12,256,5028,oneplus,48,33828.98
8,512,5685,xiaomi,12,32225.81
16,512,5613,xiaomi,48,39194.15
16,512,4423,samsung,48,42049.79
12,256,5063,samsung,12,30971.12
6,64,4704,oneplus,200,33624.79
12,512,5877,oneplus,48,39895.29
16,256,3023,samsung,12,29995.62
6,512,4379,apple,108,63598.23
4,256,4370,samsung,108,26166.93
6,512,3105,xiaomi,64,28863.16
16,256,5505,samsung,200,44411.8
8,512,4001,apple,108,62048.93
8,128,3518,apple,64,54854.79
6,128,3564,xiaomi,48,17576.78
8,256,5867,samsung,48,31813.7
4,512,3297,apple,200,63189.36
6,256,4252,samsung,108,30734.44
12,128,3105,xiaomi,200,29699.54
12,64,5114,oneplus,48,30397.07
8,512,5689,xiaomi,12,32379.25
8,64,4054,samsung,108,28576.61
12,512,4649,xiaomi,12,31893.6
4,64,3718,samsung,48,18808.08
16,128,5997,xiaomi,64,32528.96
6,64,4048,xiaomi,108,23195.69
12,128,5485,xiaomi,64,28174.05
8,512,4332,apple,64,63938.86
12,64,3154,oneplus,12,22617.24
8,64,3938,samsung,64,25927.44
4,256,3980,apple,48,52749.72
8,64,4465,apple,48,51087.3
4,256,4375,oneplus,12,23564.47
16,128,4671,samsung,48,29282.31
8,128,4732,apple,12,51026.55
8,64,4548,apple,200,58736.76
12,256,5343,apple,64,60391.32
8,64,5642,xiaomi,64,25163.48
12,512,4829,apple,64,64561.45
6,64,3366,xiaomi,108,21098.79
16,256,5013,oneplus,48,33957.8
16,512,4040,xiaomi,64,38572.14
8,512,5443,apple,12,63431.32
4,512,4632,samsung,64,28697.92
4,64,4705,samsung,108,23380.51
12,512,4951,xiaomi,64,32042.22
12,128,5223,xiaomi,12,26247.49
8,512,5930,samsung,64,36243.51
8,128,5318,apple,108,58101.85
6,64,3904,xiaomi,12,14819.07
4,128,3411,oneplus,200,29619.12
6,64,4641,oneplus,48,23701.96
4,256,4588,samsung,12,24687.48
16,256,5923,xiaomi,108,39348.1
4,512,3368,oneplus,48,27293.6
12,512,4310,apple,200,71048.96
12,512,3117,apple,64,61162.69
16,128,5297,apple,108,61543.97
6,256,3533,xiaomi,64,23125.81
6,64,5321,oneplus,12,24337.04
6,64,4583,xiaomi,64,22456.11
8,512,4756,samsung,48,32457.59
8,512,4988,xiaomi,12,27412.68
8,64,5361,xiaomi,12,20501.57
4,512,3346,apple,200,65103.46
4,256,4292,xiaomi,12,17044.15
4,256,5228,oneplus,200,34624.38
4,128,4375,oneplus,12,18164.27
6,128,3836,apple,48,49455.28
16,256,4508,xiaomi,48,30790.47
12,64,4192,samsung,108,30148.58
6,256,5925,xiaomi,12,24485.09
12,128,3798,apple,108,59008.19
12,64,5996,oneplus,12,28552.36
6,128,3192,oneplus,108,24300.05
16,256,3506,samsung,64,33913.51
6,128,4974,apple,64,51630.59
6,256,3791,oneplus,64,25178.45
16,256,4954,apple,12,61948.84
6,128,4874,xiaomi,12,19900.37
8,128,5966,xiaomi,108,27586.01
6,512,4529,apple,200,67016.56
6,128,3506,oneplus,108,25342.73
16,256,4953,oneplus,12,33233.65
4,64,4417,apple,200,55032.27
4,128,4665,oneplus,200,32118.02
8,512,4093,oneplus,64,33318.8
12,512,5907,xiaomi,200,46569.06
6,128,3055,apple,12,47527.72
8,256,3989,xiaomi,48,27207.06
12,128,5744,samsung,12,25512.41
4,256,5478,apple,12,50648.0
6,64,4253,samsung,12,19919.76
16,64,4924,samsung,108,32292.1
16,512,5694,oneplus,108,44767.12
12,512,4113,samsung,200,42288.72
4,512,4324,xiaomi,64,27026.2
4,64,4756,xiaomi,48,16816.49
4,256,3974,oneplus,64,25839.92
8,512,4160,samsung,200,39376.86
12,128,3623,samsung,12,25850.39
4,256,5805,apple,48,54890.88
8,128,4504,oneplus,48,27179.48
8,256,4247,xiaomi,200,33773.92
12,512,3802,samsung,64,35532.55
8,256,3200,xiaomi,64,23709.33
4,512,3568,oneplus,200,34854.7
16,64,3351,apple,12,55508.91
12,512,5719,xiaomi,108,37128.4
4,256,4857,samsung,48,25818.61
4,512,4841,samsung,200,36802.28
6,64,5860,oneplus,108,29515.77
6,256,5127,xiaomi,108,29138.66
16,512,4335,oneplus,200,47071.06
6,256,3639,oneplus,48,24644.91
8,512,5445,oneplus,64,35362.17
4,512,5738,samsung,12,28466.66
6,256,5043,xiaomi,200,31884.67
16,128,3082,samsung,48,30208.52
6,512,4954,oneplus,200,41288.55
6,512,4370,xiaomi,64,28739.08
12,512,4479,oneplus,200,47136.83
12,256,5181,apple,64,60440.24
16,256,4973,oneplus,48,36470.93
6,512,4445,samsung,48,30840.75
4,256,5325,samsung,64,26542.9
6,512,5136,samsung,200,40726.81
4,128,3102,oneplus,48,22816.06
6,512,4349,samsung,12,26430.37
6,256,3042,xiaomi,200,28366.49
6,64,3827,oneplus,200,27183.59
4,128,4191,xiaomi,48,18540.07
6,128,4581,samsung,108,24895.39
16,64,5101,xiaomi,200,37840.73
12,256,4391,oneplus,200,38634.23
8,128,3349,samsung,48,24615.3
12,512,4078,oneplus,64,34726.3
8,512,3558,apple,64,61496.82
16,256,3403,oneplus,12,33067.97
16,512,5360,apple,12,63735.38
12,256,5211,samsung,12,31530.28
4,128,3691,samsung,48,21715.07
6,512,5992,oneplus,108,37555.28
4,128,4587,apple,12,46307.63
6,256,5964,xiaomi,108,29225.04
12,64,5115,xiaomi,108,29734.03
12,256,3873,apple,12,55549.58
16,512,5958,apple,64,68700.9
4,64,5322,apple,108,52927.95
6,512,3103,apple,48,56963.67
4,128,3092,xiaomi,200,23856.14
8,512,4237,apple,12,58277.72
6,256,5050,samsung,12,24652.12
6,128,4698,xiaomi,64,22372.9
12,128,5283,apple,200,64581.6
12,64,5733,oneplus,108,33243.66
8,256,5703,xiaomi,108,29501.48
4,256,5407,xiaomi,48,24205.75
8,64,5209,apple,48,54102.28
12,64,5449,oneplus,64,26978.85
6,64,5849,samsung,108,26926.01
4,128,4969,apple,12,49077.5
12,128,3025,xiaomi,200,34545.43
4,128,4867,oneplus,48,24111.61
6,256,5889,samsung,12,26138.19
16,64,3709,oneplus,200,34208.76
16,512,3820,samsung,200,49527.43
16,512,3829,xiaomi,12,32552.25
12,256,3734,oneplus,12,28063.17
6,128,5336,xiaomi,200,29564.09
4,128,4513,oneplus,48,23250.19
12,64,4049,oneplus,12,24558.62
12,512,4707,samsung,48,37518.76
16,256,4460,samsung,48,37005.66
12,256,4393,samsung,12,28111.81
16,128,3938,xiaomi,64,30029.01
6,64,5157,oneplus,64,26642.5
12,64,4499,oneplus,48,29556.44
4,128,3958,oneplus,48,21992.19
12,256,4690,apple,12,53284.1
12,128,5875,apple,12,54764.55
4,512,3560,apple,64,55483.92
8,256,4223,apple,64,56991.78
16,64,3474,oneplus,200,38480.01
16,512,4806,apple,200,73911.88
12,256,4967,xiaomi,200,36925.16
12,64,3124,samsung,108,28482.54
8,512,4678,samsung,200,42342.47
12,64,4601,xiaomi,108,27882.9
8,128,5830,apple,48,54174.84
12,64,4151,samsung,48,25459.0
4,128,4987,samsung,200,30056.07
16,512,5330,oneplus,12,38912.04
8,128,4620,xiaomi,12,20302.27
12,256,4207,oneplus,64,32130.86
4,256,4866,xiaomi,12,20637.96
6,256,4620,xiaomi,108,28687.62
4,256,5328,xiaomi,108,29547.81
12,256,3829,xiaomi,108,29699.46
12,64,5599,xiaomi,48,26261.16
6,64,3315,apple,108,49209.15
16,256,4470,xiaomi,200,37720.03
8,256,5573,samsung,108,31766.73
8,128,4650,oneplus,48,25653.47
12,128,3665,apple,108,59479.46
6,128,4617,xiaomi,12,17636.89
12,64,5876,xiaomi,200,33886.0
6,256,5870,xiaomi,48,27149.39
6,128,3737,xiaomi,12,20420.78
16,64,3421,oneplus,108,33248.83
4,512,4014,oneplus,64,30054.73
4,64,5430,samsung,200,29071.73
6,512,3519,apple,48,56766.48
6,64,4982,xiaomi,12,21643.95
4,64,3986,samsung,12,16929.81
4,128,3996,apple,108,53245.26
8,256,3916,oneplus,64,31088.36
6,512,3591,xiaomi,108,30181.86
4,64,5474,samsung,108,24950.42
6,256,3046,samsung,108,25758.97
6,256,3541,samsung,12,23218.45
6,64,3586,apple,200,56772.79
16,512,5223,xiaomi,12,35443.21
16,256,4671,xiaomi,200,39746.07
12,128,4167,samsung,48,25763.79
6,256,4118,oneplus,64,26489.46
4,256,3547,apple,108,54126.38
6,256,5462,oneplus,200,36894.69
6,512,4730,samsung,108,34846.47
8,64,3148,oneplus,48,22901.98
6,256,4852,xiaomi,64,24705.62
6,64,5219,xiaomi,12,22344.82
12,128,5416,samsung,12,23093.66
12,256,5423,oneplus,48,34988.81
16,128,4130,xiaomi,48,26872.32
4,512,3980,oneplus,108,34226.41
6,64,3615,xiaomi,200,25697.75
6,64,4198,apple,48,52422.31
16,512,3802,xiaomi,12,32911.75
16,128,3459,samsung,12,28203.36
6,128,5824,oneplus,48,26992.99
8,64,3297,oneplus,64,23589.75
16,128,5005,xiaomi,48,29456.58
16,256,5922,oneplus,200,46418.73
4,512,4119,xiaomi,64,29437.93
6,64,4815,oneplus,48,25369.34
8,64,4579,oneplus,200,33768.49
6,64,5922,apple,48,52682.07
8,128,3310,apple,12,50026.47
12,256,4649,samsung,48,32819.04
8,512,4583,xiaomi,48,31745.39
8,64,3719,samsung,12,21863.82
4,64,5866,oneplus,48,24980.07
16,128,3054,xiaomi,64,24817.53
