age_years,km_driven,engine_cc,bike_type,num_owners,price
2,53286,786,commuter,2,105658.3
12,27634,915,cruiser,2,93974.34
11,36760,986,commuter,1,90862.34
11,3586,470,scooter,2,58327.17
7,63177,878,cruiser,1,104532.41
14,29613,165,cruiser,2,39678.85
12,13852,382,sport,1,77687.08
1,1867,567,sport,3,143193.13
9,35986,171,commuter,1,52572.3
13,37381,523,sport,2,69874.39
2,21279,694,scooter,1,109262.48
3,21019,634,scooter,2,101360.49
14,79387,484,sport,1,58421.71
14,23715,358,commuter,2,37451.8
14,29886,180,sport,2,50203.39
5,17709,382,commuter,2,75890.86
6,39188,124,sport,1,75985.57
9,78975,855,cruiser,1,91659.47
5,38126,491,sport,2,108179.84
1,28765,525,cruiser,2,121245.35
0,37909,415,scooter,3,94642.18
11,71225,341,sport,3,56519.02
14,41012,938,scooter,2,61612.32
13,49802,151,cruiser,3,34353.29
12,32814,268,commuter,3,39296.71
1,72838,651,scooter,2,98571.5
7,44345,956,commuter,1,98404.18
7,25098,613,sport,1,106032.55
6,32718,492,cruiser,1,96775.56
14,728,249,cruiser,1,56142.11
6,23043,753,commuter,2,92098.01
2,18030,965,cruiser,3,145948.37
11,24580,283,sport,3,72586.77
14,36487,683,cruiser,1,76460.09
0,30334,655,commuter,3,108583.76
13,50881,577,commuter,3,46031.28
8,41799,996,cruiser,3,109190.5
1,41364,947,commuter,3,123501.57
7,8471,144,commuter,1,67766.11
1,36041,391,sport,1,117429.68
2,1577,533,commuter,3,101740.74
9,51758,252,scooter,3,32157.42
5,42515,714,sport,2,119252.36
13,53708,892,cruiser,2,78055.58
5,52266,118,sport,1,83457.95
6,60080,410,cruiser,1,82837.17
0,36416,924,sport,3,154370.63
7,59379,111,sport,2,65385.61
14,79121,185,sport,1,28453.92
4,39344,671,commuter,2,98594.98
6,6336,946,cruiser,1,129724.49
6,20458,876,sport,3,130125.74
0,60248,265,scooter,3,72496.77
13,59012,519,sport,1,67806.6
14,52345,305,commuter,2,26024.42
4,30171,262,scooter,1,76203.08
8,50172,727,scooter,2,76267.57
13,54631,600,sport,3,67901.3
10,53100,473,commuter,1,56249.02
12,6003,538,scooter,2,57569.5
4,56714,811,cruiser,2,111801.94
3,18734,271,cruiser,2,99839.86
0,57444,909,cruiser,2,137718.39
1,68219,379,scooter,2,75258.34
13,55677,460,cruiser,3,55027.94
11,52978,730,cruiser,1,82075.46
1,8825,644,cruiser,3,136942.18
14,25960,858,commuter,3,68409.43
12,23434,679,commuter,2,62242.53
1,17903,722,scooter,1,113318.04
10,2110,943,commuter,1,97019.74
13,46546,893,cruiser,2,81612.03
11,41174,488,sport,2,77553.58
4,73481,649,commuter,3,82633.84
9,44069,934,scooter,2,78550.2
8,18921,268,sport,3,82877.3
13,3843,134,scooter,1,36954.01
11,2207,799,scooter,3,74890.87
6,22641,749,scooter,3,86049.61
14,78984,785,commuter,1,49384.78
12,17675,315,scooter,2,42581.85
5,74177,970,cruiser,1,116050.18
9,33940,759,commuter,1,82887.48
6,48175,113,commuter,2,54506.49
5,38100,578,sport,2,116190.64
2,23363,607,commuter,2,106115.64
1,19122,753,cruiser,2,136662.91
4,66577,326,scooter,3,65646.71
12,70167,721,commuter,1,53132.91
11,35186,741,commuter,3,69662.78
3,73327,867,sport,1,126019.72
0,54806,392,cruiser,1,108296.67
14,23033,349,commuter,2,34514.23
7,21650,626,commuter,2,84719.57
2,14384,943,scooter,3,120376.25
8,9603,664,scooter,1,87102.94
2,16927,963,cruiser,3,147177.72
7,73584,869,cruiser,1,103360.24
5,8504,427,sport,2,111851.36
0,4269,381,sport,3,130617.89
5,61949,653,commuter,2,87878.59
8,63156,640,scooter,2,61209.62
7,73687,970,sport,3,110160.64
7,34319,905,commuter,3,91658.97
14,72711,344,scooter,1,28168.15
9,36311,402,sport,3,81254.94
7,25252,413,commuter,1,72720.18
0,66995,973,sport,2,151192.88
12,21494,185,commuter,3,37375.2
7,77296,637,commuter,1,66492.56
10,22711,215,sport,3,70504.52
2,43595,969,cruiser,2,135503.49
4,67691,422,cruiser,3,86403.08
13,27307,535,cruiser,3,60596.78
8,65454,734,scooter,2,69387.9
10,41688,298,commuter,2,42504.44
5,72991,729,cruiser,2,98665.13
13,67645,258,commuter,3,22160.89
0,78389,811,commuter,1,113070.72
11,29651,516,scooter,2,49980.44
13,56195,978,cruiser,1,88385.38
12,24530,587,sport,3,77509.14
6,2280,688,sport,2,126364.6
7,61581,391,commuter,2,63134.3
2,12386,306,cruiser,3,100756.36
3,41534,974,cruiser,2,129224.89
2,48872,367,cruiser,2,98398.76
7,58043,274,scooter,1,54006.87
12,69982,291,scooter,2,17874.27
3,64562,620,commuter,3,89126.23
0,53535,333,sport,3,113827.0
14,71200,693,scooter,2,35762.39
9,74757,434,commuter,1,54042.46
3,34298,443,commuter,2,89213.3
6,69944,521,scooter,3,62232.12
10,12159,970,cruiser,3,106977.91
5,36778,604,commuter,2,84028.35
10,50421,245,commuter,1,39896.89
8,6408,884,sport,2,121283.28
14,36256,792,sport,3,83062.85
5,31001,856,sport,1,131639.68
1,27644,262,cruiser,3,106105.34
11,74349,599,cruiser,1,62651.33
2,25387,409,cruiser,3,102089.04
8,24438,192,sport,2,81274.39
8,3385,581,sport,1,115002.98
10,77782,686,commuter,1,59383.7
4,40505,359,sport,1,109238.01
6,22129,291,cruiser,2,86014.87
9,39447,370,commuter,3,54169.41
12,12824,578,scooter,3,56820.21
8,62556,137,cruiser,2,54663.23
13,28974,757,commuter,3,57764.35
11,18615,565,sport,1,86883.62
9,68409,577,commuter,1,57570.01
13,4330,757,scooter,3,59705.76
13,5843,594,scooter,2,56531.22
11,16105,480,commuter,3,59233.66
14,60274,701,commuter,2,47380.05
11,42229,630,sport,2,85848.98
6,70480,174,sport,3,72069.24
7,11268,626,cruiser,1,99006.75
10,71697,651,cruiser,2,75718.99
0,7228,651,commuter,2,122105.13
11,54834,281,commuter,3,37276.45
8,4009,551,cruiser,1,98560.07
4,75668,881,scooter,1,93637.07
12,6973,656,scooter,2,62878.38
3,12136,865,commuter,1,125489.63
10,29822,599,commuter,1,71178.93
8,28979,833,cruiser,2,109372.85
13,13264,171,sport,2,62910.92
14,78586,394,cruiser,1,35280.58
7,39500,252,cruiser,2,74236.88
6,45324,927,scooter,3,91860.35
13,26003,622,cruiser,2,74347.72
5,52847,825,scooter,2,95549.79
7,63874,753,commuter,3,80852.23
6,54679,514,commuter,3,72409.59
12,45922,188,commuter,2,30680.36
4,39942,736,sport,2,122035.4
11,27062,734,sport,1,96928.81
0,68871,436,sport,2,116959.86
4,58190,231,scooter,1,63234.31
13,73218,790,cruiser,2,66185.06
12,4182,878,scooter,3,77110.13
4,61568,661,commuter,1,88952.19
12,42352,608,sport,3,82489.53
3,1914,911,sport,1,152904.26
12,39241,161,commuter,1,33914.36
3,59691,361,sport,2,100291.5
11,26029,678,cruiser,3,82463.08
12,16831,474,cruiser,3,65139.97
7,68126,305,commuter,3,51510.81
4,55926,548,sport,3,108406.66
0,18677,226,commuter,1,101992.31
3,60025,163,scooter,1,60558.56
9,12700,663,commuter,1,79220.47
7,50742,428,cruiser,2,82068.57
5,79398,476,commuter,1,69934.3
4,41591,536,scooter,3,82733.67
14,3403,943,sport,3,101682.17
3,12497,501,commuter,3,94766.16
11,24871,927,commuter,3,83615.4
0,30493,103,cruiser,3,101639.05
0,79491,562,cruiser,2,110807.94
2,36697,731,cruiser,3,123662.6
7,22597,163,scooter,1,47375.43
12,27018,547,cruiser,2,68550.3
7,55963,225,commuter,3,47095.17
10,13892,758,sport,2,106342.41
12,54053,788,commuter,3,64865.31
13,68453,526,commuter,3,35100.35
4,3884,597,cruiser,3,119223.08
10,20610,190,scooter,3,43810.67
3,62537,948,sport,2,136892.2
6,79088,621,scooter,1,71938.05
3,59836,524,sport,2,112568.02
4,60960,221,commuter,3,59001.43
4,42040,316,cruiser,1,89319.94
14,37569,623,commuter,2,49356.73
10,20478,219,sport,1,74180.14
7,67248,664,sport,1,100357.49
7,13255,511,scooter,2,82285.97
8,79955,665,sport,1,96372.09
5,52271,857,sport,2,126974.85
2,29245,583,scooter,1,102153.3
2,23785,179,cruiser,1,102040.32
10,27709,960,sport,1,115110.18
2,57102,143,scooter,1,64020.95
0,73823,851,cruiser,3,127409.01
13,38557,123,scooter,2,15201.96
9,15197,585,scooter,1,78356.75
4,7116,482,sport,2,119628.57
14,27753,699,sport,1,80954.02
4,14043,342,scooter,3,76530.4
6,20095,973,cruiser,1,127890.57
13,69303,247,sport,2,46642.8
7,33795,472,sport,3,94511.63
6,27642,493,scooter,3,71895.72
5,63798,944,cruiser,1,116408.18
12,79033,451,cruiser,1,53573.0
14,6105,837,commuter,1,71370.6
5,1870,211,cruiser,3,84416.8
13,74044,765,commuter,2,48418.07
14,10002,823,commuter,3,69155.71
11,57464,507,commuter,2,50831.55
5,70479,838,commuter,3,94105.45
4,28826,354,sport,2,101119.07
5,64725,396,cruiser,1,87003.26
6,60935,506,sport,1,98767.06
11,30634,624,scooter,2,59767.48
14,77820,569,commuter,3,34301.1
3,56471,891,commuter,3,109851.78
10,52304,293,commuter,3,43232.7
6,7575,975,scooter,3,105851.54
11,15268,579,sport,1,92734.67
0,60367,856,commuter,2,118358.73
12,14558,877,commuter,1,81509.45
8,18295,798,commuter,2,94808.04
14,33975,764,cruiser,1,76850.54
10,15189,796,scooter,1,86614.99
5,43456,966,commuter,3,104674.1
12,25542,979,cruiser,2,97447.77
4,21216,538,commuter,2,94368.38
6,52323,966,sport,3,125644.21
5,23339,826,scooter,3,102807.26
12,68644,842,sport,3,85386.37
7,47907,925,commuter,3,94498.98
0,8588,758,scooter,1,131028.66
7,14489,514,cruiser,3,96969.76
7,25680,835,cruiser,1,113260.97
1,51405,537,commuter,1,103072.59
14,34072,925,scooter,2,62754.42
1,79560,116,scooter,1,61851.87
3,5991,579,sport,1,129818.47
0,36236,523,commuter,2,106442.25
9,37966,334,sport,1,77949.97
2,36864,224,cruiser,3,94690.73
3,46304,883,cruiser,2,120131.63
7,33694,407,scooter,3,59965.98
12,54603,418,cruiser,1,57437.42
12,43360,389,cruiser,3,55596.48
13,79185,769,cruiser,1,66293.04
1,36026,186,sport,1,99515.75
6,18629,494,sport,2,112078.45
11,11058,754,cruiser,3,98215.1
3,55188,847,sport,3,131418.23
10,77312,741,cruiser,1,75321.33
13,65462,454,scooter,3,22466.35
9,10428,967,sport,3,117419.09
2,10958,341,cruiser,1,114166.42
3,12429,253,sport,3,107519.0
4,22906,739,sport,3,130154.41
2,14143,693,cruiser,1,136503.57
14,34695,190,commuter,1,20136.3
2,28987,836,commuter,1,122797.82
5,64950,504,commuter,3,73646.85
14,67695,393,sport,3,49875.62
5,10160,431,cruiser,2,101792.12
3,77006,161,cruiser,2,68844.29
12,12103,780,cruiser,2,86909.75
8,9794,734,commuter,3,83008.57
7,32614,289,sport,3,89381.29
3,66924,724,sport,3,119774.06
4,20368,954,sport,1,149606.06
0,50792,237,scooter,1,82668.09
2,56942,269,commuter,1,78853.88
8,46436,383,commuter,2,60498.93
12,20735,683,sport,1,97994.11
0,49625,274,cruiser,1,102884.9
13,56521,773,scooter,3,53575.08
7,75813,759,sport,2,107407.59
2,50139,896,scooter,3,107105.88
14,77710,543,cruiser,3,44816.07
8,66806,834,sport,1,108527.07
10,22803,631,commuter,3,73363.59
2,70827,206,cruiser,2,85351.62
12,518,692,scooter,3,69055.96
9,43149,971,cruiser,2,101036.19
8,49091,245,commuter,2,44739.18
7,46000,672,commuter,3,76120.59
9,5163,737,commuter,3,84861.92
7,8297,599,cruiser,3,99052.46
2,68151,233,cruiser,2,83861.76
5,48830,488,scooter,3,76454.52
14,72291,914,cruiser,3,70436.92
3,67309,448,cruiser,3,94409.42
6,41401,475,commuter,2,78115.69
8,31361,105,sport,1,75764.21
14,14152,445,sport,2,73610.59
12,56224,285,sport,3,57860.96
4,25508,589,sport,3,115855.56
9,21883,121,scooter,3,40930.88
14,52985,350,commuter,3,29632.98
14,623,880,scooter,1,68731.52
3,44754,903,scooter,3,108588.77
1,72489,735,commuter,1,106619.33
8,11298,922,cruiser,2,114090.38
6,73581,623,scooter,3,66653.36
2,63331,989,scooter,3,109463.69
9,28471,504,cruiser,2,79324.26
12,57616,717,commuter,2,60769.79
4,12031,742,sport,1,136903.2
8,1778,170,commuter,1,60954.55
8,37113,715,cruiser,2,97124.5
7,43044,395,cruiser,2,79069.65
14,21834,994,cruiser,3,83523.61
7,70564,218,scooter,1,46346.36
5,24125,204,commuter,2,66263.53
7,54589,684,commuter,2,79638.94
4,43324,848,sport,3,130302.17
11,6584,795,commuter,3,78846.21
0,58038,693,cruiser,2,125523.31
5,57398,559,scooter,2,73091.4
5,47987,905,cruiser,1,127371.19
4,17854,190,cruiser,3,88338.84
1,52082,321,commuter,2,89475.81
5,4620,230,commuter,2,78099.38
14,27044,783,cruiser,2,75663.41
8,62987,855,commuter,2,84376.82
13,70946,364,commuter,2,28308.54
3,3390,879,cruiser,1,142589.98
6,66443,452,sport,2,88728.54
1,16468,148,scooter,1,81719.65
11,40791,652,sport,3,77075.8
11,69874,977,cruiser,1,92943.51
3,30564,253,cruiser,3,91315.94
10,27916,690,cruiser,3,85423.68
12,8272,669,sport,1,92943.29
13,7762,889,commuter,3,75145.23
14,27613,932,commuter,1,73248.37
11,67597,672,sport,1,82207.26
14,6453,425,sport,2,72027.88
4,15203,628,scooter,2,92661.57
13,28209,998,sport,2,106922.05
2,50494,833,cruiser,2,125958.96
14,68300,414,sport,3,50548.29
11,77664,157,scooter,1,24215.43
12,61249,601,sport,1,77752.56
8,58891,670,cruiser,1,92552.01
11,37881,392,sport,3,71859.45
10,66396,640,commuter,1,60707.71
2,27745,429,cruiser,1,110255.15
1,76211,242,sport,2,99215.51
3,43844,789,cruiser,3,115724.63
13,33677,547,scooter,2,43677.09
14,49021,205,commuter,1,31839.76
6,42304,940,cruiser,3,117242.51
8,77005,797,sport,1,100280.36
2,46709,153,sport,2,95980.94
14,35724,601,sport,2,71805.56
8,26330,696,commuter,2,84663.51
1,47071,746,cruiser,3,127291.04
11,28052,243,commuter,3,43332.73
14,26239,838,cruiser,1,77714.21
9,8480,215,sport,1,80169.83
7,9692,168,cruiser,1,77226.35
9,62900,938,commuter,3,81994.93
11,68871,381,sport,2,63281.0
11,74240,201,cruiser,3,37496.24
2,9063,137,cruiser,1,100971.42
5,47116,190,sport,3,85395.5
10,28697,820,commuter,2,81787.35
9,3521,618,sport,2,108551.48
11,62261,919,cruiser,1,88180.55
3,21723,866,commuter,3,116778.62
6,54266,907,commuter,2,93614.38
7,5147,737,cruiser,1,115045.12
0,21252,973,cruiser,1,157317.12
6,13680,215,cruiser,1,80984.87
5,42900,207,cruiser,1,84794.64
9,49286,540,sport,3,86086.42
3,5666,456,sport,3,122583.31
6,51003,115,scooter,2,45532.27
6,35396,780,cruiser,2,111007.8
8,15801,856,scooter,3,90774.25
2,60853,704,commuter,1,108670.74
11,71719,665,sport,1,74337.07
7,62764,955,sport,3,114209.13
11,65527,391,sport,1,66508.57
4,79508,636,sport,2,108436.52
2,44837,664,scooter,1,97436.28
2,50013,845,sport,1,142303.71
9,3845,627,scooter,1,77741.85
4,53436,271,cruiser,1,81920.83
10,49637,663,scooter,1,59957.94
14,73011,759,commuter,2,48446.16
3,66999,761,cruiser,1,116126.95
11,21855,610,sport,2,89479.24
4,25233,414,scooter,1,84550.92
0,25076,283,cruiser,1,114351.11
5,31781,882,scooter,3,103397.69
0,34498,613,scooter,2,106713.19
4,19806,556,scooter,3,80211.79
0,19996,303,sport,1,124559.13
12,21261,777,cruiser,1,84646.28
14,4969,852,sport,1,101052.34
2,20646,605,cruiser,1,127564.2
3,62209,646,commuter,1,92139.68
14,77959,441,scooter,1,26838.51
9,60183,189,commuter,2,39344.33
1,39912,839,commuter,1,118170.55
13,71655,620,cruiser,2,63312.29
8,53745,276,commuter,2,48307.64
11,45490,744,scooter,2,64149.1
6,16465,798,scooter,3,93121.89
0,63063,804,sport,3,142602.56
5,63518,665,commuter,3,84533.41
5,54529,266,sport,1,94803.59
5,77937,162,cruiser,2,63454.33
2,25570,932,commuter,2,131110.34
5,21602,599,cruiser,2,106478.78
0,75592,106,sport,3,90707.8
0,66417,569,scooter,2,99590.96
2,37849,912,scooter,1,109668.19
2,67741,179,scooter,1,60554.18
7,69977,710,commuter,1,77157.38
4,15753,788,scooter,2,105524.37
13,6779,299,scooter,2,42051.97
9,47279,157,commuter,3,37547.39
12,47744,585,commuter,3,44854.84
9,21546,884,sport,3,113485.01
10,56812,723,commuter,2,66804.4
1,64760,385,sport,2,110740.28
4,79195,938,commuter,3,96993.06
7,5745,556,scooter,3,81365.78
11,16288,350,cruiser,2,70419.24
7,58406,220,sport,2,71357.15
14,70988,162,sport,2,32526.6
11,36570,971,sport,1,113312.19
12,1079,862,commuter,1,83523.59
3,30276,640,sport,1,128225.75
8,35168,728,sport,3,103321.65
8,57570,947,commuter,1,87743.08
3,60449,375,commuter,2,74205.69
3,67442,297,sport,1,100492.6
14,37293,500,scooter,2,33796.24
13,60432,735,sport,2,82995.7
6,54782,583,scooter,3,69262.9
11,18360,277,commuter,2,41971.39
7,52299,504,commuter,1,75191.16
5,46352,171,cruiser,1,75589.11
5,12276,503,sport,1,115507.67
8,67282,986,scooter,3,81038.15
13,10008,150,scooter,1,28735.85
9,71915,867,cruiser,3,84935.97
8,67203,538,sport,3,89846.65
0,63498,762,commuter,2,113125.18
4,76156,444,cruiser,3,85578.38
1,11828,944,scooter,1,130463.57
11,53617,506,sport,1,79620.05
1,32959,350,scooter,1,93224.69
10,47334,587,sport,3,86565.1
6,74113,216,commuter,3,47747.38
14,49604,154,commuter,3,16344.04
14,10661,513,commuter,2,50635.51
7,35797,965,commuter,1,104998.16
14,13504,456,cruiser,2,62283.99
9,56190,629,commuter,1,68470.51
8,71831,127,cruiser,3,49378.71
1,13533,918,sport,2,159220.72
9,43576,293,scooter,1,53757.65
3,3077,636,cruiser,2,130849.82
7,21500,761,scooter,2,86822.13
10,73884,390,commuter,3,37494.51
14,63673,898,commuter,3,59770.52
3,1879,669,sport,3,138319.32
5,60364,676,commuter,3,79202.24
0,27668,917,cruiser,3,149814.52
8,49186,951,commuter,1,94270.44
13,51145,760,cruiser,1,74699.41
14,56057,340,sport,1,55310.14
7,41049,217,commuter,1,59952.93
7,43871,398,commuter,2,65548.89
14,61496,103,cruiser,2,21642.01
11,30337,221,cruiser,2,61800.8
3,49143,973,commuter,2,119678.23
6,66346,599,sport,1,105589.32
2,70736,219,cruiser,3,76724.83
6,48304,198,scooter,3,48803.4
1,12380,867,commuter,1,132077.16
3,72520,794,commuter,3,95296.6
14,75564,288,commuter,3,10341.11
5,60787,121,cruiser,3,61604.46
10,65748,328,sport,2,67036.02
9,70646,869,sport,3,96687.76
3,48112,626,commuter,1,95391.6
11,77197,735,scooter,1,56558.28
7,63875,534,scooter,1,65751.12
6,17716,561,cruiser,2,107832.2
1,11479,553,commuter,1,114255.62
7,52212,368,cruiser,3,66312.43
6,77622,162,commuter,2,43951.39
3,52712,767,commuter,3,97138.58
14,64705,632,commuter,2,39960.87
13,9434,378,cruiser,1,63234.79
13,18210,392,commuter,2,43789.82
12,29985,176,commuter,2,32265.89
12,76694,380,sport,2,55813.36
5,17555,587,commuter,3,92739.24
13,41319,657,cruiser,1,70164.7
12,8466,258,cruiser,1,67200.47
10,47370,704,cruiser,3,79981.96
6,68978,446,commuter,1,68133.26
10,53082,106,cruiser,2,48429.02
4,11615,159,commuter,2,71094.94
11,60859,214,commuter,3,27331.7
7,67525,593,sport,3,90030.11
1,59534,600,sport,2,124666.88
8,78756,583,cruiser,3,69207.85
8,21708,683,cruiser,2,98641.76
12,7750,626,sport,1,95229.28
10,73846,618,commuter,2,53953.71
2,71693,923,commuter,1,116692.95
5,56975,646,commuter,1,84127.65
8,18748,409,scooter,2,61886.87
0,20056,346,sport,2,122788.81
3,71355,371,cruiser,3,85966.21
13,7148,861,commuter,2,76031.95
4,47158,641,commuter,3,90015.84
6,37479,816,cruiser,1,109801.44
2,9066,274,sport,1,114756.73
8,9928,378,commuter,2,69093.11
8,62318,105,sport,1,63152.39
9,62316,593,commuter,1,64215.07
11,57678,928,cruiser,3,90976.52
0,49882,298,cruiser,1,106368.7
12,4336,245,scooter,2,38989.98
4,58585,485,cruiser,2,91628.69
13,13137,631,sport,2,86840.49
12,65130,751,scooter,3,57295.27
7,5379,745,cruiser,3,110436.5
4,31860,320,scooter,2,68140.64
3,37644,229,cruiser,3,84537.02
10,46718,177,scooter,1,31532.74
0,64382,635,sport,1,125995.17
7,29802,752,sport,3,117017.08
2,71706,309,commuter,2,71089.8
8,35981,233,sport,1,85945.95
10,22054,332,commuter,2,54302.9
7,38889,659,sport,3,105874.36
14,47452,832,commuter,1,61757.77
11,58228,844,sport,2,98045.49
4,68012,742,commuter,3,92968.91
5,14052,401,sport,1,105977.25
12,49146,338,sport,3,64892.69
0,42903,883,sport,3,149596.18
11,65385,153,cruiser,3,40842.13
5,26038,415,commuter,1,86380.37
14,65138,848,commuter,1,56192.6
6,74056,201,sport,3,69566.82
14,56483,326,commuter,2,23696.85
10,58232,147,commuter,3,29389.89
12,9180,664,cruiser,3,78063.71
13,4412,453,scooter,3,47537.4
2,3417,975,commuter,3,134729.36
7,62158,124,scooter,2,40897.28
4,15037,679,commuter,1,107027.68
0,34889,476,sport,2,130912.4
0,40494,688,commuter,1,118325.36
10,67684,393,cruiser,1,61634.17
10,44977,137,cruiser,3,45747.39
3,54374,782,scooter,1,98084.66
4,30449,408,cruiser,1,99956.22
13,10703,909,scooter,2,77108.37
5,42728,804,commuter,1,106490.11
14,54106,130,sport,1,43232.32
1,15894,232,cruiser,2,106437.77
0,29356,792,cruiser,1,142131.88
4,9548,128,cruiser,1,86296.72
13,47554,730,cruiser,2,70174.59
4,13977,214,commuter,1,82379.67
2,38212,153,scooter,3,67143.04
7,59431,382,commuter,2,59603.67
10,12727,831,sport,3,113432.97
14,20370,844,cruiser,1,83912.34
12,12295,685,scooter,3,63988.21
8,38114,756,commuter,1,89602.68
7,21872,423,sport,3,93510.94
5,3564,637,sport,2,126445.42
11,52347,403,commuter,1,47092.59
11,40015,167,commuter,1,34754.12
9,31060,803,sport,2,110572.37
12,8466,618,cruiser,3,75555.58
11,45371,683,scooter,3,53351.35
8,17530,789,cruiser,2,106040.86
2,48094,530,sport,2,120924.34
4,5446,577,scooter,1,101866.4
13,45084,224,sport,3,45706.73
8,40880,889,sport,1,117581.67
2,38189,606,commuter,1,104977.33
1,53851,862,sport,1,144834.18
0,61842,277,scooter,2,80787.61
12,12976,922,scooter,3,77050.21
2,55295,658,sport,3,121577.48
14,17491,639,scooter,2,62460.03
4,75233,192,scooter,2,47701.26
13,29991,932,commuter,1,78825.32
4,49378,229,commuter,3,70616.49
6,69344,466,scooter,2,61970.96
9,25321,762,cruiser,1,100002.48
1,12026,859,cruiser,3,143747.27
6,70983,644,commuter,2,76559.22
14,8811,436,scooter,2,37887.28
10,16894,270,scooter,2,38685.47
11,6082,220,cruiser,3,54232.93
13,3715,544,commuter,2,55601.41
12,58438,532,commuter,1,47824.1
11,72094,642,commuter,2,59585.75
5,69924,299,cruiser,2,76639.99
5,42650,497,commuter,1,84125.91
5,47768,478,sport,1,105053.49
1,74788,966,commuter,3,118387.89
8,1723,514,cruiser,1,95901.95
6,43388,512,commuter,1,76734.24
6,40980,767,commuter,3,95680.44
14,67880,716,commuter,2,47131.03
9,3331,678,sport,2,114534.93
14,7216,113,commuter,1,27790.54
11,25418,590,scooter,1,60655.53
5,54205,131,scooter,1,55545.86
12,19045,824,scooter,1,77762.72
0,6951,802,sport,1,155729.41
7,69996,717,commuter,3,78060.45
13,10997,354,sport,1,68376.47
1,53197,150,sport,1,104527.66
1,15131,373,commuter,1,105826.42
12,38706,604,cruiser,2,73009.39
6,32384,508,sport,2,108493.09
9,26916,994,commuter,1,93826.49
5,8910,567,commuter,2,93072.43
12,76170,261,cruiser,2,44160.54
1,35072,464,commuter,3,103594.01
5,55635,701,commuter,2,83436.28
3,69081,569,scooter,3,75174.96
3,67287,511,cruiser,2,96540.55
5,76955,480,commuter,3,74453.15
3,31427,114,commuter,3,71596.14
1,873,217,cruiser,1,108178.57
6,57650,827,cruiser,1,106613.13
9,20510,653,commuter,2,73982.91
4,19822,286,commuter,2,79570.83
4,4892,652,scooter,1,102788.37
10,32680,266,sport,2,68047.8
4,16638,678,cruiser,1,123251.56
11,30035,258,cruiser,2,57166.63
9,72713,542,sport,1,80279.0
2,73604,911,scooter,1,109452.71
2,7659,401,scooter,3,89358.52
11,69089,663,scooter,3,51182.63
11,73028,527,sport,1,78988.45
8,13282,459,commuter,1,72565.45
0,10926,536,commuter,3,111717.17
5,57651,587,commuter,1,80814.31
13,44473,312,commuter,3,31883.83
13,56928,603,sport,2,71163.22
1,24145,502,sport,1,132499.91
5,58457,976,commuter,2,104783.52
5,45100,717,commuter,3,90286.41
13,58947,794,commuter,3,57039.06
12,41894,687,scooter,1,62276.1
4,56892,220,sport,1,85266.88
10,67449,882,cruiser,3,80553.05
11,26663,585,cruiser,3,68452.53
10,68896,658,commuter,3,50883.69
10,20581,925,sport,3,116983.01
2,79786,947,scooter,3,104435.01
10,31417,161,sport,1,66665.12
10,15727,319,commuter,3,49251.46
6,51386,466,cruiser,2,81522.59
10,72625,803,sport,1,94361.45
10,31177,139,scooter,1,37579.44
3,12405,914,sport,2,147786.6
2,9142,407,cruiser,1,114424.3
14,59633,149,scooter,1,13237.86
4,68284,418,commuter,3,75214.43
2,18644,317,cruiser,3,102751.42
3,10444,612,sport,2,137067.33
10,55825,307,commuter,2,39184.33
5,56731,825,sport,3,119143.22
3,25346,208,sport,2,104094.1
11,54972,868,commuter,1,72069.5
4,50285,986,commuter,2,108959.97
13,44994,826,commuter,1,66075.39
2,75797,325,scooter,2,69764.43
10,74924,155,commuter,3,26108.16
3,21511,963,cruiser,1,138499.8
0,22248,365,sport,1,126747.35
2,1898,891,sport,3,152699.35
11,29278,197,scooter,3,29829.4
13,20671,208,commuter,2,32960.72
13,31232,379,commuter,3,42472.44
4,26661,936,sport,1,144921.0
9,22610,364,sport,1,86356.07
8,11907,432,cruiser,2,85220.54
9,42451,988,commuter,3,90711.02
6,27069,113,sport,1,87304.74
10,75219,416,cruiser,1,61991.4
5,29774,341,sport,3,98695.01
5,68145,677,cruiser,1,104574.99
12,29480,269,commuter,1,39129.29
14,35004,853,scooter,1,58829.55
11,33270,973,cruiser,3,92675.83
12,17718,996,scooter,3,76924.51
11,16686,722,commuter,2,76395.31
11,41281,666,cruiser,3,75449.88
9,20938,668,commuter,1,82709.33
6,57140,894,scooter,2,90861.85
11,35965,522,scooter,1,49806.15
9,65562,690,commuter,3,65234.83
4,34316,453,sport,3,102580.92
7,1536,985,sport,2,140760.99
9,8555,645,sport,3,106467.49
14,13668,582,scooter,1,48351.43
12,70593,372,scooter,1,32890.8
6,73835,202,sport,3,70764.1
5,60075,394,commuter,1,74279.54
0,46885,271,commuter,2,87902.79
0,26112,730,commuter,2,124251.97
14,46743,725,cruiser,3,67719.68
7,638,316,scooter,1,69439.22
13,11152,535,commuter,3,52582.21
12,42723,483,commuter,2,53889.69
11,72935,719,commuter,1,59436.94
11,50326,422,cruiser,2,59219.57
12,58361,350,scooter,1,34467.93
2,36428,869,sport,1,147005.43
0,67336,527,sport,3,118323.57
4,61123,730,scooter,1,91942.34
2,77189,388,cruiser,3,88964.07
8,23117,501,scooter,3,64916.42
13,54644,615,sport,3,72971.15
13,74685,479,commuter,3,32491.95
2,12691,592,cruiser,2,127247.23
9,49384,892,sport,2,106609.63
