customer_id,age,tenure_months,monthly_recharge,data_usage_gb,num_complaints,plan_type,region,avg_call_drops,churned
2710,30,63,138.43,23.75,3,prepaid,east,2,0
2711,45,47,695.94,58.61,4,prepaid,east,8,0
2712,60,12,530.16,15.29,6,postpaid,east,6,1
2713,22,15,560.37,57.54,2,prepaid,south,2,0
2714,52,18,766.69,4.55,1,postpaid,south,11,1
2715,43,26,411.1,31.62,1,postpaid,west,10,1
2716,66,15,794.14,12.19,2,postpaid,west,9,1
2717,67,0,631.83,33.97,1,prepaid,south,10,1
2718,19,63,486.91,53.1,3,postpaid,south,8,0
2719,66,46,233.29,45.1,1,postpaid,south,10,1
2720,40,45,848.49,34.67,2,postpaid,east,4,0
2721,32,69,384.41,58.05,1,postpaid,south,2,0
2722,26,65,271.14,24.14,6,postpaid,south,2,0
2723,26,63,141.61,26.0,1,prepaid,north,11,0
2724,65,12,237.2,25.61,1,prepaid,north,1,1
2725,30,15,213.86,7.45,2,postpaid,south,12,1
2726,66,11,367.89,38.79,1,postpaid,east,13,1
2727,22,40,470.48,48.43,1,prepaid,east,12,0
2728,30,74,421.64,41.86,3,postpaid,east,5,0
2729,20,6,106.16,54.28,3,prepaid,south,10,1
2730,39,0,281.99,14.25,6,prepaid,east,11,1
2731,29,71,973.89,53.38,5,postpaid,east,1,0
2732,49,36,415.2,14.02,2,postpaid,north,8,1
2733,36,26,367.44,23.65,7,prepaid,east,4,1
2734,34,59,805.73,43.29,0,postpaid,south,11,0
2735,48,49,215.11,15.7,4,prepaid,west,3,1
2736,27,51,776.17,44.96,1,prepaid,east,12,0
2737,46,35,405.46,29.02,6,prepaid,south,10,1
2738,37,35,111.83,53.72,0,prepaid,south,7,0
2739,26,76,922.27,3.2,7,postpaid,south,8,1
2740,24,6,724.03,47.31,2,postpaid,east,8,1
2741,20,4,494.88,16.6,5,postpaid,east,10,1
2742,37,33,147.59,50.05,1,prepaid,north,5,0
2743,67,1,504.43,8.3,3,prepaid,north,4,1
2744,29,13,711.17,5.78,5,prepaid,south,7,1
2745,23,35,281.12,48.87,5,prepaid,west,8,0
2746,20,43,884.58,55.56,1,prepaid,west,9,0
2747,20,2,798.14,49.96,4,prepaid,west,4,1
2748,64,57,864.31,28.54,0,postpaid,east,3,0
2749,65,72,598.05,52.58,4,prepaid,north,0,0
2750,20,68,466.11,27.32,7,postpaid,north,7,0
2751,52,33,334.2,40.56,7,postpaid,east,11,1
2752,52,12,186.65,16.23,4,prepaid,south,11,1
2753,54,5,285.25,45.41,3,prepaid,east,3,0
2754,67,33,921.99,18.94,2,postpaid,west,1,1
2755,27,61,521.53,59.07,7,prepaid,east,8,0
2756,48,51,398.07,25.15,1,postpaid,south,5,0
2757,20,3,500.51,52.18,1,postpaid,south,4,1
2758,52,65,101.99,59.37,7,postpaid,west,14,1
2759,22,22,864.77,17.5,5,prepaid,north,2,1
2760,34,37,743.46,51.08,6,prepaid,south,2,0
2761,25,70,111.24,37.25,2,prepaid,north,5,0
2762,37,8,502.89,51.97,0,prepaid,north,3,0
2763,58,18,586.91,10.87,2,postpaid,west,3,1
2764,44,25,615.41,0.55,1,prepaid,east,14,1
2765,53,30,912.63,13.21,1,prepaid,east,0,0
2766,56,18,119.92,32.04,2,postpaid,south,14,1
2767,58,55,850.92,28.28,5,postpaid,west,13,1
2768,67,61,432.33,38.56,7,postpaid,west,3,1
2769,61,81,415.73,14.61,2,prepaid,west,11,0
2770,29,78,756.03,57.57,6,prepaid,west,9,0
2771,47,79,220.62,29.26,6,prepaid,north,12,0
2772,33,33,675.48,17.28,5,prepaid,north,9,1
2773,42,60,388.27,44.5,4,prepaid,north,3,0
2774,28,76,936.74,37.86,1,postpaid,north,4,0
2775,34,49,881.16,6.11,7,postpaid,east,12,1
2776,28,5,644.51,25.26,1,postpaid,south,6,1
2777,46,5,386.7,38.75,2,prepaid,west,14,1
2778,43,80,874.76,45.26,6,postpaid,west,7,0
2779,51,77,489.74,31.51,1,prepaid,east,4,0
2780,43,80,553.03,26.82,5,prepaid,west,9,0
2781,53,10,743.66,54.49,1,prepaid,east,6,1
2782,56,68,922.49,28.91,4,postpaid,north,4,0
2783,60,21,620.66,13.48,0,prepaid,north,7,0
2784,26,36,835.79,48.18,0,prepaid,west,11,0
2785,67,62,330.46,13.57,2,prepaid,south,10,1
2786,68,27,870.01,8.11,5,prepaid,west,4,0
2787,21,50,773.5,30.2,4,prepaid,north,13,1
2788,30,71,403.48,48.37,5,prepaid,west,8,0
2789,48,10,470.65,13.36,1,postpaid,west,1,0
2790,31,74,670.7,51.07,2,prepaid,east,13,0
2791,21,7,750.81,23.45,4,prepaid,west,2,1
2792,29,32,981.15,47.22,5,prepaid,south,10,0
2793,53,0,627.32,46.24,4,postpaid,west,8,1
2794,28,56,635.9,26.31,5,postpaid,west,3,0
2795,44,80,466.94,55.12,6,prepaid,east,9,0
2796,69,35,540.51,42.78,6,prepaid,west,0,1
2797,20,72,627.38,57.76,7,postpaid,east,3,0
2798,41,13,592.05,28.19,0,postpaid,west,4,1
2799,60,29,784.55,19.51,4,prepaid,north,11,1
2800,18,71,749.75,43.55,1,prepaid,east,1,0
2801,55,3,738.92,46.6,0,prepaid,north,0,0
2802,26,44,965.25,11.11,6,postpaid,south,0,1
2803,30,63,443.69,48.9,4,prepaid,east,11,0
2804,38,57,222.1,45.47,1,postpaid,south,14,0
2805,60,83,259.39,33.85,6,prepaid,north,9,1
2806,39,37,152.65,52.56,5,postpaid,north,4,1
2807,52,13,429.35,0.88,4,prepaid,east,7,1
2808,45,36,940.57,26.22,5,prepaid,south,0,0
2809,19,53,258.26,28.25,4,postpaid,east,1,1
2810,25,12,647.69,13.84,1,prepaid,north,2,0
2811,33,56,143.91,1.18,2,prepaid,north,13,1
2812,35,76,245.81,8.87,4,prepaid,north,8,0
2813,36,45,317.73,37.94,6,postpaid,west,7,1
2814,50,5,582.52,12.35,0,postpaid,north,0,1
2815,64,71,931.14,14.17,1,prepaid,south,9,0
2816,23,51,250.39,50.43,1,postpaid,north,8,1
2817,55,69,759.13,33.18,6,prepaid,north,12,1
2818,39,56,163.15,7.63,1,prepaid,north,14,0
2819,44,79,918.78,30.23,7,prepaid,west,4,0
2820,65,73,231.82,1.44,4,postpaid,east,3,0
2821,57,36,942.99,41.48,1,prepaid,north,14,0
2822,42,19,910.93,10.61,0,postpaid,north,2,1
2823,68,78,599.44,17.31,3,prepaid,south,5,0
2824,39,37,112.48,14.39,2,prepaid,north,6,0
2825,61,24,917.31,57.13,7,postpaid,west,8,1
2826,36,62,153.32,25.9,7,prepaid,north,5,1
2827,33,8,581.91,43.77,2,prepaid,north,2,1
2828,31,9,774.56,17.61,3,prepaid,south,6,1
2829,45,45,871.65,42.67,5,postpaid,west,8,0
2830,59,11,492.46,4.13,7,postpaid,north,1,1
2831,34,30,337.35,34.58,7,prepaid,south,14,1
2832,54,82,857.44,10.14,4,prepaid,south,1,0
2833,38,37,754.37,3.64,6,prepaid,west,13,1
2834,31,9,879.42,38.85,6,prepaid,south,11,1
2835,57,21,930.26,51.81,1,prepaid,east,11,0
2836,52,0,526.13,0.64,4,prepaid,west,6,1
2837,40,34,235.67,43.86,3,prepaid,east,1,1
2838,46,77,939.65,20.82,7,prepaid,north,8,1
2839,33,83,578.17,36.41,2,postpaid,south,7,0
2840,60,9,818.43,8.36,5,prepaid,east,13,1
2841,61,29,664.27,34.69,5,prepaid,north,11,1
2842,19,30,247.83,58.43,5,prepaid,north,14,1
2843,32,68,820.12,6.9,6,postpaid,south,0,0
2844,65,3,744.36,34.48,3,prepaid,south,4,1
2845,30,13,863.47,27.88,1,prepaid,north,8,0
2846,24,8,450.05,44.97,1,prepaid,south,12,0
2847,36,83,967.11,47.36,5,prepaid,south,1,0
2848,22,78,351.53,34.28,0,prepaid,north,0,0
2849,60,57,166.03,28.24,2,prepaid,north,8,0
2850,36,53,609.93,28.02,1,postpaid,west,10,0
2851,23,46,363.14,29.34,6,postpaid,west,11,1
2852,29,69,565.16,22.61,7,postpaid,south,9,0
2853,61,71,738.43,26.96,3,prepaid,north,3,0
2854,51,82,986.03,31.28,5,prepaid,east,13,1
2855,57,4,909.23,39.13,2,prepaid,west,12,1
2856,54,45,952.57,23.04,4,prepaid,east,10,1
2857,28,60,190.46,56.34,7,postpaid,east,5,1
2858,22,37,787.94,10.65,3,prepaid,south,13,1
2859,58,29,861.81,48.36,3,postpaid,west,3,0
2860,46,47,799.69,36.38,1,prepaid,east,0,0
2861,67,63,758.32,37.94,1,postpaid,south,11,0
2862,28,35,169.13,34.22,7,prepaid,south,11,1
2863,67,38,835.68,34.94,4,postpaid,north,6,1
2864,54,48,723.97,26.74,7,prepaid,east,13,1
2865,30,64,226.84,15.89,0,postpaid,west,1,0
2866,31,27,626.57,57.66,4,postpaid,south,6,1
2867,37,49,556.38,23.87,5,prepaid,north,10,1
2868,57,74,435.78,49.5,6,prepaid,east,1,0
2869,57,19,684.32,37.99,2,postpaid,east,3,1
2870,22,9,841.72,30.47,5,postpaid,west,1,1
2871,18,53,571.78,52.39,5,prepaid,north,13,1
2872,25,51,104.66,11.75,2,prepaid,south,8,0
2873,65,46,478.89,17.89,1,postpaid,south,7,0
2874,66,21,794.78,46.96,6,prepaid,north,13,1
2875,32,18,644.28,45.8,1,prepaid,north,0,0
2876,36,41,267.89,36.49,0,prepaid,south,10,0
2877,32,41,902.28,1.81,3,prepaid,south,4,0
2878,47,12,185.14,7.0,2,postpaid,west,8,1
2879,22,29,331.14,55.46,7,prepaid,north,8,1
2880,18,17,578.5,48.17,0,prepaid,east,3,0
2881,50,28,827.75,58.76,0,postpaid,west,3,0
2882,53,63,411.84,28.54,5,prepaid,west,4,0
2883,61,57,272.29,27.04,1,postpaid,west,9,0
2884,57,7,633.76,56.78,1,prepaid,west,0,0
2885,19,63,123.08,10.15,3,prepaid,west,9,1
2886,21,32,287.75,51.96,7,postpaid,south,10,1
2887,67,44,380.33,36.23,4,prepaid,north,8,1
2888,39,19,916.49,43.8,2,prepaid,west,6,0
2889,33,74,181.18,22.4,7,prepaid,north,3,0
2890,33,54,962.35,29.29,3,prepaid,north,0,0
2891,42,23,987.1,48.99,6,postpaid,north,12,1
2892,39,15,274.3,9.83,7,prepaid,east,1,1
2893,43,80,632.69,1.44,3,prepaid,south,8,0
2894,52,68,363.68,27.2,0,prepaid,north,7,0
2895,45,37,667.95,46.98,6,postpaid,south,13,1
2896,68,14,642.82,50.1,6,postpaid,south,7,1
2897,46,65,780.91,33.12,5,prepaid,south,12,0
2898,57,48,777.95,6.21,1,prepaid,west,2,0
2899,62,62,124.43,40.71,0,prepaid,north,8,0
2900,53,38,774.35,40.34,7,postpaid,east,11,1
2901,46,11,876.9,43.63,0,prepaid,south,13,0
2902,41,15,605.73,54.16,5,prepaid,west,3,0
2903,43,16,351.18,11.65,0,prepaid,south,13,1
2904,66,22,300.03,41.31,1,prepaid,east,10,0
2905,65,36,283.25,58.6,3,prepaid,west,11,0
2906,21,78,796.22,3.97,6,prepaid,north,4,0
2907,49,36,927.48,25.46,2,prepaid,west,4,0
2908,35,26,687.7,31.99,6,postpaid,east,14,1
2909,36,24,825.38,10.33,2,prepaid,east,10,0
2910,44,14,413.99,11.18,2,prepaid,east,3,1
2911,33,18,423.54,26.11,4,prepaid,north,8,1
2912,36,34,681.98,4.97,7,postpaid,west,8,1
2913,30,75,532.13,5.21,1,prepaid,north,5,0
2914,68,24,278.24,38.24,5,prepaid,east,10,1
2915,67,19,761.88,31.62,1,prepaid,north,11,1
2916,30,60,575.01,33.02,5,postpaid,south,2,0
2917,35,48,341.33,49.22,4,postpaid,north,13,1
2918,50,64,873.4,8.15,0,prepaid,west,13,0
2919,26,69,631.59,4.17,4,prepaid,south,7,0
2920,43,70,620.41,30.78,1,postpaid,west,2,0
2921,23,37,221.65,57.94,2,postpaid,south,12,1
2922,23,53,301.13,58.39,4,prepaid,east,1,1
2923,29,67,729.53,58.17,0,prepaid,north,11,0
2924,30,9,846.0,16.38,0,prepaid,north,13,1
2925,27,7,482.58,48.08,4,prepaid,east,10,1
2926,30,34,416.78,7.62,1,postpaid,south,12,1
2927,26,15,708.47,2.89,4,prepaid,west,8,1
2928,23,57,576.67,33.85,2,prepaid,north,6,0
2929,22,61,633.79,57.15,6,prepaid,north,12,1
2930,35,8,186.57,43.9,5,prepaid,west,3,0
2931,27,72,101.48,11.38,7,prepaid,west,7,1
2932,68,75,302.59,55.65,6,prepaid,west,12,0
2933,39,33,599.81,18.74,2,prepaid,west,1,0
2934,52,40,698.39,32.16,3,postpaid,east,1,0
2935,65,50,326.2,7.51,7,postpaid,south,10,1
2936,26,71,532.97,11.52,2,postpaid,south,6,0
2937,23,53,152.97,40.21,6,prepaid,west,8,0
2938,26,2,705.68,30.72,0,postpaid,east,5,0
2939,60,21,816.35,42.17,6,postpaid,north,8,1
2940,38,75,197.63,36.09,4,postpaid,west,6,1
2941,38,53,807.84,55.52,6,prepaid,east,9,0
2942,58,80,132.52,4.23,4,prepaid,north,4,1
2943,45,65,925.74,18.56,3,postpaid,south,11,1
2944,32,35,480.6,40.38,3,prepaid,north,4,0
2945,47,77,650.0,53.44,6,postpaid,north,5,0
2946,36,31,366.47,19.86,6,postpaid,west,10,1
2947,33,40,433.66,41.55,4,postpaid,west,4,0
2948,32,44,718.3,49.1,3,prepaid,east,7,0
2949,28,56,635.35,6.06,3,prepaid,east,7,0
2950,47,70,358.17,42.39,0,prepaid,west,13,0
2951,24,1,173.0,47.96,6,prepaid,north,1,1
2952,50,10,444.35,26.18,2,postpaid,south,5,1
2953,54,2,472.78,7.73,7,prepaid,west,5,1
2954,22,23,501.11,7.76,6,prepaid,south,7,1
2955,64,8,349.93,38.03,4,prepaid,east,5,1
2956,45,58,938.45,45.25,2,prepaid,east,12,0
2957,29,37,526.23,26.56,1,prepaid,north,7,0
2958,45,67,577.05,32.3,0,postpaid,south,14,0
2959,36,80,463.2,9.23,7,prepaid,north,0,0
2960,40,19,843.32,38.48,6,postpaid,east,11,1
2961,53,75,208.32,52.48,1,postpaid,south,12,0
2962,47,81,584.67,30.64,5,prepaid,east,7,0
2963,37,46,977.62,43.63,3,prepaid,west,12,0
2964,29,72,403.21,40.06,5,postpaid,east,7,1
2965,68,80,794.31,25.59,7,prepaid,east,0,1
2966,53,24,549.72,28.71,1,prepaid,west,12,1
2967,56,10,573.85,50.56,6,prepaid,north,12,1
2968,40,0,918.02,25.45,3,postpaid,west,8,1
2969,30,36,508.1,28.39,1,postpaid,south,10,1
2970,20,27,237.16,32.65,4,postpaid,west,1,1
2971,29,37,299.54,2.68,3,postpaid,east,12,1
2972,39,15,577.51,17.52,2,prepaid,south,5,1
2973,22,36,183.58,48.52,0,prepaid,south,12,0
2974,64,70,148.24,10.51,3,prepaid,west,0,0
2975,33,34,531.96,17.78,4,prepaid,south,0,1
2976,62,37,297.18,3.74,1,postpaid,east,10,1
2977,47,77,687.84,20.25,6,prepaid,west,1,0
2978,57,20,467.46,16.68,0,prepaid,east,4,0
2979,49,3,398.52,51.0,5,postpaid,west,7,1
2980,48,72,847.18,2.19,1,prepaid,west,7,0
2981,46,11,662.26,10.84,0,postpaid,west,3,1
2982,58,42,402.3,46.66,0,prepaid,west,5,0
2983,62,49,353.74,30.93,4,postpaid,west,8,1
2984,45,48,134.25,14.76,0,prepaid,south,1,0
2985,40,38,745.06,7.05,5,postpaid,east,5,0
2986,67,44,509.94,58.91,6,prepaid,east,10,0
2987,69,35,442.58,9.86,3,postpaid,east,11,1
2988,68,63,634.93,1.54,0,postpaid,south,0,0
2989,54,79,749.52,37.09,3,prepaid,south,13,0
2990,66,35,492.72,29.4,0,prepaid,west,6,1
2991,33,33,677.6,14.38,3,prepaid,south,14,1
2992,42,53,806.38,23.92,0,prepaid,north,14,0
2993,23,13,563.52,56.65,2,postpaid,west,10,0
2994,47,70,415.82,26.94,7,postpaid,west,12,1
2995,24,51,617.38,48.4,1,prepaid,west,3,0
2996,25,56,388.49,2.61,1,postpaid,north,7,0
2997,20,63,158.32,46.5,5,postpaid,south,5,0
2998,27,7,247.02,50.71,4,prepaid,east,3,1
2999,56,35,613.3,9.37,0,postpaid,north,14,1
3000,25,15,205.57,13.94,1,prepaid,east,7,0
3001,45,81,887.46,12.79,6,prepaid,west,11,0
3002,33,0,395.1,48.22,7,prepaid,south,11,1
3003,68,11,313.72,3.36,7,postpaid,east,4,1
3004,64,0,862.9,40.11,4,prepaid,north,8,1
3005,52,74,249.57,16.19,1,prepaid,east,4,0
3006,29,40,571.05,25.39,4,postpaid,south,5,0
3007,35,2,700.52,38.59,5,postpaid,south,10,1
3008,49,20,433.64,50.71,7,prepaid,south,0,1
3009,19,74,716.85,14.38,0,prepaid,south,5,0
3010,23,76,838.53,34.56,3,postpaid,north,7,0
3011,38,57,849.01,20.4,4,prepaid,north,12,1
3012,20,23,596.51,54.04,6,prepaid,west,6,1
3013,27,48,257.65,16.76,4,postpaid,west,5,1
3014,35,38,725.98,51.6,7,postpaid,north,13,1
3015,20,69,198.57,57.63,1,postpaid,north,8,0
3016,39,77,392.18,36.66,6,prepaid,east,9,1
3017,28,62,805.29,35.21,3,postpaid,north,8,0
3018,24,67,106.01,50.4,3,prepaid,north,1,0
3019,34,68,538.04,57.57,2,prepaid,east,1,0
3020,58,64,167.98,56.19,6,prepaid,south,4,0
3021,36,77,498.49,12.07,1,postpaid,east,0,0
3022,55,81,719.66,33.46,4,prepaid,north,5,0
3023,57,13,788.67,39.78,7,prepaid,north,13,1
3024,67,22,634.73,52.74,7,postpaid,north,3,1
3025,50,5,387.18,39.41,0,prepaid,west,5,1
3026,25,14,234.11,15.7,2,prepaid,south,2,1
3027,49,18,99.63,18.7,0,prepaid,east,4,0
3028,57,40,244.47,42.28,5,prepaid,east,13,1
3029,64,22,639.32,19.57,2,postpaid,north,0,0
3030,49,7,635.02,51.9,1,postpaid,south,3,1
3031,21,63,972.72,14.44,5,postpaid,south,12,1
3032,30,17,438.78,10.44,2,prepaid,west,0,0
3033,27,53,167.12,46.12,2,postpaid,east,4,1
3034,54,24,284.6,59.42,5,postpaid,south,0,0
3035,22,53,437.37,34.33,1,prepaid,east,5,0
3036,30,59,152.39,23.2,5,postpaid,south,12,1
3037,24,73,220.55,49.3,7,prepaid,south,8,0
3038,51,57,542.82,31.69,6,prepaid,east,9,1
3039,44,22,392.5,47.75,0,prepaid,west,2,0
3040,42,61,233.29,25.56,6,prepaid,east,12,1
3041,21,56,747.22,1.6,6,prepaid,west,2,0
3042,32,22,589.5,47.09,2,postpaid,north,9,1
3043,32,4,791.68,18.82,3,prepaid,south,3,1
3044,50,57,636.77,50.24,2,prepaid,south,8,0
3045,19,53,344.17,33.06,3,prepaid,north,14,1
3046,24,32,939.83,24.9,6,postpaid,east,9,1
3047,37,37,591.72,25.11,0,prepaid,south,6,1
3048,65,74,138.81,48.53,1,prepaid,east,8,0
3049,66,67,346.09,49.41,5,postpaid,east,11,1
3050,46,30,960.2,30.69,1,postpaid,west,7,1
3051,53,35,956.85,54.7,4,prepaid,east,0,0
3052,46,82,604.67,56.36,7,postpaid,south,14,0
3053,25,66,930.08,25.93,5,postpaid,south,6,0
3054,20,46,231.06,19.18,7,postpaid,south,6,1
3055,45,2,578.79,49.24,1,postpaid,north,4,1
3056,27,26,551.12,47.42,2,postpaid,east,4,0
3057,67,4,482.54,7.14,0,prepaid,west,1,1
3058,44,17,453.55,3.62,1,prepaid,east,6,1
3059,64,66,218.24,58.33,6,postpaid,north,7,0
3060,42,38,294.69,25.39,7,prepaid,west,1,1
3061,22,79,822.05,56.38,3,prepaid,north,12,0
3062,32,9,276.14,44.35,6,prepaid,east,2,1
3063,20,19,497.17,47.43,3,prepaid,north,1,1
3064,51,1,326.78,29.89,3,postpaid,east,4,1
3065,23,57,958.12,47.54,5,postpaid,north,8,0
3066,53,29,835.8,5.11,5,prepaid,south,0,1
3067,57,38,111.81,18.68,1,prepaid,west,1,1
3068,24,46,944.99,44.86,1,prepaid,east,14,0
3069,52,51,574.91,43.1,5,prepaid,north,11,1
3070,52,5,403.55,46.68,4,prepaid,north,12,1
3071,57,71,864.6,47.28,4,prepaid,north,8,0
3072,47,21,297.48,55.37,0,prepaid,east,3,0
3073,23,43,321.94,31.11,7,postpaid,south,5,1
3074,39,19,501.37,19.66,5,postpaid,south,5,1
3075,66,36,269.01,33.95,7,prepaid,east,12,1
3076,68,68,387.06,32.28,6,prepaid,west,14,0
3077,66,59,429.17,1.93,6,prepaid,south,13,1
3078,30,82,382.23,7.14,0,postpaid,west,9,0
3079,34,21,194.61,58.3,2,postpaid,east,0,0
3080,36,11,974.75,44.5,0,prepaid,north,7,0
3081,39,15,865.47,8.69,0,prepaid,east,13,1
3082,42,37,675.72,56.62,1,prepaid,north,3,0
3083,36,11,713.61,48.55,2,postpaid,west,1,0
3084,49,64,580.98,10.08,6,prepaid,north,10,1
3085,32,55,521.86,9.9,3,postpaid,south,1,0
3086,50,31,927.9,6.39,1,prepaid,south,0,1
3087,20,20,474.93,45.79,3,prepaid,north,14,0
3088,65,79,938.52,25.24,5,postpaid,south,7,0
3089,22,70,935.98,42.41,2,postpaid,north,2,0
3090,45,68,681.56,12.75,4,postpaid,east,3,0
3091,34,81,342.02,44.27,3,prepaid,west,7,0
3092,30,59,152.53,50.39,1,postpaid,east,5,0
3093,51,61,800.06,37.92,5,prepaid,north,3,0
3094,65,39,290.97,24.77,2,prepaid,west,4,1
3095,67,75,807.72,5.28,2,prepaid,south,9,0
3096,51,77,258.37,32.56,4,prepaid,east,14,1
3097,18,59,754.03,28.6,4,prepaid,south,2,0
3098,24,30,398.2,39.25,2,prepaid,north,5,0
3099,50,65,420.84,55.1,2,postpaid,east,1,0
3100,18,5,578.24,24.13,0,prepaid,west,3,0
3101,32,26,603.37,33.43,7,prepaid,south,2,1
3102,44,25,435.41,53.31,3,prepaid,east,12,0
3103,63,8,401.97,44.92,0,prepaid,north,13,1
3104,26,60,585.01,59.32,3,postpaid,north,12,0
3105,22,71,690.45,43.22,5,prepaid,north,14,1
3106,39,15,455.14,56.48,6,prepaid,north,3,1
3107,57,83,207.52,48.47,2,prepaid,north,9,0
3108,55,64,796.19,33.37,7,postpaid,west,7,1
3109,63,37,613.09,48.81,2,prepaid,east,2,0
3110,58,57,379.79,33.62,7,prepaid,north,1,0
3111,31,70,333.38,59.32,0,prepaid,north,4,0
3112,25,80,177.65,25.48,5,postpaid,east,14,1
3113,31,51,213.31,5.77,4,prepaid,north,5,0
3114,26,72,915.66,8.19,0,prepaid,west,9,0
3115,59,2,241.26,10.68,3,prepaid,west,7,1
3116,28,11,657.57,7.43,7,postpaid,west,10,1
3117,25,65,437.57,23.21,1,prepaid,west,1,0
3118,56,56,892.54,52.49,2,postpaid,south,7,1
3119,57,49,924.57,34.02,6,postpaid,east,13,1
3120,33,31,105.6,32.8,5,prepaid,west,1,1
3121,49,12,523.93,10.77,3,prepaid,east,14,1
3122,35,3,420.69,56.76,5,prepaid,north,13,1
3123,63,35,897.77,58.04,0,prepaid,east,3,0
3124,58,82,197.28,28.49,3,postpaid,south,1,0
3125,57,24,802.29,47.05,4,postpaid,south,2,1
3126,60,0,399.98,30.54,6,postpaid,west,12,1
3127,28,24,391.2,14.49,7,prepaid,east,8,1
3128,44,15,273.41,28.25,7,postpaid,west,12,1
3129,29,77,378.46,6.43,0,prepaid,south,6,0
3130,28,19,608.15,35.4,2,postpaid,south,14,0
3131,66,41,215.8,52.9,2,prepaid,east,10,0
3132,34,32,485.05,55.61,7,prepaid,north,6,1
3133,46,41,610.22,22.47,7,prepaid,west,11,1
3134,59,7,430.82,26.76,4,postpaid,east,13,1
3135,62,27,862.74,28.4,5,prepaid,south,4,0
3136,36,36,726.03,35.96,0,prepaid,east,3,0
3137,64,16,884.89,24.5,5,prepaid,east,10,1
3138,42,55,474.96,30.27,5,prepaid,east,11,1
3139,39,66,539.71,24.91,6,postpaid,south,14,1
3140,24,14,252.66,34.73,5,postpaid,west,11,1
3141,39,31,171.76,57.73,2,prepaid,east,3,0
3142,68,21,461.73,1.17,0,postpaid,north,0,1
3143,34,46,373.72,9.11,4,prepaid,west,8,1
3144,48,19,577.63,54.8,0,prepaid,north,13,0
3145,40,6,181.73,30.53,7,prepaid,east,3,1
3146,60,20,801.09,59.72,4,prepaid,east,9,0
3147,66,17,645.24,8.24,1,prepaid,north,4,1
3148,45,45,899.75,50.04,1,postpaid,south,8,0
3149,41,42,159.29,51.66,3,prepaid,north,2,0
3150,54,26,378.01,24.16,6,prepaid,north,7,1
3151,24,50,690.81,17.92,0,postpaid,north,11,0
3152,26,52,892.36,53.83,1,prepaid,north,5,0
3153,67,25,818.59,59.78,0,postpaid,south,0,0
3154,58,19,838.08,29.77,5,prepaid,north,4,1
3155,39,48,273.04,10.15,3,postpaid,west,5,0
3156,29,78,811.34,50.65,1,postpaid,west,1,0
3157,28,43,817.45,52.65,5,postpaid,north,12,1
3158,48,10,355.07,15.29,2,prepaid,south,13,1
3159,35,12,846.49,25.91,7,prepaid,west,12,1
3160,40,20,932.93,16.73,7,postpaid,east,11,1
3161,59,66,603.54,55.04,2,prepaid,south,11,0
3162,19,9,617.53,4.17,3,prepaid,south,10,1
3163,24,59,174.86,25.36,1,prepaid,west,10,0
3164,45,49,618.32,54.03,2,prepaid,south,7,0
3165,31,34,841.44,11.03,2,prepaid,east,2,0
3166,35,4,562.09,38.62,1,postpaid,east,12,1
3167,57,19,905.25,23.37,2,prepaid,north,7,1
3168,31,69,944.08,31.5,3,postpaid,east,11,1
3169,27,63,491.47,8.42,3,prepaid,west,3,0
3170,50,71,379.54,16.41,7,prepaid,west,4,1
3171,48,77,678.66,19.56,0,prepaid,north,1,0
3172,32,52,328.98,46.26,3,postpaid,west,2,0
3173,29,61,318.51,13.91,0,postpaid,north,11,1
3174,44,26,774.22,52.7,2,prepaid,west,7,0
3175,47,47,150.2,50.16,7,postpaid,west,9,1
3176,54,29,773.56,26.71,4,postpaid,north,2,0
3177,64,5,224.5,0.61,7,prepaid,east,14,1
3178,59,76,657.15,49.39,0,postpaid,north,0,0
3179,68,72,724.91,12.5,3,postpaid,east,2,0
3180,51,43,550.94,1.99,2,postpaid,north,14,1
3181,52,76,283.58,10.64,5,postpaid,east,9,1
3182,30,11,859.53,38.74,2,postpaid,west,12,1
3183,63,12,888.76,32.95,4,postpaid,east,9,1
3184,68,60,643.12,25.41,6,prepaid,east,11,0
3185,55,16,565.85,46.81,4,postpaid,south,7,1
3186,38,53,131.82,52.39,0,prepaid,north,2,0
3187,51,40,319.23,6.34,7,postpaid,east,8,1
3188,46,79,921.2,33.58,2,prepaid,west,11,0
3189,28,24,983.92,45.53,2,postpaid,north,0,0
3190,26,23,172.59,5.18,2,prepaid,west,3,1
3191,57,59,813.08,48.85,0,postpaid,west,2,0
3192,39,46,157.93,59.0,3,postpaid,north,0,0
3193,44,69,196.42,28.65,2,postpaid,south,5,0
3194,51,55,690.03,52.4,1,postpaid,west,3,0
3195,66,52,619.56,32.51,7,prepaid,east,10,1
3196,46,70,748.67,8.13,7,postpaid,south,1,0
3197,61,82,822.02,15.82,5,postpaid,north,6,0
3198,36,54,884.97,41.88,1,prepaid,north,13,0
3199,53,55,786.68,14.74,0,postpaid,south,3,0
3200,21,13,434.49,8.06,5,prepaid,north,5,1
3201,29,29,976.28,34.19,7,postpaid,south,4,1
3202,39,25,253.39,9.17,2,postpaid,north,5,1
3203,55,36,886.08,26.8,4,prepaid,south,11,1
3204,33,66,912.89,36.92,7,postpaid,south,7,0
3205,44,72,537.62,21.94,2,prepaid,west,12,0
3206,23,12,575.79,21.37,3,prepaid,east,0,1
3207,55,10,265.22,6.81,3,prepaid,east,13,1
