monthly_income,credit_score,job_type,existing_loans,savings_ratio,creditworthy
57427,543,retired,2,0.43,0
16620,676,business,3,0.16,0
8386,315,salaried,1,0.27,0
125152,523,salaried,3,0.31,1
78425,465,salaried,1,0.31,1
32819,645,business,0,0.19,0
49355,883,business,3,0.51,1
14795,385,retired,2,0.31,0
112844,619,salaried,3,0.18,1
23625,555,business,4,0.39,0
78231,349,student,0,0.59,0
125195,703,business,1,0.56,1
90872,602,salaried,3,0.53,1
86431,606,business,4,0.14,0
67840,638,retired,4,0.06,0
79256,770,business,4,0.12,1
79188,740,salaried,2,0.5,1
134289,522,student,4,0.05,0
90809,645,business,2,0.2,1
28553,725,business,2,0.17,0
93193,516,retired,3,0.47,0
82865,651,salaried,1,0.3,1
107819,325,salaried,4,0.49,0
34331,325,business,3,0.1,0
102215,753,student,2,0.07,0
51032,743,business,1,0.11,1
11039,587,salaried,3,0.46,0
140353,395,salaried,1,0.12,1
66368,301,salaried,4,0.32,0
24752,582,business,4,0.33,0
28889,604,student,2,0.55,0
103013,397,salaried,2,0.38,1
74449,753,salaried,1,0.57,1
118598,620,student,3,0.48,1
49421,655,business,3,0.08,0
38769,784,salaried,2,0.36,1
73044,415,salaried,0,0.17,0
16250,697,business,3,0.55,0
103387,398,salaried,1,0.1,1
69722,687,salaried,0,0.34,1
77518,318,business,3,0.12,0
62917,758,business,1,0.18,1
115271,856,retired,4,0.43,1
39602,495,salaried,1,0.33,0
42538,549,salaried,4,0.1,0
55530,857,business,2,0.51,1
77586,756,student,0,0.39,1
27491,671,business,3,0.22,0
114891,814,salaried,3,0.39,1
71718,518,student,3,0.19,0
16665,554,salaried,3,0.29,0
52637,887,business,0,0.37,1
75584,839,business,3,0.31,1
80157,847,student,4,0.31,0
34830,634,salaried,2,0.41,0
128752,446,student,2,0.13,0
88910,388,business,3,0.58,1
37718,530,business,3,0.57,0
33364,884,business,0,0.28,1
104806,838,salaried,2,0.11,1
71926,392,business,0,0.25,0
139177,484,salaried,4,0.16,0
148814,738,student,1,0.32,1
39889,697,salaried,0,0.13,1
49353,413,business,2,0.34,0
126617,704,student,2,0.57,1
81085,503,student,1,0.33,0
44358,385,business,4,0.56,0
61662,622,student,0,0.17,0
113095,880,student,2,0.06,1
141899,509,business,3,0.4,1
112497,701,salaried,3,0.42,1
33249,475,salaried,0,0.15,0
133863,759,salaried,0,0.29,1
142727,755,student,4,0.22,1
106371,848,student,0,0.28,1
65864,775,business,2,0.26,1
130284,832,salaried,4,0.21,1
106381,764,student,1,0.27,1
83966,595,salaried,0,0.12,1
96900,465,student,2,0.2,0
17851,893,retired,2,0.29,0
130217,696,business,4,0.19,1
77472,820,business,4,0.0,1
100836,750,salaried,3,0.13,1
108559,783,salaried,4,0.23,1
18420,633,salaried,4,0.58,0
33480,758,salaried,2,0.22,0
97875,427,student,1,0.56,0
80535,826,business,3,0.34,1
123211,605,retired,1,0.55,1
52962,302,salaried,1,0.01,0
126050,647,salaried,3,0.08,1
104970,382,business,2,0.49,1
145924,471,salaried,3,0.57,1
145397,796,salaried,1,0.01,1
13043,362,salaried,1,0.47,0
20512,516,student,2,0.34,0
126113,570,business,0,0.16,1
120743,699,salaried,2,0.55,1
65066,657,student,2,0.27,0
43209,411,student,2,0.57,0
108522,682,student,3,0.58,1
39849,416,salaried,1,0.55,0
103731,322,salaried,4,0.3,0
49618,892,business,4,0.53,1
39186,617,salaried,3,0.36,0
139620,655,retired,4,0.41,1
96765,313,salaried,1,0.49,1
42651,688,salaried,2,0.39,1
69303,556,salaried,1,0.47,1
86985,581,business,4,0.27,0
41718,343,business,3,0.11,0
79101,607,business,4,0.2,0
59260,768,student,3,0.06,0
119801,346,salaried,0,0.59,1
26359,718,business,3,0.16,0
15359,329,salaried,1,0.04,0
43527,430,business,0,0.52,0
61983,678,retired,0,0.37,1
69205,316,salaried,0,0.48,0
68674,340,business,4,0.35,0
63026,874,salaried,1,0.56,1
13243,666,student,2,0.48,0
60915,467,salaried,2,0.11,0
45853,894,business,1,0.23,1
56290,640,salaried,3,0.6,1
16639,544,student,2,0.46,0
27545,641,business,4,0.31,0
129383,369,salaried,2,0.27,1
98654,436,retired,4,0.43,0
112798,893,student,4,0.12,1
56678,683,business,1,0.58,1
123324,437,salaried,0,0.26,1
138239,605,salaried,2,0.5,1
92644,620,retired,0,0.45,1
49324,894,salaried,1,0.31,1
111344,533,salaried,3,0.26,1
99718,771,salaried,4,0.44,1
128567,612,student,2,0.18,0
106941,626,salaried,2,0.39,1
8375,379,student,0,0.29,0
145522,892,retired,2,0.26,1
114338,700,salaried,3,0.51,1
13975,845,student,0,0.34,0
70959,449,retired,0,0.43,0
55438,473,business,1,0.03,0
73637,815,salaried,1,0.18,1
35444,504,salaried,4,0.46,0
115844,705,salaried,4,0.2,1
74601,527,salaried,1,0.34,1
58611,501,salaried,3,0.13,0
141660,413,business,1,0.01,1
106929,593,salaried,0,0.6,1
109517,772,student,3,0.24,0
98898,473,business,2,0.52,1
79282,543,student,3,0.23,0
105937,550,business,4,0.48,1
54535,655,student,4,0.44,0
122341,788,salaried,0,0.45,1
143332,422,business,3,0.31,1
115786,625,salaried,4,0.25,1
34077,833,retired,2,0.14,0
10363,737,salaried,3,0.26,0
115987,581,business,3,0.56,1
31468,461,student,0,0.59,0
102806,512,salaried,3,0.47,1
146913,804,salaried,1,0.29,1
145611,704,student,0,0.23,1
14640,761,student,1,0.51,0
106202,449,retired,4,0.46,0
30151,548,business,4,0.24,0
120943,550,business,3,0.38,1
93245,587,student,0,0.28,0
29997,355,business,3,0.36,0
132947,820,business,2,0.22,1
8422,400,retired,2,0.32,0
90935,742,salaried,3,0.22,1
104257,426,student,0,0.47,1
36501,650,salaried,1,0.3,0
90448,704,student,3,0.1,0
68796,400,business,1,0.16,0
126512,884,student,2,0.23,1
19436,736,salaried,3,0.16,0
130798,751,business,2,0.17,1
99474,773,student,1,0.39,1
51880,812,salaried,1,0.52,1
35457,732,salaried,4,0.29,0
17191,403,student,3,0.43,0
15880,335,salaried,4,0.05,0
40717,523,salaried,0,0.5,1
40628,312,salaried,2,0.24,0
116218,704,student,0,0.22,1
45375,468,student,0,0.32,0
137424,429,salaried,0,0.22,1
112877,663,retired,2,0.36,1
55545,632,student,3,0.13,0
95717,803,student,1,0.2,1
9361,898,salaried,2,0.2,1
43255,722,salaried,2,0.3,0
38347,720,salaried,4,0.04,0
129180,407,business,3,0.57,1
18872,427,retired,4,0.17,0
80407,304,student,0,0.42,0
66809,895,student,4,0.23,0
97248,364,business,1,0.08,0
108623,604,retired,2,0.5,1
148579,491,business,1,0.54,1
92069,468,business,3,0.4,1
89105,501,salaried,0,0.55,1
53170,380,salaried,2,0.55,0
56339,736,business,1,0.11,1
63284,593,salaried,1,0.42,1
134258,631,retired,4,0.23,1
9954,896,retired,3,0.4,0
141522,620,salaried,2,0.5,1
18349,499,student,4,0.49,0
124381,803,salaried,4,0.07,1
127896,553,student,0,0.47,1
93434,715,salaried,4,0.49,1
129350,893,student,1,0.17,1
78869,486,salaried,2,0.46,0
77022,579,student,1,0.21,0
117573,484,salaried,4,0.37,0
62922,721,retired,3,0.42,0
58999,429,student,1,0.2,0
105403,790,salaried,0,0.14,1
60445,798,retired,1,0.13,1
139682,615,salaried,0,0.32,1
40053,689,student,1,0.36,0
45054,773,business,0,0.11,1
118147,642,student,3,0.25,0
36286,843,salaried,1,0.29,1
22785,381,salaried,1,0.01,0
44587,464,business,0,0.35,1
77052,366,business,4,0.55,0
118275,471,retired,3,0.34,1
11344,461,student,1,0.6,0
31033,722,student,4,0.55,0
59734,788,salaried,2,0.43,1
122562,322,salaried,3,0.03,0
11597,896,student,0,0.47,1
25544,688,business,1,0.34,0
20319,885,student,0,0.29,0
101203,564,salaried,4,0.27,0
44592,758,salaried,0,0.24,1
131914,853,business,0,0.02,1
39977,467,student,4,0.49,0
89160,791,student,3,0.07,0
103304,686,salaried,3,0.22,1
68182,477,student,3,0.25,0
19545,768,salaried,2,0.12,0
84541,352,business,2,0.36,0
57046,586,salaried,1,0.43,1
12033,672,business,1,0.05,0
23273,880,student,2,0.04,0
148215,327,student,1,0.1,0
