lead_time_days,num_nights,num_guests,room_type,avg_daily_rate,cancelled
84,9,2,suite,63.35,0
56,13,4,deluxe,433.58,0
155,13,2,deluxe,79.75,0
222,10,1,standard,265.67,1
121,12,4,standard,209.29,0
32,10,1,suite,228.51,0
58,13,3,standard,247.19,0
0,6,4,suite,344.45,0
139,6,1,standard,120.77,0
278,12,3,standard,95.25,1
269,12,1,family,111.19,1
164,6,3,suite,181.27,0
260,6,1,standard,171.01,1
45,2,1,family,250.96,0
4,12,5,deluxe,286.92,0
285,10,3,suite,75.95,0
4,13,3,family,229.74,0
96,11,1,suite,357.94,0
299,2,2,deluxe,321.6,1
169,1,4,deluxe,174.15,0
269,11,3,standard,224.12,1
360,4,4,standard,309.55,1
273,3,2,deluxe,190.54,1
5,8,2,family,86.52,0
331,8,5,deluxe,375.33,1
182,9,2,deluxe,499.12,1
92,6,3,suite,156.54,0
38,10,3,suite,252.46,0
325,6,3,standard,371.73,1
239,11,4,standard,65.15,0
166,11,5,deluxe,54.96,1
213,5,2,standard,264.43,1
159,2,1,deluxe,216.37,1
233,7,5,standard,443.55,1
279,4,4,standard,122.68,1
36,9,1,standard,435.06,0
294,5,3,family,410.08,1
127,7,1,standard,131.3,1
352,3,2,family,483.0,1
224,7,1,standard,197.27,0
2,4,1,standard,197.31,0
298,3,4,standard,153.6,1
68,3,4,family,253.01,0
57,8,5,suite,412.54,0
191,8,5,deluxe,446.3,0
69,13,5,standard,407.2,0
191,6,4,standard,394.81,0
336,2,5,standard,205.06,1
300,12,1,deluxe,219.13,1
170,7,4,deluxe,160.12,0
314,10,3,standard,428.42,1
222,13,5,suite,346.66,1
179,6,5,standard,423.26,1
124,1,4,deluxe,141.6,1
73,11,4,suite,412.21,0
351,2,3,deluxe,486.0,1
236,4,2,standard,322.96,1
98,6,4,deluxe,426.3,1
277,7,3,suite,150.5,1
121,3,3,deluxe,68.77,0
72,10,4,standard,474.12,0
146,12,2,standard,134.88,0
121,2,4,family,157.61,1
247,7,3,standard,389.7,1
83,4,4,deluxe,375.85,1
242,2,2,standard,480.39,1
300,12,1,standard,300.62,1
98,3,5,standard,411.56,0
228,4,2,standard,128.82,1
108,10,1,family,355.26,0
181,4,4,deluxe,490.19,1
79,11,2,standard,330.49,1
22,12,2,deluxe,342.22,0
290,2,5,standard,307.44,1
277,9,3,family,262.44,1
242,3,2,deluxe,296.11,1
180,2,1,deluxe,330.29,1
293,2,2,standard,121.58,1
81,5,3,suite,227.83,0
143,4,1,standard,157.06,1
290,2,4,suite,60.02,1
252,8,5,deluxe,50.69,1
123,2,3,deluxe,79.32,0
348,6,2,deluxe,290.95,1
175,2,4,deluxe,405.23,0
338,12,3,standard,485.18,1
19,12,3,standard,195.15,0
347,2,5,standard,296.87,1
165,2,3,suite,116.11,1
25,11,1,standard,211.03,0
277,10,2,family,55.26,1
155,7,5,standard,370.06,1
189,7,4,standard,70.54,1
41,13,1,deluxe,371.76,0
174,9,5,family,493.95,1
234,7,5,deluxe,488.45,0
133,1,4,suite,69.76,0
15,9,5,standard,132.89,0
134,6,3,deluxe,117.55,0
116,7,2,family,404.1,0
227,3,4,deluxe,338.46,0
197,8,4,family,355.76,0
100,5,2,standard,53.82,0
3,10,5,deluxe,316.64,0
4,4,1,standard,274.2,0
225,12,1,standard,94.26,0
172,3,2,deluxe,481.86,1
78,11,2,deluxe,66.46,0
228,8,2,standard,359.87,1
177,10,5,deluxe,255.77,1
187,13,1,standard,377.02,0
238,11,2,deluxe,183.04,0
34,7,4,standard,439.41,0
71,2,4,standard,271.3,1
280,13,4,standard,296.85,1
173,12,5,standard,292.18,1
313,3,3,deluxe,354.37,1
273,13,5,deluxe,359.04,1
31,1,1,standard,93.05,0
140,11,3,standard,128.79,0
110,1,2,standard,383.94,1
256,8,1,standard,132.39,1
174,9,4,standard,340.66,0
116,2,5,suite,396.83,0
8,4,4,standard,340.56,0
306,10,5,standard,256.29,1
363,5,4,deluxe,200.6,1
263,1,2,standard,128.69,1
21,13,4,suite,369.27,0
188,8,2,standard,467.98,1
49,5,4,standard,469.6,1
173,8,4,deluxe,302.27,0
364,11,4,deluxe,102.34,1
321,7,5,family,474.74,1
273,11,2,family,96.14,1
331,5,3,suite,213.15,1
307,7,1,deluxe,136.34,1
348,7,3,deluxe,207.37,1
359,8,4,family,252.64,1
319,6,1,deluxe,305.33,1
161,10,5,deluxe,385.69,0
316,3,2,suite,469.55,1
118,1,5,standard,105.51,1
113,2,1,deluxe,291.05,0
101,13,5,deluxe,489.48,0
104,13,4,family,254.76,0
305,1,4,standard,201.11,0
142,2,5,suite,422.45,1
52,13,4,suite,167.0,0
44,9,1,deluxe,352.75,0
153,10,2,family,299.61,0
238,4,5,standard,262.19,1
339,1,5,deluxe,323.65,1
19,13,4,standard,175.36,0
248,3,3,deluxe,369.21,1
287,2,4,standard,367.0,1
188,3,4,standard,251.55,1
223,5,4,deluxe,70.1,0
72,9,4,standard,300.96,1
329,5,3,standard,78.01,1
283,2,4,deluxe,188.57,1
50,2,3,family,296.79,0
206,7,3,deluxe,444.19,1
174,3,4,suite,315.34,1
137,13,2,standard,491.07,0
161,13,5,deluxe,251.84,0
332,8,5,standard,69.86,1
20,2,3,deluxe,87.57,0
284,4,1,family,163.08,1
138,4,1,family,373.77,0
314,8,1,standard,228.75,1
151,7,4,standard,278.9,1
150,8,1,deluxe,324.09,0
0,4,2,deluxe,297.69,0
191,2,1,deluxe,297.81,1
351,4,5,deluxe,485.9,1
328,4,5,suite,160.51,1
187,12,1,standard,294.69,0
102,8,1,standard,145.68,0
324,11,1,standard,281.08,1
302,4,4,standard,119.69,1
74,2,4,family,211.35,1
138,5,4,standard,211.77,1
141,7,4,deluxe,142.37,1
157,4,3,deluxe,201.19,0
243,12,2,standard,454.96,1
28,12,2,deluxe,258.55,0
41,8,3,deluxe,180.08,0
330,12,1,standard,499.54,1
82,12,1,suite,436.79,0
41,6,4,standard,165.0,0
68,2,3,standard,275.76,0
128,12,5,deluxe,273.01,0
133,10,3,standard,69.06,0
23,6,1,standard,132.4,0
153,10,4,standard,304.22,1
113,1,5,standard,116.28,0
99,7,1,deluxe,107.92,0
19,7,4,standard,441.42,0
139,5,2,suite,429.92,0
291,11,5,standard,229.26,1
65,7,1,deluxe,94.58,0
107,3,2,family,299.06,0
284,1,3,standard,292.34,1
16,8,4,standard,205.8,0
271,6,3,standard,328.69,1
19,7,1,family,54.33,0
9,12,5,standard,410.72,0
196,5,2,standard,286.48,1
274,6,4,suite,83.74,1
163,5,1,deluxe,98.56,0
153,1,2,suite,331.29,0
305,3,5,standard,312.88,1
125,11,2,family,197.51,0
266,8,4,standard,146.59,1
135,6,2,deluxe,412.49,0
40,9,4,standard,110.25,0
162,5,4,family,337.17,0
24,6,2,standard,143.18,0
315,13,2,standard,247.08,1
343,3,3,standard,88.55,1
239,1,4,deluxe,114.35,1
258,2,1,standard,190.99,1
194,5,5,standard,255.25,1
199,3,2,deluxe,205.91,1
91,13,4,standard,248.28,0
339,6,4,standard,370.2,1
80,12,3,deluxe,304.15,0
102,9,3,suite,105.64,0
218,7,5,standard,101.22,0
330,12,1,suite,363.18,1
77,13,2,family,392.16,0
145,1,2,standard,141.69,1
177,3,1,suite,233.52,0
0,12,3,standard,413.0,0
316,7,5,suite,65.83,1
227,5,3,standard,149.06,1
201,1,1,standard,481.52,0
256,11,2,standard,310.61,1
286,2,2,family,261.08,1
89,13,1,deluxe,105.65,0
335,4,3,standard,270.19,1
290,1,3,standard,436.97,1
119,7,2,suite,396.54,0
354,10,4,standard,60.76,1
240,5,5,standard,144.38,1
3,11,4,family,195.92,0
177,3,4,family,293.69,1
92,7,3,deluxe,372.32,0
48,7,2,standard,188.79,0
76,11,2,family,469.65,0
210,7,4,deluxe,53.88,0
304,2,3,standard,147.04,1
90,5,2,deluxe,463.95,0
193,12,5,suite,151.04,0
337,6,5,standard,327.1,1
227,11,3,deluxe,200.07,1
35,10,1,deluxe,79.45,0
222,13,2,family,187.35,0
216,10,4,suite,389.63,0
187,2,1,standard,225.26,1
161,8,3,standard,142.81,0
112,1,5,deluxe,468.72,1
239,10,1,deluxe,277.53,0
87,13,2,standard,225.72,0
64,7,3,deluxe,209.68,0
36,5,4,standard,205.51,0
218,1,3,deluxe,78.07,0
128,12,4,deluxe,231.03,1
324,1,2,standard,208.38,1
149,8,2,standard,388.9,1
272,9,1,standard,257.71,1
239,10,1,standard,161.67,1
292,1,5,deluxe,116.03,1
351,5,4,deluxe,310.85,1
343,5,1,standard,76.58,1
324,12,3,standard,352.31,0
108,9,2,standard,391.97,0
172,9,4,standard,486.08,1
48,13,2,standard,433.15,0
263,5,5,standard,331.05,1
125,7,3,deluxe,345.1,0
118,5,1,family,310.27,0
302,9,1,standard,67.44,1
156,7,2,deluxe,260.91,0
138,9,3,family,266.52,0
334,13,2,deluxe,462.8,1
30,12,1,standard,209.66,0
188,6,3,standard,289.82,1
344,3,4,standard,358.89,1
205,9,3,standard,155.39,1
68,13,5,deluxe,192.89,0
337,7,5,suite,314.95,1
298,4,5,deluxe,160.79,1
273,9,2,family,495.09,1
157,12,3,suite,324.66,0
27,6,1,standard,235.97,0
181,2,1,deluxe,74.45,0
335,4,2,family,243.99,1
45,4,5,deluxe,128.96,0
253,13,5,standard,427.14,1
250,8,5,suite,305.31,0
255,4,3,standard,62.65,0
358,2,4,deluxe,280.8,1
17,9,2,standard,188.1,0
301,2,5,deluxe,326.39,1
149,5,2,standard,285.65,0
283,13,2,family,248.6,0
94,4,5,deluxe,285.03,1
201,6,5,standard,481.06,0
222,8,1,suite,386.09,1
3,8,2,standard,85.48,0
358,8,2,standard,491.91,1
117,8,5,deluxe,213.47,0
107,6,5,standard,166.19,0
58,9,3,standard,136.71,0
159,5,5,deluxe,453.28,0
28,12,2,family,279.16,0
362,7,3,suite,241.53,1
159,2,4,suite,406.06,1
343,6,2,family,219.61,1
136,3,1,standard,215.86,1
286,13,2,suite,162.24,0
289,13,4,deluxe,446.27,1
247,3,3,standard,341.98,1
336,5,3,standard,475.15,1
138,12,1,family,462.45,1
234,10,3,suite,399.01,0
72,3,5,suite,221.9,0
78,3,5,deluxe,398.43,0
356,2,3,deluxe,382.75,1
124,10,1,standard,84.47,0
126,11,4,family,483.56,0
323,10,4,standard,107.29,1
358,2,4,deluxe,150.61,1
194,4,1,family,252.88,1
13,12,2,family,446.98,0
36,3,5,standard,250.14,1
144,7,4,suite,269.47,1
75,6,5,standard,94.25,0
121,10,2,deluxe,334.84,0
50,1,1,suite,238.62,0
22,3,2,family,347.55,0
299,4,5,family,448.31,1
122,5,3,standard,144.28,0
90,9,5,family,249.07,0
128,12,3,family,137.43,0
157,1,3,deluxe,93.99,1
286,11,2,standard,468.06,1
108,13,3,deluxe,189.49,0
305,13,5,deluxe,461.77,0
112,8,5,family,110.34,0
34,2,1,standard,203.72,0
205,13,3,standard,129.54,0
309,9,5,deluxe,223.59,1
150,8,1,suite,417.35,0
106,1,1,family,419.52,1
364,3,3,deluxe,273.17,1
114,8,1,standard,460.96,1
265,1,2,standard,142.6,1
298,11,3,standard,157.95,1
200,1,5,deluxe,400.76,1
295,12,4,deluxe,150.14,1
283,7,1,standard,76.08,1
72,8,1,deluxe,263.96,0
305,7,4,deluxe,83.47,1
25,11,2,deluxe,62.35,0
356,1,4,standard,430.81,1
38,8,2,deluxe,258.93,0
97,1,3,deluxe,77.78,0
185,13,4,standard,90.38,0
208,8,2,standard,391.28,1
112,3,3,standard,278.62,0
22,1,3,deluxe,492.78,0
282,7,4,family,163.59,1
79,5,4,standard,449.31,1
64,6,2,standard,132.95,0
99,2,5,suite,50.58,1
326,11,4,standard,251.41,1
322,13,2,suite,180.7,1
267,2,4,suite,220.39,1
195,8,4,standard,310.55,1
63,4,3,standard,188.67,0
299,9,3,deluxe,155.06,1
308,13,5,suite,439.41,0
349,6,3,suite,346.67,1
263,12,4,family,393.49,1
259,7,3,standard,377.17,1
351,1,1,family,204.28,1
27,1,5,standard,134.32,0
26,7,2,deluxe,238.78,0
325,8,5,standard,275.51,1
6,13,5,deluxe,205.17,0
29,12,5,suite,408.63,0
162,3,2,standard,398.83,0
39,3,5,family,499.13,0
291,6,3,standard,89.82,1
342,3,4,suite,105.68,1
171,1,1,standard,113.52,0
160,10,2,family,64.41,1
251,7,3,deluxe,425.12,0
329,13,4,family,179.49,1
10,9,4,family,499.41,0
24,13,5,suite,450.62,0
274,10,2,standard,489.09,1
190,3,3,deluxe,63.87,1
128,11,1,deluxe,134.02,0
363,11,4,deluxe,196.33,1
0,3,3,family,279.59,0
304,7,5,deluxe,214.08,1
10,13,2,family,349.25,0
199,3,4,standard,442.73,1
227,3,3,deluxe,274.31,1
0,13,1,standard,295.53,0
139,8,5,standard,271.25,0
304,5,1,deluxe,406.79,1
1,3,4,standard,101.9,0
341,7,5,deluxe,141.38,1
169,13,1,standard,470.77,0
236,10,5,standard,111.73,0
221,10,2,standard,416.64,1
325,13,1,family,198.85,0
102,2,2,suite,78.42,0
219,12,1,standard,266.95,0
69,8,4,deluxe,353.11,0
11,1,4,standard,448.37,0
22,10,2,standard,118.76,0
127,12,3,family,228.35,0
204,8,4,standard,419.99,1
322,10,3,standard,67.68,1
116,3,4,suite,449.54,0
241,3,1,standard,87.32,0
126,8,5,suite,311.09,0
160,5,1,standard,157.07,1
66,13,5,standard,488.9,0
242,4,2,deluxe,171.65,1
301,6,2,standard,427.88,1
341,6,5,standard,346.9,1
202,7,2,standard,456.39,0
318,8,4,suite,358.17,1
51,7,3,deluxe,493.05,0
145,12,3,standard,287.25,1
259,11,4,standard,368.57,1
251,4,4,standard,415.5,1
47,5,1,standard,226.63,0
339,1,1,standard,434.54,1
335,2,1,suite,476.48,1
301,7,3,standard,294.87,1
229,4,5,standard,225.95,1
156,4,3,standard,471.02,1
296,13,3,deluxe,359.25,1
132,10,1,suite,234.84,0
346,3,2,deluxe,180.58,1
228,11,4,deluxe,193.69,0
183,10,5,deluxe,348.04,0
237,9,3,standard,288.93,1
334,8,2,family,497.8,1
18,5,3,deluxe,325.28,1
101,5,1,standard,351.8,1
208,3,5,deluxe,265.16,1
256,4,2,deluxe,164.15,1
149,5,5,family,253.08,1
79,5,4,family,259.94,0
215,7,1,suite,353.27,1
2,12,2,standard,331.69,0
149,6,4,standard,121.73,1
344,12,2,suite,267.31,0
363,13,5,standard,474.49,1
154,7,4,suite,452.85,1
238,9,3,standard,475.35,0
283,13,3,standard,284.85,1
154,13,5,deluxe,433.64,1
286,11,3,standard,133.89,1
181,12,2,standard,150.15,1
227,9,5,deluxe,298.33,1
169,7,2,standard,318.37,1
3,5,3,standard,87.18,0
125,8,4,deluxe,368.91,0
94,8,4,family,221.93,0
349,1,4,family,151.97,1
222,11,2,family,172.17,0
55,11,1,suite,201.02,0
272,4,3,suite,267.62,0
256,11,3,suite,388.07,1
141,5,5,deluxe,428.5,0
340,6,5,standard,459.56,1
125,8,3,standard,452.42,0
344,5,5,deluxe,139.23,1
3,8,2,standard,66.04,0
242,9,5,deluxe,252.34,1
87,10,5,standard,206.76,0
362,10,1,suite,279.02,1
44,2,4,family,315.28,0
232,12,5,deluxe,224.94,1
303,1,5,suite,168.56,1
35,10,2,standard,266.03,1
276,8,3,deluxe,277.95,1
292,5,3,deluxe,484.95,1
1,10,5,suite,388.61,0
128,11,3,standard,183.21,0
307,2,5,standard,213.24,1
100,10,5,standard,71.02,0
190,8,2,suite,147.43,0
334,11,1,standard,65.88,1
169,12,5,family,440.68,0
142,4,5,standard,263.41,1
360,10,4,deluxe,264.69,1
246,13,5,family,162.13,0
53,6,4,deluxe,305.63,0
72,1,3,standard,132.84,0
8,13,1,standard,394.33,0
162,10,1,suite,418.96,0
145,9,3,deluxe,129.64,0
250,9,3,standard,408.96,1
105,9,4,standard,51.05,0
315,8,3,standard,316.57,1
88,5,4,suite,470.36,0
222,1,3,standard,194.29,1
28,10,4,standard,112.55,0
240,12,3,deluxe,190.36,0
109,1,1,deluxe,435.4,1
303,8,5,family,281.73,1
35,2,4,suite,251.45,0
62,11,4,standard,95.49,0
185,13,5,suite,462.37,0
81,2,4,standard,73.17,0
342,6,2,suite,265.97,1
310,2,1,standard,269.03,1
360,11,3,standard,307.65,1
320,4,5,suite,366.14,1
149,8,1,standard,212.62,1
271,6,4,standard,260.88,1
333,10,4,standard,129.51,1
98,3,4,family,370.84,0
67,11,4,standard,76.3,0
149,5,5,suite,100.3,0
253,3,5,deluxe,464.8,1
180,1,5,deluxe,330.78,1
339,12,2,standard,456.41,1
269,7,3,family,405.49,1
158,13,2,deluxe,412.3,0
215,1,2,deluxe,374.74,1
188,6,3,family,406.86,1
205,1,1,standard,166.52,1
175,1,2,suite,170.76,1
189,11,1,suite,276.97,0
65,2,5,family,477.54,0
82,9,4,suite,390.07,0
315,10,4,deluxe,430.78,1
74,11,5,suite,324.61,0
39,2,4,suite,246.06,0
201,9,3,family,382.83,0
182,13,5,family,448.49,0
251,6,5,suite,174.47,1
355,10,4,deluxe,84.53,0
105,9,1,suite,384.91,0
267,11,2,family,113.31,0
275,5,4,suite,490.83,1
246,12,1,deluxe,110.72,0
283,8,1,suite,280.61,0
200,8,5,suite,388.07,1
146,7,1,deluxe,197.94,1
240,6,4,deluxe,93.49,1
20,9,1,family,146.65,0
127,2,3,deluxe,335.46,1
142,5,4,family,248.45,1
208,9,1,deluxe,86.43,0
61,6,3,standard,53.54,0
102,2,3,deluxe,252.85,0
36,7,4,family,272.29,0
361,8,3,standard,95.69,1
134,2,1,suite,354.92,0
268,3,4,standard,255.71,1
190,10,1,suite,266.45,0
100,8,2,deluxe,253.42,0
248,7,5,standard,175.13,1
309,2,2,family,487.99,1
71,12,2,standard,455.53,1
2,2,3,standard,50.11,0
360,2,1,suite,470.28,1
61,2,2,standard,471.71,0
315,3,2,standard,253.66,1
64,9,3,standard,444.55,1
81,8,3,deluxe,185.22,0
22,12,5,family,307.82,0
46,2,3,deluxe,177.49,0
193,7,5,suite,316.91,1
115,12,4,family,450.57,1
247,8,4,suite,204.72,0
60,10,4,suite,275.62,0
257,12,5,family,393.99,1
179,7,1,deluxe,448.05,1
274,10,1,standard,293.18,1
240,4,2,suite,155.61,1
212,10,5,standard,262.36,1
99,8,2,standard,430.35,1
352,11,3,suite,199.19,0
251,7,2,deluxe,107.97,1
282,13,1,suite,185.4,0
197,4,4,family,146.48,0
64,2,1,family,230.45,0
27,9,2,deluxe,392.59,0
173,4,2,family,270.92,1
74,2,4,standard,83.03,0
46,8,1,deluxe,308.13,0
300,11,1,deluxe,211.26,0
166,3,5,suite,219.58,1
270,6,5,standard,295.45,0
347,2,5,family,192.22,1
307,5,5,standard,460.03,1
73,2,2,deluxe,370.15,1
27,2,1,standard,452.64,0
131,13,2,standard,241.51,1
107,1,3,deluxe,292.2,0
23,10,3,standard,177.95,0
300,2,1,standard,210.21,1
111,7,3,standard,107.65,0
247,2,4,standard,463.72,1
315,4,4,standard,305.44,1
194,10,1,standard,482.14,1
175,3,2,standard,381.79,0
194,9,5,family,206.95,1
341,4,1,suite,70.31,1
26,11,1,deluxe,435.26,0
59,11,3,standard,120.26,0
336,3,4,suite,128.18,1
231,9,2,deluxe,80.64,1
200,5,4,deluxe,175.77,0
240,9,3,deluxe,190.24,1
222,5,2,deluxe,166.79,1
29,6,4,family,443.91,0
209,2,4,suite,438.1,1
42,2,2,deluxe,104.83,0
21,7,4,standard,70.22,0
202,6,1,standard,403.88,0
304,8,2,family,350.03,0
60,4,5,suite,215.18,0
54,7,5,standard,402.35,0
62,9,4,family,236.74,1
31,9,4,deluxe,197.68,1
159,13,3,standard,459.93,1
56,9,3,standard,339.25,0
299,6,4,suite,168.39,1
173,2,2,family,322.98,0
343,4,5,deluxe,332.95,1
258,10,5,standard,393.56,0
278,4,2,standard,388.02,1
222,11,2,standard,421.17,0
138,7,2,deluxe,169.46,0
12,2,2,deluxe,392.84,0
351,13,5,standard,192.44,1
324,3,2,standard,307.81,1
14,5,2,family,465.44,0
110,3,3,deluxe,419.35,1
15,2,4,deluxe,399.24,1
364,2,2,family,329.68,1
362,9,3,standard,278.5,1
358,8,4,standard,388.82,1
191,10,2,standard,487.6,1
77,2,5,standard,95.2,0
301,8,2,standard,288.49,1
172,8,5,deluxe,303.78,1
1,9,3,deluxe,414.56,0
206,11,3,standard,352.99,0
214,7,3,suite,283.25,1
104,12,2,deluxe,389.11,0
139,10,2,suite,77.39,0
249,10,1,standard,449.38,1
71,2,4,suite,463.95,0
55,12,2,family,243.06,0
264,5,1,suite,104.47,1
281,7,5,deluxe,445.32,1
239,8,3,standard,442.13,1
179,10,3,suite,81.09,0
180,3,1,deluxe,66.31,0
187,10,3,deluxe,89.88,1
224,3,5,deluxe,492.57,1
40,7,5,deluxe,304.96,0
357,2,5,standard,466.4,1
209,11,1,suite,434.23,0
207,1,2,standard,180.29,1
256,2,4,deluxe,74.21,1
16,4,3,standard,285.69,0
122,1,3,suite,206.52,0
222,7,4,deluxe,251.79,1
98,11,1,family,461.96,0
237,3,4,family,179.63,1
238,6,3,deluxe,304.83,1
181,3,3,suite,202.03,1
288,1,4,standard,286.99,1
294,11,4,family,455.31,1
114,13,5,suite,328.03,0
144,2,1,suite,52.25,0
353,2,3,standard,476.07,1
