cement_kg,water_kg,age_days,mix_type,aggregate_kg,compressive_strength
447.1,197.8,54,standard,1176.3,56.74
489.5,248.5,197,standard,769.4,59.12
477.6,189.5,48,highperf,1178.6,72.5
343.0,178.3,326,standard,809.1,50.43
410.5,211.5,136,standard,964.9,59.49
323.7,211.9,56,highperf,837.4,54.47
478.7,148.1,188,standard,879.4,70.5
387.3,114.1,334,standard,1110.2,64.5
278.2,184.8,204,standard,931.7,45.38
106.1,147.9,46,standard,800.7,31.5
269.3,240.3,209,standard,751.7,40.61
245.4,244.1,264,highperf,1038.1,49.28
477.8,206.5,285,highperf,1112.7,72.47
173.1,233.4,193,highperf,1088.7,43.46
447.0,218.3,204,standard,972.7,55.82
437.8,168.8,203,lightweight,821.1,55.75
381.9,146.1,186,standard,701.6,58.43
465.1,185.4,194,standard,878.8,64.19
405.7,128.0,340,lightweight,1129.5,61.59
409.4,152.1,228,lightweight,1120.7,58.11
486.5,245.5,123,standard,1173.9,58.16
146.3,213.1,40,highperf,733.9,38.76
165.7,245.8,353,standard,963.9,40.45
206.6,182.1,36,standard,905.1,37.34
325.2,171.8,121,highperf,1068.0,60.92
418.8,229.7,307,standard,1057.9,61.24
469.4,105.0,23,standard,819.3,63.66
368.7,190.4,150,lightweight,743.0,45.5
221.3,205.3,267,highperf,906.8,55.65
174.6,125.7,3,highperf,839.0,38.55
119.3,117.0,2,highperf,720.5,29.99
403.2,202.2,333,standard,1004.7,66.39
157.8,237.5,20,standard,1037.0,24.85
247.1,191.4,54,lightweight,987.8,34.68
277.0,135.3,344,standard,922.0,49.89
209.7,156.6,19,lightweight,1154.4,34.78
350.1,170.3,42,standard,945.2,43.55
266.2,249.4,111,highperf,1046.8,52.38
435.6,175.1,110,highperf,1074.3,70.24
476.9,174.9,67,highperf,1181.2,74.52
279.3,133.3,132,standard,1123.9,57.46
355.7,241.0,32,standard,780.3,52.78
172.8,196.1,235,highperf,1109.7,44.02
161.2,121.1,94,lightweight,950.8,36.14
199.3,176.0,209,highperf,916.9,50.71
131.3,248.7,39,highperf,1119.7,35.43
390.8,130.5,305,standard,748.5,60.44
422.9,214.1,249,highperf,741.3,65.73
108.0,188.8,277,highperf,815.2,41.17
139.4,249.9,100,lightweight,1072.2,30.58
223.7,192.5,132,standard,833.6,45.74
424.0,158.9,168,standard,731.0,58.44
207.7,192.7,355,highperf,849.6,50.67
118.5,215.6,56,highperf,864.6,35.07
373.2,183.9,23,highperf,784.8,56.6
476.2,201.6,62,lightweight,1060.4,61.54
177.6,125.1,17,standard,1071.9,37.47
133.2,101.7,265,lightweight,1095.4,34.62
317.7,176.5,170,lightweight,1000.6,44.35
162.3,206.9,56,highperf,1178.6,46.4
359.9,139.6,168,standard,1012.3,55.57
433.8,155.2,301,standard,782.4,54.84
198.1,131.2,182,lightweight,714.6,32.72
354.6,249.4,215,standard,1015.1,52.7
175.9,198.1,301,standard,891.9,40.51
401.7,111.1,2,standard,808.4,45.2
199.8,222.7,364,standard,1073.2,47.18
115.4,182.9,330,standard,1042.5,44.03
425.4,234.9,166,highperf,1160.0,64.26
177.9,186.2,137,highperf,1058.8,51.01
343.9,147.1,221,standard,1062.2,52.93
261.6,220.4,188,standard,1109.7,47.99
463.3,190.0,77,standard,789.5,57.5
478.9,199.4,116,standard,728.5,58.27
301.7,101.7,35,standard,714.3,43.44
237.5,123.0,347,lightweight,1156.4,47.54
431.5,103.8,18,standard,1082.4,67.12
146.5,128.2,234,lightweight,1070.7,37.06
355.8,111.9,170,highperf,701.6,63.01
390.1,139.1,163,lightweight,713.0,53.69
496.6,183.3,228,standard,906.0,63.9
422.5,146.9,68,standard,1159.4,62.86
347.3,228.9,112,lightweight,966.6,48.35
243.6,171.3,185,highperf,853.1,54.44
364.4,209.5,211,lightweight,1100.0,54.73
379.7,105.7,322,highperf,839.7,67.61
254.2,225.8,138,lightweight,1086.9,35.12
173.3,216.7,280,standard,1070.5,41.67
316.7,215.5,176,standard,948.0,47.35
444.3,173.4,197,standard,998.4,63.55
471.4,126.0,250,standard,714.3,66.35
160.3,168.8,223,standard,726.6,32.17
350.1,174.6,182,standard,727.8,52.29
174.4,187.9,124,standard,1056.9,40.22
140.6,185.2,96,standard,808.1,32.0
174.6,167.0,340,standard,1049.1,42.52
217.3,133.7,139,standard,1100.9,53.36
308.4,213.0,154,highperf,918.4,54.02
419.7,191.5,285,highperf,921.8,67.79
383.4,189.3,102,standard,741.2,54.69
383.7,164.0,364,lightweight,1176.2,48.04
384.0,124.2,91,lightweight,1087.9,53.1
162.7,126.7,133,standard,993.1,43.1
134.6,185.2,61,highperf,1018.5,42.91
260.9,192.9,187,standard,821.4,36.51
445.6,162.6,292,lightweight,848.2,57.43
262.4,215.9,265,standard,800.9,39.07
188.4,186.2,295,standard,1000.1,42.92
316.1,247.7,289,standard,1100.3,48.33
257.6,155.8,323,standard,794.8,52.11
385.1,236.3,110,standard,1114.6,53.6
178.9,243.1,221,highperf,944.4,38.99
395.6,156.8,131,standard,1181.6,57.96
334.9,232.0,107,lightweight,1043.2,46.77
237.7,162.4,328,lightweight,867.1,43.12
348.8,144.4,349,lightweight,1185.5,61.73
258.1,127.3,123,standard,841.9,47.15
278.9,224.9,13,standard,746.1,39.26
444.6,101.0,72,standard,1103.1,69.43
412.6,167.2,255,standard,981.3,60.11
384.5,149.8,185,highperf,973.9,67.01
349.4,128.3,239,highperf,748.0,61.76
329.3,217.8,78,lightweight,1166.7,48.88
282.3,212.2,182,standard,983.9,47.29
303.3,167.6,37,standard,1157.4,54.34
481.0,127.3,119,highperf,945.9,69.77
236.9,112.0,309,highperf,1185.5,63.58
383.2,151.9,324,highperf,890.1,68.62
392.8,162.8,338,standard,798.9,58.03
414.2,149.7,168,highperf,856.4,67.45
282.3,247.7,145,standard,1123.6,40.46
354.1,234.8,108,highperf,850.7,58.33
408.4,202.0,253,standard,1188.8,57.37
220.8,204.1,323,standard,836.0,44.76
294.3,218.7,361,lightweight,727.8,44.3
170.3,199.5,160,highperf,756.3,39.32
407.4,137.3,359,standard,873.7,59.28
145.3,167.5,22,standard,1140.5,30.19
318.0,233.5,316,highperf,767.0,58.08
246.8,147.6,57,highperf,911.5,50.62
377.7,215.4,234,highperf,756.3,60.48
453.1,220.6,318,lightweight,1194.1,63.93
483.1,110.6,327,highperf,735.6,76.24
449.8,198.0,108,highperf,882.0,63.17
405.3,210.9,160,lightweight,724.3,50.38
131.3,191.4,250,highperf,722.6,40.58
186.3,128.4,95,highperf,915.8,49.5
445.3,205.6,11,standard,893.3,49.36
274.7,196.5,10,lightweight,1103.0,38.99
287.3,238.1,185,standard,855.4,37.93
375.2,213.8,4,lightweight,996.2,41.57
218.8,183.8,177,standard,1067.0,45.56
317.2,205.5,149,lightweight,1071.9,44.97
251.5,107.5,45,lightweight,957.6,37.12
487.7,209.2,156,standard,1139.3,65.5
119.9,165.2,27,highperf,1001.0,31.33
235.8,198.7,3,lightweight,830.0,28.98
115.0,132.7,15,standard,1065.9,32.66
422.0,198.9,49,highperf,1021.5,65.18
127.4,169.5,47,lightweight,1058.2,24.86
487.7,218.2,246,standard,843.1,63.03
222.2,126.0,134,standard,1194.3,47.21
422.0,158.3,254,standard,751.0,61.28
439.1,127.2,13,highperf,885.2,59.29
494.4,120.1,102,highperf,1146.8,74.27
243.9,156.5,285,highperf,900.6,52.58
201.2,175.7,94,standard,1028.3,41.63
139.2,141.2,66,highperf,1165.4,42.79
177.4,165.2,175,standard,1200.0,41.66
125.9,112.0,127,standard,990.2,39.52
114.1,196.7,262,highperf,880.4,45.4
388.7,209.9,191,standard,978.0,59.38
197.4,213.6,320,highperf,840.3,48.18
341.5,160.2,359,highperf,1094.0,62.94
172.0,167.1,357,standard,1198.0,47.6
450.2,191.2,46,standard,1066.4,60.34
352.0,241.8,344,highperf,923.0,59.01
481.6,106.9,121,standard,897.4,68.25
423.7,122.4,316,standard,989.0,65.93
210.2,210.9,352,lightweight,788.6,36.87
204.6,152.9,181,highperf,704.2,44.59
281.8,164.7,113,standard,709.9,41.93
337.4,106.4,142,standard,1018.1,60.1
276.2,138.4,106,highperf,974.4,59.01
122.1,168.9,178,highperf,955.3,46.2
413.4,100.8,228,standard,981.2,64.39
472.8,183.7,147,standard,1048.7,62.04
491.6,115.7,148,lightweight,1172.3,68.05
425.7,101.8,36,highperf,1135.4,71.38
155.5,141.2,252,highperf,1197.6,56.39
490.2,140.5,113,standard,893.2,67.96
356.1,161.9,327,highperf,745.6,67.89
261.9,207.9,274,lightweight,864.2,43.08
434.4,157.1,7,standard,815.7,49.23
133.9,193.8,62,standard,835.6,29.53
126.7,161.0,128,highperf,1146.1,45.73
383.7,220.5,233,highperf,1044.2,65.64
356.3,180.4,223,highperf,923.0,62.75
180.8,176.4,5,lightweight,894.9,28.11
348.6,179.3,151,highperf,1047.0,65.21
355.5,241.4,5,standard,1108.5,40.7
370.4,102.1,364,standard,1034.0,63.01
274.4,215.7,272,standard,1149.6,51.73
274.3,140.1,109,standard,844.0,47.4
240.5,105.5,358,standard,860.4,47.23
431.7,163.6,268,lightweight,1090.0,62.81
102.6,165.2,246,standard,1112.6,42.56
163.0,107.6,205,lightweight,1009.8,37.4
300.1,175.6,227,highperf,876.4,61.64
261.5,207.4,289,highperf,1151.5,55.87
481.4,104.9,257,lightweight,928.7,61.13
468.0,157.0,204,standard,1168.5,65.49
241.6,175.8,51,standard,944.3,45.97
242.7,229.1,186,lightweight,884.1,31.24
252.2,199.3,5,standard,1193.5,33.16
257.4,141.9,261,highperf,903.6,64.26
240.6,231.4,316,standard,916.5,44.15
363.6,182.1,251,lightweight,1078.8,54.17
311.5,209.5,350,standard,841.7,47.67
212.4,230.6,121,highperf,777.1,40.61
446.8,134.1,30,standard,862.6,60.15
243.6,134.9,334,lightweight,1115.2,46.44
292.6,162.6,104,highperf,860.7,56.09
200.6,178.9,197,standard,1172.1,41.75
405.1,129.1,210,standard,1123.1,66.21
323.0,135.5,363,highperf,994.1,67.0
305.2,116.2,108,highperf,922.3,61.02
370.2,147.7,46,standard,1023.6,47.88
457.7,132.8,177,standard,1077.7,64.26
431.3,214.7,7,standard,864.4,44.8
350.7,223.1,349,standard,752.6,49.5
287.5,248.8,79,standard,1169.5,50.06
457.5,118.5,2,highperf,765.4,62.83
402.2,187.4,348,standard,855.2,60.27
459.8,210.2,146,highperf,1058.5,70.93
175.6,231.1,229,highperf,1035.1,43.74
369.7,166.9,261,standard,915.6,57.33
113.7,215.5,214,highperf,823.3,39.54
285.1,200.0,1,highperf,924.0,38.54
272.5,162.7,95,standard,788.7,48.55
412.6,202.2,237,standard,1017.2,57.81
498.6,100.1,292,standard,830.7,69.87
133.3,115.0,148,standard,967.6,42.24
465.7,240.9,167,standard,1120.4,67.58
304.5,142.7,164,standard,1154.8,55.04
269.9,194.9,115,highperf,938.0,53.82
288.0,173.1,203,standard,927.4,40.62
401.4,186.1,164,highperf,1166.8,68.95
180.6,213.7,33,lightweight,979.2,29.69
109.3,236.5,176,standard,1162.1,24.97
454.9,120.1,180,standard,766.9,60.71
370.5,236.5,31,highperf,1159.1,52.55
474.1,130.9,205,standard,1022.0,64.03
438.5,165.0,92,standard,1173.2,62.29
277.7,111.8,169,lightweight,719.1,38.06
326.9,219.5,353,standard,714.9,51.61
199.4,151.1,111,standard,1034.9,35.28
229.5,222.1,83,standard,831.8,38.3
140.6,175.4,88,standard,863.7,30.06
266.7,185.7,133,standard,807.2,48.23
490.5,118.8,170,standard,915.5,71.31
105.1,103.1,79,standard,832.6,33.1
148.4,162.5,85,standard,896.8,34.49
465.4,221.6,318,highperf,1088.9,75.27
356.8,214.6,164,standard,825.4,51.19
268.8,165.5,336,lightweight,1003.5,43.28
216.2,152.0,273,lightweight,917.3,44.28
411.2,120.5,180,highperf,1141.6,71.35
467.0,113.3,355,standard,938.9,64.78
184.3,134.9,287,standard,1175.5,43.43
420.2,163.1,273,highperf,973.6,67.62
356.4,204.2,152,lightweight,1005.6,48.72
204.5,225.7,30,standard,774.3,33.21
280.8,206.0,262,standard,778.8,49.87
371.4,106.3,119,highperf,958.4,67.97
386.8,107.9,120,lightweight,1016.2,52.52
493.1,182.2,300,standard,1170.5,69.69
323.2,101.4,4,highperf,1024.7,50.46
306.1,127.0,250,highperf,772.0,55.38
121.4,192.7,296,standard,1138.3,33.17
318.6,137.6,351,lightweight,1191.6,57.05
332.9,247.9,65,standard,1192.7,55.87
112.8,188.6,254,lightweight,776.6,31.42
207.0,137.3,296,highperf,1045.8,55.58
132.9,142.7,66,standard,957.2,29.52
448.0,225.3,100,lightweight,1003.7,57.0
132.9,148.9,237,highperf,992.8,44.84
451.5,145.4,143,standard,1120.8,55.87
372.2,156.9,339,highperf,1032.5,65.25
475.5,168.3,128,highperf,990.2,74.92
416.9,235.7,182,highperf,1079.8,71.75
337.0,138.5,310,highperf,806.8,63.09
113.4,148.8,338,lightweight,1023.9,37.09
194.5,139.2,117,lightweight,1077.2,36.11
226.7,131.6,230,lightweight,987.9,46.15
281.8,149.6,96,highperf,894.2,52.82
245.9,156.2,17,standard,1169.6,43.21
409.6,130.9,89,highperf,718.9,64.13
367.5,189.1,344,highperf,1079.1,57.19
242.3,173.4,272,highperf,1056.8,57.3
478.7,133.1,102,lightweight,1067.0,57.74
361.8,233.9,297,standard,1061.8,52.07
433.2,122.8,334,lightweight,882.2,61.65
214.6,171.5,259,lightweight,1034.2,39.9
369.6,136.0,253,lightweight,1123.8,52.89
135.2,237.0,242,highperf,720.6,40.46
271.8,184.3,348,highperf,866.2,59.06
460.0,230.1,218,standard,1177.9,64.8
175.2,143.7,211,lightweight,1181.9,36.23
162.3,130.9,121,standard,850.3,36.31
288.9,218.9,153,highperf,946.7,50.13
444.0,111.5,356,standard,1090.6,62.36
485.6,194.8,364,standard,815.9,65.78
350.2,214.8,157,standard,786.9,45.88
150.8,182.8,342,standard,780.2,44.07
447.1,140.8,259,highperf,925.5,74.56
187.0,108.5,27,highperf,1079.5,49.48
322.7,131.2,358,standard,1135.4,58.33
489.3,169.9,304,standard,736.2,63.73
238.2,191.6,208,highperf,859.6,50.67
416.4,205.2,262,highperf,791.3,61.42
428.6,128.4,293,standard,703.9,63.65
358.6,152.9,76,highperf,1068.0,65.39
262.8,205.9,229,lightweight,1028.3,41.22
241.9,183.4,3,standard,943.1,35.73
483.9,174.9,246,standard,1093.1,59.52
463.5,203.1,358,highperf,794.4,68.41
145.7,109.6,108,highperf,981.9,50.02
140.9,248.5,124,standard,1125.0,35.62
122.3,207.3,112,standard,728.9,33.35
124.0,211.3,134,highperf,832.4,42.81
469.3,221.8,84,standard,1047.9,56.7
394.1,191.0,195,standard,982.8,58.61
397.3,186.4,118,highperf,1009.3,68.26
192.3,123.2,264,highperf,951.8,57.35
464.7,132.0,68,standard,803.2,60.58
408.0,224.0,219,standard,1059.1,56.43
236.1,233.0,141,standard,838.6,38.67
354.8,140.2,128,standard,823.2,56.69
471.5,154.8,64,highperf,1008.6,67.07
314.0,241.3,320,lightweight,806.9,41.1
243.3,126.4,32,highperf,869.2,46.77
144.4,194.1,96,standard,1123.9,37.37
416.9,236.7,69,highperf,1177.2,66.1
416.2,246.0,54,standard,872.6,49.8
362.2,122.3,316,highperf,1167.8,69.34
477.3,190.7,345,standard,1174.5,60.55
143.3,105.1,68,highperf,968.2,43.08
264.0,106.7,248,standard,833.9,50.66
338.8,212.7,321,lightweight,929.0,47.2
390.3,112.8,277,highperf,1028.1,71.48
307.2,220.6,271,lightweight,733.0,44.93
441.2,192.9,182,highperf,1058.5,69.49
326.1,115.7,270,highperf,737.3,58.12
251.1,199.3,228,standard,1111.2,49.97
132.1,166.4,129,standard,902.4,31.09
488.2,182.7,271,lightweight,1014.2,64.41
281.4,162.9,206,highperf,1152.8,59.12
173.6,128.6,38,standard,865.4,43.61
451.8,183.2,327,lightweight,719.6,57.48
478.8,172.0,301,highperf,1024.0,75.62
172.9,222.8,307,standard,1025.6,38.6
480.1,191.5,257,highperf,1123.5,80.29
100.1,160.9,55,standard,986.9,30.4
297.1,118.0,64,standard,748.5,46.15
447.9,175.5,285,highperf,870.0,70.76
100.8,166.5,313,lightweight,1097.3,34.22
219.7,197.1,195,lightweight,795.1,38.85
231.1,164.6,145,lightweight,941.9,48.07
429.4,135.5,293,standard,1191.9,64.91
214.9,113.4,353,highperf,962.0,58.04
389.0,184.1,192,standard,921.1,55.01
316.1,248.2,96,standard,1054.3,48.03
175.4,188.1,132,highperf,814.4,46.87
171.2,210.5,134,highperf,827.5,47.06
344.4,115.6,291,highperf,979.5,69.37
402.5,230.5,10,highperf,1186.8,57.11
397.4,185.1,107,standard,786.7,50.63
360.5,119.0,256,lightweight,899.1,51.92
311.9,224.1,163,lightweight,1021.8,46.15
307.5,203.9,77,standard,845.4,48.3
374.0,122.6,160,standard,1033.3,59.17
245.4,161.9,60,lightweight,963.2,39.18
230.5,157.7,58,standard,715.7,35.31
376.8,125.6,64,highperf,1092.6,64.08
179.0,220.7,230,standard,1073.9,42.51
160.1,192.4,258,standard,703.0,38.48
181.1,177.3,209,standard,1020.1,44.84
318.6,136.7,76,standard,1141.0,49.39
373.5,178.8,268,highperf,799.5,66.19
107.1,214.3,361,standard,786.0,31.37
493.8,149.9,34,standard,1041.4,69.12
163.6,206.8,68,highperf,723.7,41.14
225.5,140.1,62,standard,1197.8,38.7
388.6,248.8,45,highperf,982.3,58.53
240.3,203.6,34,standard,927.5,38.83
465.8,107.2,223,lightweight,714.4,60.33
481.1,148.3,308,standard,703.9,67.13
447.8,240.6,275,highperf,950.8,61.49
114.5,185.2,230,standard,831.0,33.61
159.8,154.7,77,standard,1117.2,38.3
109.7,179.6,292,standard,1051.9,36.54
386.6,190.4,268,standard,738.5,55.04
119.4,139.4,286,highperf,921.3,43.74
441.7,171.2,192,standard,837.5,59.63
217.0,205.5,301,lightweight,814.7,42.2
198.4,131.6,341,highperf,943.4,60.18
425.1,206.0,132,standard,903.8,58.89
463.2,215.9,323,standard,861.2,61.56
421.2,195.9,276,highperf,850.1,66.57
181.9,232.8,114,standard,946.6,36.48
173.2,193.2,31,standard,1121.7,36.51
229.7,134.1,232,lightweight,866.3,37.28
203.5,235.2,27,standard,957.0,36.1
287.6,209.1,268,lightweight,724.3,41.57
474.4,198.5,300,highperf,869.6,66.35
207.9,238.0,168,highperf,928.7,48.25
299.0,147.9,26,standard,823.8,45.4
191.6,147.3,110,highperf,724.9,45.21
459.5,100.3,85,standard,816.1,66.7
151.7,198.4,186,standard,824.4,39.45
496.1,183.5,19,lightweight,1109.6,53.67
278.9,182.0,179,standard,714.5,41.67
248.8,123.8,221,standard,882.2,48.28
358.7,209.2,87,highperf,1005.7,65.68
488.5,103.1,169,standard,1173.5,75.39
221.4,150.8,180,standard,832.0,45.08
382.2,180.8,64,standard,1158.6,52.18
236.0,212.4,187,highperf,865.1,52.59
369.4,239.3,328,standard,1148.9,57.38
344.8,116.5,326,lightweight,1120.1,51.0
243.8,109.8,164,standard,1120.8,46.04
498.6,189.5,89,highperf,784.5,70.43
130.2,141.2,271,standard,760.8,41.28
469.1,110.3,344,highperf,1192.7,83.06
495.7,172.4,196,highperf,957.5,76.4
142.7,243.8,100,highperf,896.4,40.0
387.0,132.2,253,standard,1073.9,64.26
441.9,165.8,271,standard,769.2,63.85
205.5,145.6,198,highperf,847.0,51.31
126.0,215.7,8,lightweight,940.8,19.48
268.8,176.4,125,highperf,741.1,53.15
402.0,138.2,186,standard,749.3,55.19
240.8,144.9,298,lightweight,995.8,46.74
113.7,197.8,81,standard,856.9,30.66
204.3,138.0,92,standard,890.8,41.06
145.1,118.2,114,lightweight,958.6,31.03
195.1,202.4,8,highperf,870.9,35.29
179.0,195.2,217,standard,822.2,36.89
298.7,232.4,40,lightweight,1030.9,38.64
236.2,183.0,202,highperf,706.2,51.07
145.6,157.8,172,standard,778.1,34.6
265.2,244.8,232,highperf,1129.8,53.18
253.5,176.3,126,standard,991.8,47.96
399.0,192.8,241,highperf,876.9,67.02
306.2,164.6,135,highperf,904.4,61.04
100.6,189.7,240,standard,1094.1,36.88
270.0,149.8,143,standard,717.5,43.6
453.6,247.3,267,standard,807.4,60.91
205.6,193.8,274,highperf,952.3,53.42
254.5,100.4,142,standard,789.4,50.66
473.8,158.9,297,standard,1096.5,67.57
449.9,201.4,333,highperf,1164.3,70.71
481.5,215.8,310,standard,737.9,61.03
228.4,104.9,273,standard,818.8,46.35
226.0,130.5,116,highperf,777.4,50.35
101.3,145.2,333,standard,786.9,33.43
423.4,220.0,231,standard,1113.0,63.06
107.0,134.1,217,highperf,822.8,42.56
274.8,141.4,80,lightweight,967.2,44.38
440.1,178.6,297,standard,877.2,61.96
494.8,115.0,146,standard,970.7,72.1
497.8,238.2,275,lightweight,925.5,59.82
313.1,152.3,222,standard,844.2,51.96
139.2,228.1,310,standard,1014.6,36.49
316.4,158.3,9,standard,821.1,43.95
193.2,227.0,139,standard,1117.2,42.16
151.0,110.4,120,lightweight,892.3,31.69
338.5,210.2,163,standard,796.7,52.82
239.7,168.5,36,standard,1091.8,44.75
477.4,166.9,113,standard,831.5,66.49
236.3,177.8,72,standard,1034.7,43.71
346.6,237.1,81,standard,823.8,46.85
328.6,125.7,291,standard,1175.9,61.68
463.3,140.8,227,lightweight,995.0,59.91
362.5,205.9,60,highperf,827.2,52.26
302.0,173.6,107,standard,1173.1,49.49
292.3,126.3,14,standard,1078.3,47.53
436.4,110.7,248,highperf,700.6,71.71
176.2,106.4,129,lightweight,758.3,37.01
350.1,248.2,200,standard,787.7,50.18
369.7,186.8,80,standard,848.9,50.95
251.4,141.9,130,standard,971.2,54.35
146.1,158.2,289,lightweight,1173.6,38.22
408.4,244.6,278,highperf,855.0,67.76
381.3,125.8,71,standard,717.0,57.76
337.8,244.0,161,standard,782.1,54.7
241.5,135.1,260,highperf,853.8,62.85
455.1,151.1,296,highperf,1106.2,76.55
439.8,135.8,198,highperf,1116.9,78.66
466.3,197.7,102,lightweight,724.2,53.61
495.7,122.5,89,standard,949.5,66.92
233.8,180.5,289,standard,1039.7,49.44
258.2,249.7,168,standard,1006.1,41.25
273.3,154.9,151,highperf,764.9,55.41
328.5,156.7,158,standard,1075.4,52.81
144.4,240.7,84,highperf,1129.5,45.66
132.5,127.8,326,lightweight,850.4,34.13
464.1,177.4,298,lightweight,717.9,57.14
373.0,146.1,257,highperf,1011.1,62.84
235.6,219.9,60,standard,866.5,36.51
182.0,206.5,151,lightweight,742.8,32.52
172.8,134.8,177,highperf,890.3,48.67
154.0,173.1,319,standard,808.5,46.36
230.4,124.0,329,standard,1140.4,52.66
215.0,140.3,184,lightweight,850.2,38.42
314.4,241.7,203,highperf,984.0,57.26
416.7,131.7,361,lightweight,1035.7,59.42
352.2,175.4,195,standard,943.4,56.45
304.2,110.0,152,highperf,946.8,61.46
216.8,184.9,230,lightweight,1037.9,43.91
482.3,221.4,39,standard,1162.9,62.62
143.8,146.3,344,standard,919.5,41.0
453.9,145.1,307,standard,898.5,69.32
277.9,151.9,172,standard,1102.7,53.57
484.5,194.7,88,lightweight,838.3,58.29
325.0,161.7,280,standard,905.7,57.83
281.6,117.5,294,highperf,730.0,60.92
302.8,191.7,279,highperf,923.1,56.38
200.5,247.1,84,lightweight,887.7,24.83
207.3,250.0,262,standard,794.7,41.78
169.9,206.5,233,lightweight,1110.8,35.67
267.5,111.4,310,standard,1090.0,54.01
142.2,179.3,16,standard,917.3,25.09
235.0,139.1,49,highperf,865.6,53.4
216.4,106.4,22,highperf,987.5,44.66
349.9,201.0,299,standard,893.7,54.79
451.2,167.7,33,lightweight,995.8,52.04
358.1,144.0,23,standard,842.9,47.37
352.7,149.1,75,standard,1189.3,53.06
303.0,196.9,200,highperf,1034.5,60.32
442.8,114.0,143,highperf,935.9,78.24
163.9,143.4,206,standard,884.2,42.0
389.3,115.8,224,lightweight,744.7,52.93
473.4,179.9,130,standard,983.7,59.79
418.8,105.5,58,standard,1078.1,63.03
272.6,170.5,316,standard,845.8,49.96
204.4,138.6,221,standard,882.1,43.34
252.2,208.4,232,highperf,987.5,52.93
319.0,157.4,170,standard,1050.7,57.93
319.4,240.7,243,lightweight,1063.5,45.71
122.2,156.4,39,standard,1045.5,35.13
380.1,161.3,294,highperf,779.3,73.37
302.7,245.9,287,standard,1110.1,50.43
454.0,134.7,89,standard,778.4,63.02
441.1,117.5,230,standard,991.4,67.56
221.5,147.8,52,highperf,1025.8,48.07
459.5,246.1,97,standard,1070.7,58.1
427.0,179.9,79,highperf,1017.2,64.76
379.6,191.1,227,highperf,1090.2,64.51
429.9,234.7,120,standard,798.8,51.34
294.9,160.1,45,highperf,918.4,47.11
384.8,112.2,6,standard,1163.6,56.32
168.0,124.0,204,standard,944.0,43.97
252.0,163.3,51,lightweight,900.8,40.76
438.7,123.4,351,highperf,812.3,72.32
290.9,147.8,251,standard,969.3,53.13
157.2,226.8,306,lightweight,783.2,33.5
312.2,113.4,130,standard,748.7,45.54
273.6,108.3,197,standard,853.1,54.74
451.3,124.6,131,lightweight,1007.4,62.39
358.0,175.8,82,standard,978.2,54.68
486.3,196.7,109,highperf,770.6,70.79
247.0,113.0,187,lightweight,709.6,43.99
110.0,152.2,266,standard,887.7,37.46
281.4,242.0,103,standard,971.0,40.73
362.7,164.8,269,standard,818.7,50.79
426.6,174.6,227,highperf,745.8,63.0
391.0,160.3,258,standard,876.4,58.61
165.1,104.1,258,highperf,849.5,51.2
286.5,162.7,209,standard,1172.8,52.18
478.6,246.5,202,highperf,749.9,66.08
360.2,181.0,341,standard,792.2,52.03
256.4,170.2,198,standard,1037.8,48.73
252.5,158.0,124,standard,703.4,50.63
494.9,174.5,29,standard,1068.4,65.63
416.3,227.7,124,highperf,846.0,57.61
241.5,133.4,5,highperf,703.2,40.56
471.0,182.8,158,highperf,859.0,72.4
134.5,195.4,226,standard,703.0,37.45
314.8,126.9,88,standard,888.4,55.69
483.3,190.2,189,standard,1048.2,66.42
171.1,111.1,335,highperf,967.2,53.95
110.0,116.5,113,highperf,862.1,44.51
494.3,189.0,134,standard,762.7,57.32
462.6,235.0,345,standard,1024.4,63.45
286.0,149.0,190,lightweight,943.1,41.37
247.0,186.6,124,lightweight,957.7,37.02
303.8,215.9,49,standard,1097.9,47.47
397.7,191.6,314,standard,1167.3,59.04
156.7,177.0,204,standard,798.6,43.55
161.3,197.0,119,standard,742.1,31.56
431.3,149.9,329,standard,712.7,62.52
285.4,119.8,112,standard,891.5,52.57
358.0,115.1,86,standard,1015.8,56.67
165.4,171.0,337,standard,1108.3,38.35
331.3,108.2,150,standard,1054.6,59.49
421.8,153.2,139,standard,941.6,63.95
240.6,231.0,30,standard,1100.9,36.09
491.6,237.8,318,standard,894.9,64.66
233.5,136.6,183,standard,925.1,47.89
299.1,194.4,242,standard,703.9,48.63
425.7,104.6,206,standard,758.5,58.72
269.2,194.3,144,highperf,759.0,52.05
395.9,104.8,33,standard,911.8,54.88
286.6,156.9,185,standard,722.6,52.33
451.5,247.6,150,standard,865.3,55.5
341.5,221.1,353,standard,870.7,51.14
374.9,124.3,170,standard,856.8,50.67
105.6,105.8,355,standard,939.6,46.92
163.5,117.5,358,highperf,978.1,54.07
148.0,233.1,354,standard,1174.9,41.1
158.6,191.1,110,highperf,864.1,49.24
231.5,237.0,2,highperf,779.0,36.32
278.6,182.8,252,standard,1169.8,52.47
492.4,126.1,61,standard,984.4,65.07
152.0,237.3,231,lightweight,784.0,28.57
453.8,159.5,241,standard,911.4,61.85
491.9,124.0,262,standard,1114.5,68.54
359.3,126.2,158,lightweight,718.6,49.44
416.6,233.5,109,highperf,1120.9,63.43
440.7,224.6,81,standard,1036.6,48.71
323.6,182.4,329,lightweight,852.5,45.54
