budget_million,runtime_min,genre,num_screens,marketing_spend_million,box_office_revenue_million
57.7,87,scifi,2154,58.8,266.75
245.7,110,comedy,543,11.0,465.3
257.1,168,drama,3570,66.3,614.94
221.8,158,comedy,1409,49.0,476.75
178.6,86,comedy,2995,87.2,542.53
255.9,152,comedy,3823,39.9,598.16
34.0,166,drama,2979,39.7,142.48
285.4,130,action,2511,94.6,710.94
226.4,75,scifi,990,96.9,584.51
184.9,98,horror,2988,70.0,513.15
70.6,172,action,1367,29.7,230.22
181.7,167,horror,1675,46.1,366.52
70.2,128,scifi,3001,35.0,293.43
160.0,159,horror,3193,52.7,387.85
3.5,136,action,4009,44.8,145.96
49.6,106,action,3295,47.7,264.29
56.6,160,horror,3099,56.0,231.64
102.3,87,action,2267,99.2,358.57
207.4,114,scifi,3854,80.0,610.64
268.6,110,horror,3526,45.2,622.42
54.0,85,comedy,2657,35.6,204.49
73.7,94,action,2460,42.7,276.19
100.9,112,drama,4329,98.5,406.25
173.7,107,scifi,3625,3.7,437.46
17.2,160,drama,2769,87.8,159.38
82.6,85,action,723,49.6,210.9
203.4,124,comedy,2487,42.9,467.09
161.7,122,drama,1751,70.9,443.6
50.6,87,drama,2488,67.1,242.3
87.1,118,drama,2461,88.3,326.24
12.9,160,horror,682,87.3,164.56
265.0,142,comedy,1427,3.5,521.25
183.4,128,comedy,4446,29.7,459.42
210.9,154,action,1665,83.5,548.53
190.7,132,action,2550,97.4,527.81
193.5,130,horror,1769,93.9,503.02
283.3,85,drama,4392,16.3,632.19
118.5,140,horror,2263,59.2,337.47
155.2,143,scifi,1858,35.6,410.77
143.7,128,scifi,1384,32.1,388.61
197.9,123,drama,2911,90.8,534.34
80.4,150,action,3662,76.9,370.55
225.0,126,action,711,83.2,576.02
46.0,76,drama,886,30.2,140.63
157.1,110,comedy,3650,35.6,381.73
22.5,168,drama,4137,38.7,198.18
73.9,77,scifi,515,77.0,251.83
175.9,154,horror,2116,90.8,432.46
14.0,106,drama,1529,34.5,118.93
241.3,117,comedy,3510,20.0,515.83
74.3,131,comedy,2853,20.1,236.91
70.9,122,drama,589,44.3,174.61
143.9,161,scifi,2434,39.6,367.93
26.4,133,drama,4444,8.4,149.47
21.0,117,comedy,1915,73.5,198.68
172.3,179,action,1572,33.9,412.44
93.3,77,comedy,2610,81.8,295.51
150.8,119,action,4455,84.1,502.14
282.7,104,action,2226,10.4,629.66
50.9,142,comedy,2602,28.9,210.05
39.1,156,horror,2647,81.0,200.25
19.2,76,comedy,1051,27.3,93.5
158.6,176,action,980,5.7,341.74
234.0,86,scifi,1842,34.8,548.79
164.5,143,horror,2024,17.2,315.14
231.0,146,horror,4221,84.4,588.48
212.7,121,drama,2051,26.8,457.59
246.9,77,comedy,3084,41.2,546.22
149.9,173,action,3006,50.6,411.61
158.1,125,horror,1424,11.4,306.2
276.0,107,scifi,2552,58.7,676.11
136.7,179,comedy,1149,91.2,400.01
298.7,136,horror,2841,67.4,659.54
67.9,179,drama,1684,70.9,282.82
14.6,120,comedy,2170,43.2,154.29
45.3,104,scifi,2019,13.1,219.77
31.0,110,comedy,3800,79.4,238.65
69.0,151,horror,1928,34.8,239.9
118.1,132,action,1911,88.6,371.07
288.5,94,action,1589,26.6,606.26
248.9,139,drama,1900,11.2,520.46
109.7,89,action,1760,80.1,371.21
8.0,137,action,4090,52.6,188.28
75.8,136,horror,2889,18.0,242.32
29.1,108,action,670,53.8,147.49
103.0,123,horror,862,47.6,257.38
172.5,135,action,1470,46.2,408.17
78.6,93,scifi,2939,96.1,344.14
250.6,75,drama,3491,99.6,585.97
216.8,176,scifi,3273,51.6,520.02
140.4,124,horror,1296,65.2,370.81
49.7,131,drama,1376,43.1,187.56
51.8,100,drama,1303,15.6,156.68
21.4,100,comedy,1266,63.1,153.43
299.1,101,comedy,3885,87.7,761.07
57.8,83,scifi,826,97.2,284.24
287.3,136,drama,3718,15.9,644.24
121.6,139,scifi,3683,92.3,436.62
291.1,135,drama,3625,72.1,707.85
82.6,87,action,2761,56.4,313.56
31.5,153,comedy,2543,59.5,184.44
21.4,105,scifi,694,25.4,180.28
248.2,135,scifi,3304,13.7,541.18
258.9,114,comedy,3436,97.1,634.1
137.5,173,comedy,2271,75.0,405.49
170.3,118,horror,3342,76.9,495.89
278.7,136,drama,1487,36.3,566.83
192.0,129,drama,1634,55.5,488.11
102.6,108,scifi,3616,20.7,320.59
44.7,93,action,2766,66.9,257.63
153.0,141,drama,3184,70.8,438.48
214.9,125,drama,1122,98.8,552.0
201.6,174,comedy,3527,49.2,525.85
139.4,126,comedy,2487,38.8,373.47
268.4,126,action,891,5.0,540.34
211.9,103,scifi,3452,85.0,584.27
223.3,124,horror,2967,55.9,495.16
72.5,115,action,3674,96.3,327.64
207.4,122,horror,1829,36.1,455.08
54.2,110,action,1408,51.2,224.65
85.9,100,drama,2287,49.5,253.28
201.6,146,scifi,1471,87.9,560.68
260.1,99,scifi,3330,69.3,685.92
65.9,85,comedy,1367,31.8,176.58
142.5,173,action,506,51.2,334.55
205.9,168,horror,698,94.0,532.76
34.9,121,comedy,2141,84.8,247.88
122.9,138,comedy,4261,97.4,454.08
224.3,141,drama,3321,70.4,554.24
242.0,121,drama,2341,77.7,579.82
69.1,174,scifi,1847,42.4,241.28
103.5,172,action,1543,34.1,303.64
111.3,161,scifi,1749,42.8,337.86
113.0,79,drama,3934,47.5,335.08
68.9,101,drama,3071,81.5,269.49
115.2,166,action,2805,6.1,309.25
272.9,158,scifi,3631,17.5,647.45
290.7,79,action,3753,75.4,688.72
104.4,85,action,4106,24.8,311.31
44.7,103,comedy,3561,88.1,240.22
268.0,125,drama,1264,34.6,511.86
3.6,167,action,2322,52.7,165.86
229.9,111,action,610,86.5,584.86
205.9,115,comedy,3621,43.0,533.58
102.1,160,horror,3373,39.4,349.13
289.2,127,action,3790,89.2,716.24
117.7,164,horror,2356,36.3,307.05
109.1,75,action,3139,65.4,369.25
144.8,151,action,2592,99.0,442.99
31.8,172,scifi,3548,41.5,257.13
171.3,116,drama,2251,41.6,413.55
161.5,169,scifi,1862,83.4,453.05
147.4,158,action,2538,84.2,449.26
235.2,168,drama,2498,81.1,543.18
250.4,112,drama,3906,27.0,548.35
79.7,80,scifi,2971,54.2,330.81
197.2,95,action,3402,2.0,506.99
298.0,147,action,1326,12.0,619.13
147.4,119,comedy,1851,12.7,343.29
161.8,165,scifi,1673,88.7,450.3
22.3,76,scifi,1795,24.7,162.84
9.9,179,drama,4090,93.8,210.11
262.6,122,action,1586,79.1,618.63
248.8,165,scifi,4122,13.2,560.28
107.1,77,comedy,3217,54.0,342.3
161.3,162,horror,1355,50.3,384.23
178.2,162,scifi,3745,72.1,505.03
266.8,178,drama,1096,38.5,576.78
260.3,157,comedy,1503,40.8,552.72
167.3,152,drama,790,26.3,349.89
203.0,87,action,1124,62.4,481.76
70.7,153,scifi,3358,96.9,352.31
108.4,111,horror,1579,40.0,273.71
138.5,157,action,1879,76.0,401.87
21.6,149,action,2161,20.3,146.99
9.9,84,comedy,2166,9.0,101.56
128.1,138,horror,3136,72.6,358.45
191.7,123,horror,1175,20.0,392.93
60.2,153,action,2286,76.0,315.84
63.0,114,comedy,3938,27.3,279.57
242.0,94,horror,4015,23.2,532.5
226.8,87,comedy,4279,5.5,531.96
137.5,93,comedy,850,94.5,385.29
104.7,103,comedy,3126,72.9,356.77
297.1,91,action,1289,57.5,658.05
114.4,76,comedy,3246,18.9,317.09
173.7,84,drama,545,6.8,298.99
201.8,118,comedy,2170,28.5,430.73
158.8,109,horror,3790,25.3,354.94
177.7,80,horror,3048,88.9,506.08
42.7,79,horror,2753,74.5,237.31
83.2,108,horror,4377,87.3,327.78
6.9,93,horror,4189,82.6,183.24
277.0,165,comedy,1916,58.8,583.34
82.1,172,action,4021,64.9,338.4
299.0,143,comedy,788,87.8,666.28
70.5,176,horror,945,48.4,211.08
72.6,106,drama,2025,99.2,342.96
219.7,86,comedy,3335,98.6,614.78
87.0,146,drama,596,23.8,180.25
224.0,165,horror,3768,51.5,516.93
57.7,156,scifi,3861,52.5,303.28
180.2,79,drama,4469,1.4,402.04
170.1,158,horror,2853,78.4,457.78
16.6,121,scifi,1498,78.1,212.51
126.8,132,scifi,1448,22.6,382.89
250.1,122,comedy,3035,57.6,625.39
274.2,133,drama,1791,71.6,617.81
74.4,118,drama,2939,20.3,198.65
96.7,103,scifi,674,92.1,336.07
181.6,137,drama,1528,69.4,405.61
161.5,86,comedy,2784,41.8,451.64
103.8,101,drama,2558,23.3,277.53
264.5,143,scifi,3285,50.3,652.73
242.2,111,scifi,4062,17.6,608.56
299.5,103,comedy,975,74.7,719.28
23.7,167,comedy,3204,92.4,262.68
161.7,112,scifi,3820,67.1,493.99
267.3,110,action,2650,53.8,623.79
248.0,89,drama,3214,41.3,550.74
45.6,81,action,657,4.5,115.75
7.2,103,action,663,60.7,115.21
286.1,100,horror,2568,98.7,664.94
138.4,134,drama,2556,89.8,433.0
10.3,85,comedy,2856,76.8,163.86
140.5,113,action,3067,66.3,413.12
202.8,126,horror,1171,43.6,407.23
137.0,82,drama,879,87.4,333.8
259.8,113,drama,630,83.9,553.12
111.4,173,scifi,573,61.0,323.59
262.2,166,horror,3599,95.1,641.18
146.4,79,drama,4343,11.1,379.53
247.9,162,horror,3963,81.7,617.96
213.1,134,scifi,1969,55.9,546.29
75.2,144,comedy,2521,57.4,278.18
174.2,148,comedy,671,2.7,342.69
34.0,102,horror,4496,98.7,283.36
21.4,111,action,3418,41.9,199.73
169.4,128,comedy,2030,61.3,403.42
111.3,167,drama,2689,56.0,331.18
215.6,175,drama,960,15.7,438.74
50.6,155,drama,2644,34.0,183.66
53.1,148,scifi,2244,80.7,282.84
153.7,100,action,664,48.2,396.83
278.2,163,drama,4443,6.4,613.02
204.0,101,comedy,1027,10.9,412.3
286.0,93,action,2238,40.8,623.22
125.7,75,scifi,4284,81.6,431.17
98.3,135,action,1412,43.0,297.51
14.2,82,drama,1173,58.5,124.7
78.6,105,scifi,1283,94.6,308.26
22.8,153,action,1369,38.2,133.98
121.3,134,comedy,4171,49.3,352.3
106.9,106,drama,1361,54.3,319.83
78.2,148,horror,2461,62.7,276.54
26.9,158,scifi,821,11.8,138.16
144.4,129,comedy,3954,68.9,408.53
150.6,101,horror,1059,66.1,364.99
244.9,114,action,1874,95.6,639.58
103.3,146,action,3063,15.7,329.13
39.5,168,comedy,3421,99.4,287.43
8.3,140,comedy,2644,60.0,129.63
146.5,165,horror,593,74.3,366.39
59.0,171,horror,2458,98.0,255.28
149.2,178,comedy,2873,35.4,390.39
117.3,95,action,2080,59.3,349.37
31.0,103,drama,3434,77.9,178.62
57.2,120,horror,2585,3.2,155.02
230.4,81,horror,2828,23.5,476.61
260.8,95,action,1084,47.0,565.86
138.1,178,scifi,2964,11.6,388.04
15.3,129,drama,957,35.9,116.85
217.6,129,drama,1478,81.6,489.4
224.3,117,action,2837,19.7,508.49
155.0,152,drama,2791,93.9,465.67
20.8,102,action,4075,64.6,232.49
174.7,161,action,1656,1.1,429.99
219.1,104,horror,532,10.5,410.54
274.7,173,action,1408,62.7,615.81
127.1,103,drama,4312,93.7,404.24
235.5,158,horror,2035,50.5,502.88
86.4,89,horror,4407,11.2,240.74
104.1,156,comedy,893,14.4,236.51
136.5,160,drama,794,30.1,294.79
129.8,102,comedy,4312,52.1,387.95
189.5,129,comedy,1761,25.7,417.51
191.7,157,action,887,45.0,439.65
292.7,111,action,596,39.5,628.73
13.3,112,drama,934,71.6,141.93
284.3,90,action,4386,17.6,661.89
136.1,110,drama,3912,52.5,395.09
82.5,111,scifi,1385,89.5,340.0
219.2,164,action,2148,20.2,492.5
119.2,168,drama,3869,64.9,359.34
199.7,170,action,2804,51.6,467.52
150.3,153,action,701,48.8,398.39
205.4,105,action,1273,91.6,534.94
169.5,158,comedy,3666,91.7,529.93
58.8,123,scifi,1357,99.7,304.33
248.4,100,drama,2140,83.4,584.07
269.8,156,horror,1523,52.7,574.84
240.8,178,scifi,2551,93.8,614.47
241.0,97,comedy,2254,69.6,562.32
214.8,86,drama,836,82.3,496.3
160.4,174,drama,2723,15.2,366.18
239.4,176,action,4133,37.8,592.81
24.5,128,scifi,2392,91.2,254.5
172.4,163,action,2388,25.8,430.01
49.0,97,scifi,3001,27.1,217.88
208.5,109,comedy,1810,85.9,533.23
39.2,148,action,547,29.3,127.74
36.3,129,action,1777,58.0,220.43
190.3,145,action,3241,56.1,531.84
54.1,170,drama,2421,74.2,268.89
190.7,81,drama,2850,79.5,511.36
5.7,128,drama,2559,63.7,159.82
188.8,136,horror,804,10.0,356.76
154.9,152,comedy,582,20.5,330.71
94.1,138,action,674,61.3,281.01
281.2,176,action,4185,52.1,685.84
166.3,93,comedy,2937,78.1,481.97
151.4,83,action,3105,84.7,483.15
274.6,144,comedy,3061,42.1,626.28
121.8,151,comedy,974,21.2,278.51
277.5,138,drama,3126,67.7,625.29
53.3,129,comedy,4201,23.7,245.14
26.1,151,action,1783,39.8,167.36
110.7,138,comedy,2603,77.1,297.1
14.5,125,scifi,4241,47.1,249.99
133.1,135,horror,3352,9.5,291.77
4.2,175,comedy,988,93.4,177.1
123.9,101,comedy,3124,31.6,349.01
120.8,165,horror,987,26.8,277.27
242.0,82,comedy,1119,49.3,553.36
43.7,172,action,2063,83.4,244.01
63.4,135,action,1336,40.0,246.82
259.2,155,drama,3149,67.0,597.7
208.6,174,action,576,83.4,522.31
55.1,122,comedy,830,56.6,200.12
208.8,106,comedy,1711,76.9,534.23
243.8,136,scifi,4208,21.2,602.82
76.7,111,comedy,1196,57.1,259.71
64.7,116,drama,4362,21.6,223.22
113.2,100,action,3753,58.1,396.64
78.7,91,comedy,3105,8.8,217.19
256.6,143,action,4373,33.6,559.14
198.8,95,comedy,1705,41.6,466.86
266.5,162,drama,1939,39.9,559.74
269.7,177,scifi,3652,1.8,635.22
208.6,144,action,2747,98.1,583.66
26.7,167,drama,2236,99.4,234.29
87.6,110,scifi,720,97.0,347.76
17.4,121,action,3396,11.2,167.13
113.4,126,action,2639,83.7,384.14
259.3,94,scifi,861,52.4,616.83
9.6,165,horror,3468,27.6,88.03
148.9,87,scifi,3205,9.4,386.22
264.8,103,scifi,3736,41.4,637.07
121.8,98,drama,1146,32.5,291.79
261.3,115,comedy,546,4.3,499.06
48.4,129,comedy,505,11.8,102.76
257.0,78,action,786,96.2,618.18
243.5,139,comedy,691,88.7,579.66
230.6,129,scifi,3294,28.0,561.62
169.1,132,drama,1507,86.6,446.13
91.6,108,horror,1855,9.2,210.34
234.9,124,drama,3354,40.4,521.66
152.2,165,action,3211,53.7,449.71
216.6,130,drama,2122,24.5,444.94
114.6,169,horror,1824,97.6,352.84
138.5,103,comedy,1593,50.9,338.96
115.2,86,action,1369,87.8,378.67
280.6,148,drama,3007,74.0,627.52
256.5,108,drama,2486,59.3,571.57
229.6,78,comedy,1194,18.8,458.71
43.4,146,drama,1668,66.7,188.18
75.6,76,action,3964,19.8,293.38
158.9,117,comedy,669,44.0,357.85
80.0,125,scifi,1716,69.0,316.91
236.3,80,scifi,4158,3.8,554.35
213.2,119,comedy,1874,76.4,505.89
11.7,105,drama,732,97.6,180.03
113.1,173,comedy,1570,86.7,333.35
245.5,83,horror,1401,47.7,512.78
245.1,146,drama,1484,29.3,515.78
188.4,152,comedy,2215,35.4,426.7
258.4,115,scifi,1792,95.5,666.69
111.0,166,comedy,2905,51.5,327.08
245.5,165,comedy,1804,87.9,609.41
95.8,78,drama,3195,51.6,294.79
239.7,103,horror,4497,16.6,514.99
212.1,168,scifi,1910,27.0,517.43
56.9,126,comedy,3503,92.1,284.77
295.4,116,action,1975,54.2,647.08
182.7,143,drama,3940,32.6,440.55
43.8,139,horror,3097,45.5,155.62
72.8,111,comedy,731,10.0,166.3
169.0,119,drama,3956,5.5,370.98
199.1,111,horror,2400,88.1,509.61
215.3,95,action,1456,84.3,544.37
223.2,115,horror,2963,12.3,505.13
190.8,81,comedy,1073,51.2,446.46
139.4,172,horror,3183,29.1,350.13
259.7,171,scifi,3474,19.3,563.76
119.3,146,scifi,739,99.9,411.81
89.5,88,comedy,2073,27.6,255.13
242.6,91,comedy,2188,20.3,526.64
13.4,95,comedy,3895,31.8,147.87
152.9,83,horror,1895,11.8,314.71
160.4,179,scifi,2466,95.1,481.18
37.8,116,scifi,4283,67.7,288.26
124.0,146,comedy,3394,40.8,360.8
174.6,174,horror,3674,33.3,422.76
10.9,161,comedy,3739,94.1,257.07
94.9,137,action,3996,43.8,345.88
92.0,176,action,912,9.0,228.53
136.6,166,scifi,3389,55.2,439.11
13.3,117,comedy,3255,47.4,169.18
189.5,165,comedy,2582,96.1,540.95
33.7,121,drama,4407,78.0,246.58
108.7,75,action,2551,77.9,384.19
53.2,129,horror,2381,44.9,198.03
12.7,94,comedy,3901,56.8,185.61
207.3,145,scifi,817,14.2,473.44
265.0,77,drama,1336,11.0,522.48
285.0,87,scifi,1083,51.3,651.98
222.6,177,comedy,802,44.0,491.42
187.7,97,scifi,847,21.8,449.32
201.8,79,action,1808,81.8,546.65
227.0,160,horror,4246,30.9,504.21
136.0,122,comedy,3010,32.6,320.72
206.2,77,action,1962,77.4,542.66
198.5,76,drama,2515,71.3,506.37
229.1,95,drama,1500,20.0,485.24
48.3,125,comedy,4105,50.9,246.53
2.5,79,drama,3355,28.5,114.76
264.7,165,drama,971,27.1,527.47
69.3,139,action,2069,81.9,328.43
210.4,109,comedy,2498,42.8,480.49
148.6,124,horror,642,55.2,348.16
144.4,140,comedy,2981,72.6,444.58
299.6,163,comedy,746,17.1,571.46
94.4,80,comedy,2429,7.5,216.79
262.9,132,comedy,4435,30.3,582.39
151.7,172,action,3725,27.2,418.23
110.9,151,scifi,2143,91.3,386.36
185.5,164,drama,774,16.6,366.62
128.7,150,horror,2226,21.9,288.12
112.9,88,comedy,4419,56.0,367.28
247.4,156,action,4485,40.6,641.3
145.4,78,action,2471,87.3,468.44
103.8,85,comedy,1890,30.8,292.45
112.9,174,drama,2661,98.2,348.58
255.2,166,comedy,2161,92.5,604.09
78.2,95,action,1824,89.3,312.06
261.1,142,horror,3362,91.5,650.41
152.5,132,comedy,2784,5.2,359.63
243.3,168,action,4018,22.6,578.2
262.6,75,drama,2319,10.2,510.08
271.5,110,action,3831,27.8,586.64
234.3,125,comedy,3533,57.8,568.57
86.4,114,comedy,2792,21.0,232.87
250.6,118,comedy,2818,15.1,537.1
296.0,121,horror,1649,80.2,686.99
222.9,160,action,3577,30.7,555.1
20.9,94,scifi,1956,91.0,235.2
107.0,153,action,1170,72.4,343.4
38.4,94,horror,3915,48.4,240.98
187.5,167,scifi,4262,22.9,485.33
101.2,93,drama,3292,25.7,289.01
234.3,143,action,3771,7.3,536.39
261.6,101,drama,2524,34.6,536.1
284.0,129,drama,1867,6.4,567.49
2.4,90,drama,2385,72.2,156.23
115.6,128,action,1760,11.3,268.55
129.0,92,comedy,784,32.5,252.92
153.0,148,scifi,1484,8.2,376.89
184.2,143,action,4028,77.6,504.12
258.2,129,action,1916,88.5,634.51
280.7,132,scifi,2166,10.3,600.7
79.7,133,horror,1616,24.8,193.27
9.1,109,action,1750,88.5,220.43
112.1,94,action,3829,55.2,367.2
17.7,177,drama,3866,54.3,168.83
164.5,170,comedy,3546,26.8,407.48
241.2,80,drama,3189,61.2,609.59
120.6,155,comedy,2207,39.4,340.66
72.8,172,action,3645,29.2,293.45
250.6,163,scifi,3220,81.4,665.97
53.8,81,comedy,1599,55.5,210.89
169.5,146,comedy,875,99.3,484.19
39.7,165,action,837,39.0,167.3
61.6,149,comedy,3604,76.4,293.46
215.0,168,drama,3829,70.7,542.1
56.4,79,action,3497,51.5,246.6
130.6,127,scifi,3636,33.4,363.48
14.0,83,action,1105,11.4,111.95
68.6,150,drama,1189,31.2,213.49
168.6,132,drama,1074,93.6,453.01
285.1,149,drama,1056,81.1,608.62
121.1,151,action,1947,94.7,386.1
122.9,123,scifi,2790,32.3,326.51
132.6,142,scifi,3252,27.5,360.4
97.4,139,drama,2609,88.4,329.8
109.8,133,drama,537,38.7,281.47
22.7,96,horror,4105,16.4,142.29
175.4,121,comedy,902,44.2,388.69
290.3,114,action,617,39.2,615.84
215.7,108,comedy,2944,44.1,514.94
90.5,115,action,795,9.0,224.41
27.4,108,comedy,3606,4.3,128.26
189.5,118,scifi,4422,70.9,558.21
251.4,87,action,1233,78.8,626.92
141.7,149,action,4486,74.1,448.12
48.8,79,action,3488,1.2,186.44
12.9,77,scifi,1125,45.5,126.98
116.6,164,action,2744,93.0,391.58
179.1,154,drama,2283,55.4,438.89
203.4,121,horror,2872,28.0,413.85
206.7,82,drama,2963,9.6,456.32
63.0,172,comedy,1737,74.6,267.21
234.2,130,comedy,3284,99.0,658.32
278.6,130,comedy,1803,30.7,582.83
269.5,96,drama,3726,2.8,560.72
230.2,173,comedy,3237,4.5,489.09
57.1,85,action,4052,49.6,276.33
123.4,133,comedy,3826,47.1,415.93
293.8,145,horror,3073,79.2,681.86
44.8,98,drama,611,24.0,82.25
175.2,139,drama,4357,69.0,482.73
71.4,141,comedy,2905,38.0,243.51
136.4,170,comedy,2315,33.9,345.57
65.4,101,drama,1759,20.9,160.39
242.6,82,drama,3788,5.4,509.43
85.9,97,scifi,3499,42.3,332.0
222.5,158,action,622,88.8,589.79
73.6,106,action,2257,5.6,199.71
263.4,152,drama,2917,4.7,549.71
156.1,109,drama,3901,9.7,360.35
102.7,157,scifi,3647,38.2,319.33
262.7,91,horror,3820,52.1,631.21
247.8,145,action,3374,23.7,583.26
88.0,84,drama,4164,76.7,328.5
280.8,149,scifi,1455,87.6,696.33
299.6,75,drama,2953,85.2,711.03
133.8,155,drama,4432,97.8,428.5
195.4,161,comedy,659,13.6,390.23
248.1,111,drama,3799,36.3,571.62
273.1,111,comedy,4264,45.0,662.52
102.1,160,action,2103,76.3,332.29
58.7,155,action,737,27.9,203.51
117.4,140,comedy,2396,39.9,316.79
49.3,105,comedy,4000,28.8,195.72
211.5,125,comedy,2159,45.3,475.4
24.3,154,comedy,1488,5.0,75.7
282.8,145,scifi,3542,36.7,676.56
294.4,158,drama,1057,70.6,642.61
212.6,104,drama,4230,84.4,565.84
242.5,136,comedy,4194,40.9,583.53
182.4,138,comedy,1149,3.1,379.95
27.2,160,horror,2423,48.5,143.74
116.3,114,comedy,2476,13.6,294.81
191.5,174,action,3647,14.2,470.02
130.0,151,drama,4345,17.0,345.51
271.6,85,drama,2314,95.2,671.75
187.4,87,drama,1467,95.9,477.84
49.4,146,comedy,2001,86.7,274.15
264.6,133,drama,4055,26.5,585.14
238.4,123,action,2722,1.1,512.35
288.0,149,action,4496,69.7,726.6
230.9,90,drama,1089,42.8,477.07
284.6,85,drama,919,29.6,568.54
143.8,172,scifi,1581,96.9,452.51
266.2,145,comedy,4236,64.5,658.71
198.2,150,action,1304,75.8,492.71
159.7,146,action,2301,9.4,389.98
56.6,166,action,1906,24.2,181.38
226.0,95,horror,1457,26.6,513.33
17.1,158,action,2523,54.2,189.86
240.1,132,action,3960,53.0,631.08
273.4,132,drama,3717,23.9,586.54
248.3,149,drama,3487,20.1,562.34
272.8,162,scifi,2907,1.4,556.93
16.1,120,comedy,3275,6.2,121.84
241.2,116,scifi,3892,29.1,577.84
259.7,175,drama,2895,58.2,626.46
231.8,160,horror,646,72.6,490.05
65.5,168,drama,2815,54.1,215.4
82.4,80,scifi,1862,51.6,318.36
219.6,86,horror,2222,30.9,482.1
221.5,107,drama,1124,34.8,444.59
55.4,120,action,1328,84.0,250.44
12.3,102,horror,1099,72.6,142.47
263.7,166,action,2809,77.7,683.99
136.0,131,comedy,3208,45.0,392.54
8.0,124,comedy,964,19.5,93.07
107.5,122,drama,4162,32.0,354.77
122.9,150,drama,535,19.0,269.26
16.1,104,action,2147,54.3,172.05
297.5,89,comedy,1962,68.9,687.61
183.4,120,action,1572,2.4,411.78
27.8,133,comedy,3826,49.5,166.09
245.6,92,action,2935,57.6,622.86
86.6,76,action,3991,35.9,324.07
296.2,101,action,2511,91.7,720.82
53.8,125,horror,2391,54.6,169.61
44.5,166,drama,1628,57.1,185.88
135.8,120,drama,2360,83.7,384.75
111.5,83,horror,3148,9.9,263.27
138.7,80,action,2661,90.7,456.16
103.7,105,comedy,2806,63.1,340.81
145.5,112,action,2603,62.2,378.61
40.2,85,comedy,681,2.5,132.42
207.9,100,comedy,1679,9.1,468.96
110.8,133,drama,3706,91.2,398.94
101.4,119,action,692,77.6,339.26
150.8,80,comedy,4406,19.5,353.57
295.3,153,horror,1463,92.1,632.71
69.9,156,action,1662,75.5,296.96
33.8,177,action,3274,29.2,209.41
280.8,120,drama,4049,35.6,633.39
17.6,173,action,3426,31.1,139.11
32.5,147,drama,952,57.3,116.27
23.6,161,horror,694,66.1,138.84
29.2,80,comedy,1625,51.1,137.97
78.1,172,scifi,3194,74.4,335.91
230.1,178,horror,1081,58.0,486.27
224.4,161,horror,4395,53.8,522.59
29.8,146,horror,2244,93.5,261.67
35.1,138,action,2053,12.8,161.52
42.8,151,comedy,2323,13.3,152.6
50.1,167,comedy,2712,33.1,201.44
230.0,87,action,964,79.0,550.16
100.8,103,action,763,30.1,262.09
134.4,156,action,1533,24.7,303.94
151.1,165,drama,1726,99.0,440.44
134.4,100,comedy,2836,14.4,331.83
56.0,106,action,2378,46.3,241.52
81.4,153,action,2523,14.7,244.02
39.7,112,action,1898,93.8,255.12
1.7,165,horror,2798,52.6,135.74
146.4,109,action,4496,17.3,401.19
169.6,167,horror,2543,24.1,381.16
48.9,95,action,3138,3.4,152.99
208.0,105,comedy,695,30.2,380.98
97.2,175,action,1867,27.8,252.89
16.3,157,comedy,1637,89.1,190.45
220.5,90,action,2350,42.2,519.02
195.4,169,action,2808,57.2,502.95
66.0,129,comedy,2926,23.3,181.55
207.1,105,action,3331,91.1,542.74
210.7,146,scifi,4208,77.2,577.15
268.3,149,comedy,3946,3.2,615.0
255.6,119,action,1704,28.5,546.73
242.7,138,comedy,3625,12.1,550.88
258.2,111,comedy,2564,11.9,528.49
23.1,147,comedy,4282,52.5,182.04
186.1,109,action,2876,82.1,512.18
113.0,163,scifi,3122,53.3,403.15
99.6,151,comedy,3151,73.1,325.91
87.8,104,action,1956,52.8,282.21
73.8,90,comedy,4276,59.0,290.14
174.6,75,drama,1420,79.9,439.72
202.6,119,horror,2580,59.9,442.67
101.2,94,horror,4291,19.1,284.07
192.4,103,drama,1506,95.2,514.94
251.2,107,drama,2329,39.4,565.38
211.0,118,action,1461,67.1,512.13
158.3,112,comedy,3644,34.4,410.13
179.1,86,action,683,28.1,415.58
47.5,122,drama,4357,56.6,247.07
49.2,130,drama,1902,56.1,202.33
154.6,99,action,4146,7.8,416.97
277.1,89,scifi,3892,68.0,698.73
218.8,125,horror,3054,70.0,551.34
273.4,144,drama,653,29.8,530.29
138.2,170,action,2862,0.7,347.54
121.3,78,action,1209,35.3,353.12
284.5,109,comedy,1100,79.2,677.58
59.7,80,action,2064,71.9,305.25
65.6,147,horror,4126,40.6,255.73
151.3,117,action,3296,31.9,404.82
273.8,104,comedy,2943,12.4,597.64
117.1,141,horror,3074,66.1,336.08
21.2,75,action,1305,66.8,192.83
286.9,86,drama,1260,29.7,545.05
17.2,138,scifi,2679,6.9,144.73
268.9,177,horror,3942,97.2,690.65
263.7,146,action,2628,17.4,577.17
218.7,136,horror,1607,38.7,456.98
55.8,106,horror,1580,94.5,281.8
272.5,135,scifi,3061,52.4,665.35
194.0,173,action,1779,34.3,477.85
13.9,105,action,3137,15.5,155.03
268.0,103,action,910,99.9,656.78
108.8,163,drama,1308,59.9,327.89
250.5,152,drama,1373,34.8,535.95
247.9,153,horror,4155,71.5,614.56
